"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",1,7,6,50,"1/1","1/7","1/1-1/2-1/3-1/4-1/5-1/6-1/7","Convolution","Convolution","Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution",33311.,33752.700000000004,55080.,"{55080., 34824., 35294., 34926., 34529., 38718., 34792., 34476., 34785., 34759., 34412., 34636., 34447., 34368., 33393., 33531., 33615., 33435., 33311., 34009., 33439., 33370., 33461., 33679., 33642., 33496., 33633., 33896., 33647., 33380., 33353., 33663., 33512., 33577., 33500., 33624., 33433., 33577., 33800., 34145., 33556., 33399., 33953., 33607., 33385., 33698., 33488., 33413., 33653., 33477.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",8,14,6,50,"1/8","1/14","1/8-1/9-1/10-1/11-1/12-1/13-1/14","Elementwise","Elementwise","Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise",30726.,30957.800000000003,38207.,"{38207., 31053., 31019., 32902., 30894., 31021., 31187., 31181., 30838., 31011., 31022., 30923., 30968., 30855., 30986., 30843., 30902., 30932., 31329., 30957., 30967., 30852., 30948., 30945., 30785., 31207., 31057., 30802., 30810., 31073., 31145., 31175., 30897., 30911., 31253., 30967., 30766., 31043., 30962., 30928., 30914., 30977., 30900., 31014., 30911., 30863., 30987., 30850., 30791., 30726.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",15,15,0,50,"1/15","1/15","1/15","Convolution","Convolution","Convolution",9603.,9721.566700000001,17054.,"{17054., 10172., 9998., 10017., 10128., 9983., 9919., 9775., 9750., 9822., 9652., 9738., 9725., 9775., 9637., 9753., 9771., 9710., 9650., 9664., 9603., 9675., 9660., 9852., 9778., 9673., 9661., 9754., 9778., 9834., 9866., 9693., 9846., 9662., 9791., 9647., 9625., 9700., 9662., 9651., 9661., 9622., 9637., 9655., 9722., 9617., 9643., 9612., 9713., 9789.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",16,16,0,50,"1/16","1/16","1/16","Elementwise","Elementwise","Elementwise",83.,84.2,127.,"{127., 89., 85., 84., 84., 85., 84., 83., 84., 84., 85., 85., 84., 84., 85., 84., 84., 84., 84., 84., 84., 84., 84., 84., 84., 85., 84., 84., 84., 99., 83., 84., 84., 85., 84., 84., 85., 84., 85., 97., 99., 85., 85., 84., 84., 84., 84., 84., 84., 84.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",17,23,6,50,"2/1","2/7","2/1-2/2-2/3-2/4-2/5-2/6-2/7","Resize","Elementwise","Resize-Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise",24470.,24794.366700000002,41890.,"{41890., 25056., 24868., 25108., 25070., 24883., 24612., 24803., 24861., 24657., 24683., 25817., 24867., 24851., 24752., 24619., 24885., 25060., 24818., 24507., 24843., 24714., 24744., 24753., 24764., 24759., 24470., 24777., 24732., 24774., 24542., 24710., 24807., 24734., 24779., 24721., 24620., 24527., 25028., 24673., 24779., 24634., 24766., 24917., 25162., 24898., 24795., 24968., 24922., 24794.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",24,30,6,50,"2/8","2/14","2/8-2/9-2/10-2/11-2/12-2/13-2/14","Convolution","Convolution","Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution",28948.,29203.9667,29965.,"{29965., 29229., 29053., 29095., 29077., 29100., 29301., 29400., 29046., 28948., 29210., 29565., 29203., 29177., 29187., 29360., 29331., 29252., 29440., 29202., 29285., 29091., 29168., 29658., 29556., 29167., 29311., 29409., 29268., 29477., 29178., 29246., 29109., 29161., 29239., 29093., 29021., 29441., 29090., 29239., 29063., 29050., 29146., 29090., 29281., 29231., 29214., 29078., 29185., 29220.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",31,37,6,50,"2/15","2/21","2/15-2/16-2/17-2/18-2/19-2/20-2/21","Elementwise","Elementwise","Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise",8326.,8415.300000000001,9262.,"{9262., 8392., 8458., 8408., 8378., 8453., 8463., 8415., 8367., 8436., 8378., 8420., 8439., 8449., 8378., 8394., 8326., 8372., 8431., 8444., 8370., 8385., 8359., 8345., 8398., 8397., 8445., 8469., 8376., 8399., 8462., 8430., 8473., 8448., 8367., 8339., 8393., 8445., 8476., 8394., 8371., 8363., 8453., 8478., 8441., 8420., 8448., 8335., 8460., 8479.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",38,44,6,50,"2/22","2/28","2/22-2/23-2/24-2/25-2/26-2/27-2/28","Flatten","Elementwise","Flatten-Linear-Elementwise-Linear-Elementwise-Linear-Elementwise",4120.,4229.1,7240.,"{7240., 4508., 4419., 4444., 4369., 4371., 4333., 4357., 4320., 4291., 4360., 4272., 4318., 4290., 4334., 4243., 4230., 4300., 4219., 4245., 4215., 4205., 4235., 4186., 4235., 4218., 4233., 4194., 4176., 4228., 4152., 4196., 4161., 4146., 4190., 4140., 4184., 4160., 4177., 4157., 4120., 4194., 4130., 4171., 4259., 4169., 4275., 4183., 4191., 4144.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",45,45,0,50,"2/29","2/29","2/29","Replicate","Replicate","Replicate",5859.,5876.5,5923.,"{5922., 5900., 5874., 5874., 5882., 5904., 5878., 5879., 5888., 5881., 5879., 5888., 5860., 5893., 5871., 5873., 5923., 5888., 5876., 5884., 5869., 5872., 5891., 5875., 5865., 5893., 5882., 5875., 5901., 5860., 5889., 5873., 5882., 5887., 5877., 5871., 5866., 5867., 5861., 5880., 5867., 5867., 5865., 5867., 5866., 5870., 5859., 5874., 5863., 5880.}"
"ColorNet Image Colorization Trained on Places Data","c5.xlarge",46,52,6,50,"3","4/6","3-4/1-4/2-4/3-4/4-4/5-4/6","Catenate","Convolution","Catenate-Convolution-Elementwise-Convolution-Elementwise-Resize-Convolution",21494.,21698.5667,23637.,"{23637., 21922., 21727., 21828., 21803., 21688., 21618., 21857., 22081., 21609., 21650., 21572., 21494., 21782., 21663., 22152., 21853., 21669., 21587., 21687., 21605., 21516., 21556., 21711., 21697., 21619., 21831., 22269., 21732., 21751., 21841., 21580., 21661., 21757., 21568., 21940., 21834., 21713., 21663., 21774., 21620., 21655., 21539., 21665., 21562., 21626., 21797., 21603., 21629., 21727.}"
