"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",1,9,8,50,"1/1/blockNet4/conv1a/1","1/1/blockNet4/conv2b/2","1/1/blockNet4/conv1a/1-1/1/blockNet4/conv1a/2-1/1/blockNet4/conv1b/1-1/1/blockNet4/conv1b/2-1/1/blockNet4/pool1-1/1/blockNet4/conv2a/1-1/1/blockNet4/conv2a/2-1/1/blockNet4/conv2b/1-1/1/blockNet4/conv2b/2","Convolution","Elementwise","Convolution-Elementwise-Convolution-Elementwise-Pooling-Convolution-Elementwise-Convolution-Elementwise",581155.,584082.2000000001,892684.,"{892684., 587524., 585940., 587163., 585492., 585022., 588622., 586069., 585768., 584443., 584426., 582820., 582867., 583333., 583432., 585668., 582771., 582748., 582966., 582822., 582638., 583993., 585782., 585226., 584161., 584712., 586032., 584445., 584736., 585292., 585452., 585241., 585110., 584181., 584392., 583420., 582728., 584791., 582322., 581155., 581956., 583522., 581361., 581420., 582314., 581847., 581451., 582140., 581514., 585284.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",10,18,8,50,"1/1/blockNet4/pool2","1/1/blockNet4/conv4a/1","1/1/blockNet4/pool2-1/1/blockNet4/conv3a/1-1/1/blockNet4/conv3a/2-1/1/blockNet4/conv3b/1-1/1/blockNet4/conv3b/2-1/1/blockNet4/conv3c/1-1/1/blockNet4/conv3c/2-1/1/blockNet4/pool3-1/1/blockNet4/conv4a/1","Pooling","Convolution","Pooling-Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise-Pooling-Convolution",361740.,364014.5,488492.,"{488492., 365565., 365105., 365082., 366744., 365166., 363744., 364713., 365565., 364004., 363653., 365255., 363631., 365425., 363939., 362688., 363274., 363953., 364395., 363171., 363938., 363535., 364349., 364244., 367164., 363329., 363897., 362234., 364511., 363447., 363080., 364497., 364006., 363116., 364074., 363098., 364116., 361740., 362922., 364413., 364793., 364569., 363219., 363223., 363170., 362130., 363900., 362329., 364816., 365916.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",19,27,8,50,"1/1/blockNet4/conv4a/2","1/1/blockNet7/conv5b/1","1/1/blockNet4/conv4a/2-1/1/blockNet4/conv4b/1-1/1/blockNet4/conv4b/2-1/1/blockNet4/conv4c/1-1/1/blockNet4/conv4c/2-1/1/blockNet7/pool4-1/1/blockNet7/conv5a/1-1/1/blockNet7/conv5a/2-1/1/blockNet7/conv5b/1","Elementwise","Convolution","Elementwise-Convolution-Elementwise-Convolution-Elementwise-Pooling-Convolution-Elementwise-Convolution",219143.,220078.8333,265071.,"{265071., 221089., 220706., 220118., 220146., 220257., 220247., 220552., 220568., 220514., 220466., 220178., 220004., 220336., 220391., 220432., 220275., 220295., 220680., 220558., 220489., 220417., 220454., 220353., 220330., 220224., 220482., 220761., 220887., 219905., 219191., 219408., 219191., 219143., 219300., 219484., 219613., 219528., 219697., 219146., 219271., 219543., 219302., 220068., 219374., 219270., 219543., 219356., 219418., 220264.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",28,36,8,50,"1/1/blockNet7/conv5b/2","1/1/blockNet8/conv8a/1","1/1/blockNet7/conv5b/2-1/1/blockNet7/conv5c/1-1/1/blockNet7/conv5c/2-1/1/blockNet7/pool5-1/1/blockNet7/conv6/1-1/1/blockNet7/conv6/2-1/1/blockNet7/conv7/1-1/1/blockNet7/conv7/2-1/1/blockNet8/conv8a/1","Elementwise","Convolution","Elementwise-Convolution-Elementwise-Pooling-Convolution-Elementwise-Convolution-Elementwise-Convolution",73450.,73741.4333,85149.,"{85149., 75168., 73678., 73766., 73719., 73708., 73601., 73633., 73594., 73651., 73737., 73450., 73617., 73917., 73706., 73729., 73836., 73737., 73661., 73979., 73662., 73631., 73718., 73688., 73844., 73587., 73611., 73658., 73768., 73750., 74070., 73844., 73862., 73867., 73855., 73696., 73784., 73754., 73645., 73620., 73821., 73574., 73808., 73840., 73756., 73815., 73839., 73637., 73843., 73833.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",37,45,8,50,"1/1/blockNet8/conv8a/2","1/1/multiboxLayer4/multiboxClasses/2","1/1/blockNet8/conv8a/2-1/1/blockNet8/conv8b/1-1/1/blockNet8/conv8b/2-1/1/blockNet9/conv9a/1-1/1/blockNet9/conv9a/2-1/1/blockNet9/conv9b/1-1/1/blockNet9/conv9b/2-1/1/multiboxLayer4/multiboxClasses/1-1/1/multiboxLayer4/multiboxClasses/2","Elementwise","Reshape","Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution-Reshape",4552.,4607.1333,7235.,"{7235., 4685., 4728., 4642., 4610., 4610., 4695., 4591., 4621., 4568., 4584., 4632., 4598., 4645., 4692., 4634., 4613., 4601., 4615., 4670., 4577., 4585., 4558., 4565., 4603., 4641., 4580., 4605., 4597., 4552., 4623., 4562., 4623., 4592., 4623., 4558., 4576., 4578., 4577., 4600., 4639., 4643., 4639., 4648., 4587., 4653., 4579., 4566., 4582., 4587.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",46,46,0,50,"1/1/multiboxLayer4/multiboxClasses/3","1/1/multiboxLayer4/multiboxClasses/3","1/1/multiboxLayer4/multiboxClasses/3","Softmax","Softmax","Softmax",529.,530.7,578.,"{578., 558., 534., 531., 531., 531., 531., 530., 529., 537., 529., 542., 530., 530., 530., 529., 541., 530., 530., 530., 530., 530., 529., 530., 539., 531., 530., 530., 529., 539., 531., 542., 530., 530., 530., 530., 530., 530., 530., 545., 530., 531., 531., 530., 530., 530., 539., 531., 538., 531.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",47,47,0,50,"1/1/multiboxLayer4/multiboxClasses/4","1/1/multiboxLayer4/multiboxClasses/4","1/1/multiboxLayer4/multiboxClasses/4","Part","Part","Part",36.,36.5,96.,"{96., 42., 37., 37., 37., 37., 36., 36., 37., 36., 37., 36., 36., 37., 36., 36., 37., 36., 36., 36., 60., 38., 36., 36., 37., 37., 36., 37., 36., 36., 37., 37., 36., 36., 37., 37., 37., 36., 36., 37., 36., 37., 36., 36., 37., 36., 36., 37., 37., 36.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",48,48,0,50,"1/1/multiboxLayer4/multiboxLocs/convloc/1","1/1/multiboxLayer4/multiboxLocs/convloc/1","1/1/multiboxLayer4/multiboxLocs/convloc/1","Convolution","Convolution","Convolution",236.,239.4667,357.,"{357., 251., 242., 239., 259., 247., 239., 262., 238., 238., 237., 239., 237., 237., 242., 239., 238., 240., 239., 238., 255., 243., 240., 239., 255., 242., 239., 240., 239., 241., 239., 238., 238., 238., 240., 237., 259., 243., 240., 239., 238., 237., 237., 238., 283., 239., 237., 241., 238., 236.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",49,49,0,50,"1/1/multiboxLayer4/multiboxLocs/reshape","1/1/multiboxLayer4/multiboxLocs/reshape","1/1/multiboxLayer4/multiboxLocs/reshape","Reshape","Reshape","Reshape",22.,22.0667,62.,"{62., 25., 44., 24., 22., 22., 22., 22., 22., 23., 22., 22., 23., 22., 22., 23., 22., 22., 22., 22., 22., 22., 22., 23., 22., 22., 23., 22., 22., 22., 22., 22., 22., 22., 22., 23., 22., 23., 22., 22., 22., 22., 22., 22., 22., 22., 22., 22., 23., 22.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",50,58,8,50,"1/1/blockNet10/conv10a/1","1/1/blockNet12/conv12a/1","1/1/blockNet10/conv10a/1-1/1/blockNet10/conv10a/2-1/1/blockNet10/conv10b/1-1/1/blockNet10/conv10b/2-1/1/blockNet11/conv11a/1-1/1/blockNet11/conv11a/2-1/1/blockNet11/conv11b/1-1/1/blockNet11/conv11b/2-1/1/blockNet12/conv12a/1","Convolution","Convolution","Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution-Elementwise-Convolution",308.,313.1667,569.,"{569., 381., 322., 316., 314., 314., 315., 314., 313., 313., 310., 312., 311., 353., 313., 314., 359., 313., 312., 313., 312., 330., 312., 312., 311., 387., 316., 313., 333., 317., 313., 312., 312., 310., 342., 311., 309., 331., 311., 311., 308., 310., 308., 309., 309., 310., 309., 313., 310., 330.}"
"SSD-VGG-512 Trained on MS-COCO Data","c5.xlarge",59,59,0,50,"1/1/blockNet12/conv12a/2","1/1/blockNet12/conv12a/2","1/1/blockNet12/conv12a/2","Elementwise","Elementwise","Elementwise",21.,22.,38.,"{38., 25., 23., 23., 22., 22., 22., 22., 22., 22., 22., 22., 23., 22., 21., 22., 22., 22., 22., 22., 23., 22., 22., 22., 22., 22., 22., 23., 22., 23., 22., 23., 22., 22., 22., 22., 22., 22., 22., 22., 22., 22., 22., 22., 22., 22., 21., 22., 22., 22.}"
