"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",1,4,3,50,"1","4","1-2-3-4","Elementwise","Normalization","Elementwise-Padding-Convolution-Normalization",118556.,118956.1333,145096.,"{145096., 118665., 118687., 118885., 118648., 118740., 118843., 118697., 118631., 119805., 118782., 122810., 118837., 118804., 118556., 118636., 118920., 118638., 118811., 118623., 119167., 119087., 118761., 119163., 119378., 119132., 118892., 118721., 119048., 119175., 119107., 118775., 119220., 118974., 119397., 119338., 119281., 119407., 119150., 118801., 119193., 118920., 118776., 119017., 119016., 119247., 119039., 119029., 118894., 118946.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",5,8,3,50,"5","8","5-6-7-8","Elementwise","Elementwise","Elementwise-Convolution-Normalization-Elementwise",62592.,62816.100000000006,71993.,"{71993., 62738., 62696., 62737., 62800., 62828., 62819., 63300., 62806., 62632., 62861., 62888., 62802., 62921., 62697., 62617., 62733., 62696., 62604., 62730., 62703., 62927., 62944., 62743., 62722., 62672., 62640., 62592., 62740., 63045., 62932., 62944., 62825., 62727., 62755., 62626., 62887., 62674., 62806., 62890., 62749., 63082., 62891., 63031., 63060., 63081., 63103., 62938., 63005., 62955.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",9,12,3,50,"9","12/1/1","9-10-11-12/1/1","Convolution","Padding","Convolution-Normalization-Elementwise-Padding",32098.,32295.4667,36824.,"{36824., 32210., 32098., 32166., 32203., 32232., 32176., 32243., 32284., 32293., 32200., 32156., 32205., 32236., 32215., 32161., 32136., 32229., 32159., 32232., 32271., 32421., 32582., 32649., 32441., 32327., 32362., 32344., 32358., 32304., 32286., 32212., 32220., 32339., 32303., 32312., 32250., 32304., 32319., 32346., 32351., 32830., 32349., 32385., 32327., 32543., 32572., 32607., 32620., 32554.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",13,16,3,50,"12/1/2","12/1/5","12/1/2-12/1/3-12/1/4-12/1/5","Convolution","Padding","Convolution-Normalization-Elementwise-Padding",36567.,36838.2333,45674.,"{45674., 36898., 37030., 36917., 37012., 36892., 37062., 37055., 36977., 36902., 37045., 37111., 37012., 36949., 37028., 36967., 37103., 37034., 37015., 36976., 36871., 36789., 36770., 36639., 36764., 36567., 36752., 36704., 36845., 36744., 36674., 36692., 36751., 36693., 36725., 36702., 36567., 36698., 36744., 36827., 36764., 36702., 36803., 36891., 36726., 36922., 36703., 36845., 36695., 36705.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",17,17,0,50,"12/1/6","12/1/6","12/1/6","Convolution","Convolution","Convolution",8816.,8960.4333,9885.,"{9885., 9430., 9294., 9209., 9207., 9105., 9137., 9009., 9019., 9122., 9057., 9086., 9074., 9107., 9011., 9036., 8903., 8816., 8850., 8863., 8923., 8931., 8980., 8973., 8887., 8885., 8871., 8931., 8943., 9025., 8959., 8911., 9042., 9060., 9000., 8914., 8891., 8886., 8931., 8953., 8921., 8892., 8881., 8906., 8923., 8906., 8856., 8869., 8888., 8901.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",18,18,0,50,"12/1/7","12/1/7","12/1/7","Normalization","Normalization","Normalization",25991.,26112.6333,26340.,"{26266., 26160., 26177., 26205., 26225., 26242., 26260., 26196., 26162., 26067., 26132., 26114., 26130., 26115., 26003., 26121., 26108., 26154., 26102., 26040., 26117., 26060., 26073., 26097., 25991., 26106., 26065., 26102., 26033., 26014., 26054., 26046., 26104., 26081., 26134., 26103., 26120., 26340., 26139., 26139., 26106., 26088., 26103., 26098., 26028., 26140., 26139., 26112., 26113., 26122.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",19,22,3,50,"12/2","13/1/3","12/2-13/1/1-13/1/2-13/1/3","Total","Normalization","Total-Padding-Convolution-Normalization",36026.,40506.0667,112853.,"{36999., 36838., 36526., 36379., 36164., 37033., 51859., 58611., 60297., 64997., 63777., 43725., 52194., 76714., 75773., 71976., 36879., 43851., 112853., 37021., 39798., 79000., 66104., 43917., 42552., 38395., 42320., 36640., 36464., 36631., 36307., 36273., 36316., 36182., 36195., 58978., 60299., 38090., 36402., 36301., 36202., 36167., 36330., 36113., 36063., 36026., 36117., 36100., 36241., 39312.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",23,26,3,50,"13/1/4","13/1/7","13/1/4-13/1/5-13/1/6-13/1/7","Elementwise","Normalization","Elementwise-Padding-Convolution-Normalization",35804.,36063.2667,44840.,"{44840., 36237., 35999., 35891., 35891., 35989., 35920., 35932., 35878., 35817., 35935., 35997., 35842., 35843., 35841., 36051., 35866., 35953., 36349., 36205., 36077., 35948., 35927., 35903., 35931., 35865., 35936., 35804., 35879., 36066., 35974., 35950., 36161., 36081., 36111., 35854., 35854., 37157., 39267., 37922., 40234., 42536., 44070., 43678., 43730., 41731., 40677., 36284., 36014., 36150.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",27,30,3,50,"13/2","14/1/3","13/2-14/1/1-14/1/2-14/1/3","Total","Normalization","Total-Padding-Convolution-Normalization",35989.,36237.966700000004,36849.,"{36849., 36418., 36268., 36120., 36424., 36209., 36184., 36378., 36152., 36145., 36277., 36279., 36199., 36187., 36043., 36196., 36233., 36116., 36173., 36115., 36089., 36531., 36343., 36315., 36220., 36117., 36241., 36140., 36093., 36010., 35989., 36252., 36467., 36489., 36305., 36330., 36472., 36351., 36288., 36353., 36221., 36134., 36150., 36164., 36274., 36399., 36220., 36192., 36476., 36278.}"
"CycleGAN Orange-to-Apple Translation Trained on ImageNet Competition Data","c5.xlarge",31,34,3,50,"14/1/4","14/1/7","14/1/4-14/1/5-14/1/6-14/1/7","Elementwise","Normalization","Elementwise-Padding-Convolution-Normalization",35819.,36001.6,36623.,"{36623., 36353., 36149., 36046., 35999., 35933., 35989., 35950., 35933., 36143., 35922., 35971., 35934., 35922., 35941., 35932., 36059., 36501., 36310., 36085., 36041., 35891., 36028., 36152., 35963., 35840., 36184., 36114., 36009., 36017., 36030., 35859., 35860., 35819., 35830., 35858., 35832., 36076., 36058., 35966., 36421., 36217., 36047., 35907., 35901., 36137., 36008., 36102., 35886., 35929.}"
