"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
1,2,"conv1_7x7_s2","conv1_relu_7x7",5462.,5385.,-77.
2,3,"conv1_relu_7x7","pool1_3x3_s2_pad",2894.,4027.,1133.
3,4,"pool1_3x3_s2_pad","pool1_3x3_s2",3470.,3421.,-49.
4,5,"pool1_3x3_s2","pool1_norm1",2503.,5907.,3404.
5,6,"pool1_norm1","conv2_3x3_reduce",4058.,4368.,310.
6,7,"conv2_3x3_reduce","conv2_relu_3x3_reduce",927.,1230.,303.
7,8,"conv2_relu_3x3_reduce","conv2_3x3",795.,5376.,4581.
8,9,"conv2_3x3","conv2_relu_3x3",5074.,5274.,200.
9,10,"conv2_relu_3x3","conv2_norm2",2133.,12432.,10299.
10,11,"conv2_norm2","pool2_3x3_s2_pad",12040.,12736.,696.
11,12,"pool2_3x3_s2_pad","pool2_3x3_s2",2467.,2550.,83.
12,13,"pool2_3x3_s2","inception_3a/1x1",1921.,1942.,21.
13,14,"inception_3a/1x1","inception_3a/relu_1x1",464.,555.,91.
14,15,"inception_3a/relu_1x1","inception_3a/3x3_reduce",341.,-999,-999
15,16,"inception_3a/3x3_reduce","inception_3a/relu_3x3_reduce",562.,685.,123.
16,17,"inception_3a/relu_3x3_reduce","inception_3a/3x3",426.,1711.,1285.
17,18,"inception_3a/3x3","inception_3a/relu_3x3",1655.,1690.,35.
18,19,"inception_3a/relu_3x3","inception_3a/5x5_reduce",511.,-999,-999
19,20,"inception_3a/5x5_reduce","inception_3a/relu_5x5_reduce",349.,368.,19.
20,21,"inception_3a/relu_5x5_reduce","inception_3a/5x5",204.,598.,394.
21,22,"inception_3a/5x5","inception_3a/relu_5x5",594.,609.,15.
22,23,"inception_3a/relu_5x5","inception_3a/pool",269.,-999,-999
23,24,"inception_3a/pool","inception_3a/pool_proj",1751.,1607.,-144.
24,25,"inception_3a/pool_proj","inception_3a/relu_pool_proj",393.,421.,28.
25,26,"inception_3a/relu_pool_proj","inception_3a/output",253.,-999,-999
26,27,"inception_3a/output","inception_3b/1x1",853.,973.,120.
27,28,"inception_3b/1x1","inception_3b/relu_1x1",782.,803.,21.
28,29,"inception_3b/relu_1x1","inception_3b/3x3_reduce",510.,-999,-999
29,30,"inception_3b/3x3_reduce","inception_3b/relu_3x3_reduce",706.,794.,88.
30,31,"inception_3b/relu_3x3_reduce","inception_3b/3x3",508.,2022.,1514.
31,32,"inception_3b/3x3","inception_3b/relu_3x3",2004.,2062.,58.
32,33,"inception_3b/relu_3x3","inception_3b/5x5_reduce",661.,-999,-999
