"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
1,2,"bn_data","conv0",632.,5006.,5176.,4544.,170.
2,3,"conv0","bn0",5243.,2892.,5645.,402.,2753.
3,4,"bn0","relu0",2892.,2881.,3342.,450.,461.
4,5,"relu0","pooling0",2844.,2495.,2758.,-86.,263.
5,6,"pooling0","stage1_unit1/bn1",2470.,764.,2579.,109.,1815.
6,7,"stage1_unit1/bn1","stage1_unit1/relu1",765.,755.,871.,106.,116.
7,8,"stage1_unit1/relu1","stage1_unit1/conv1",754.,847.,919.,165.,72.
8,9,"stage1_unit1/conv1","stage1_unit1/bn2",858.,822.,937.,79.,115.
9,10,"stage1_unit1/bn2","stage1_unit1/relu2",768.,752.,881.,113.,129.
10,11,"stage1_unit1/relu2","stage1_unit1/conv2",764.,2758.,2852.,2088.,94.
11,12,"stage1_unit1/conv2","stage1_unit1/bn3",2758.,819.,2864.,106.,2045.
12,13,"stage1_unit1/bn3","stage1_unit1/relu3",758.,756.,878.,120.,122.
13,14,"stage1_unit1/relu3","stage1_unit1/conv3",752.,2415.,2581.,1829.,166.
14,15,"stage1_unit1/conv3","stage1_unit1/sc",2416.,2396.,-999,-999,-999
15,16,"stage1_unit1/sc","stage1_unit1/_plus_stage1_unit1",2432.,3827.,-999,-999,-999
16,17,"stage1_unit1/_plus_stage1_unit1","stage1_unit2/bn1",3835.,2896.,4366.,531.,1470.
17,18,"stage1_unit2/bn1","stage1_unit2/relu1",2869.,2881.,3372.,503.,491.
18,19,"stage1_unit2/relu1","stage1_unit2/conv1",2861.,1382.,1800.,-1061.,418.
19,20,"stage1_unit2/conv1","stage1_unit2/bn2",1381.,817.,1489.,108.,672.
20,21,"stage1_unit2/bn2","stage1_unit2/relu2",767.,756.,886.,119.,130.
21,22,"stage1_unit2/relu2","stage1_unit2/conv2",757.,2424.,2505.,1748.,81.
22,23,"stage1_unit2/conv2","stage1_unit2/bn3",2429.,803.,2516.,87.,1713.
23,24,"stage1_unit2/bn3","stage1_unit2/relu3",759.,752.,878.,119.,126.
24,25,"stage1_unit2/relu3","stage1_unit2/conv3",753.,2399.,2606.,1853.,207.
25,26,"stage1_unit2/conv3","stage1_unit2/_plus_stage1_unit2",2406.,3869.,-999,-999,-999
26,27,"stage1_unit2/_plus_stage1_unit2","stage1_unit3/bn1",3893.,2891.,4427.,534.,1536.
27,28,"stage1_unit3/bn1","stage1_unit3/relu1",2883.,2884.,3396.,513.,512.
28,29,"stage1_unit3/relu1","stage1_unit3/conv1",2873.,1391.,1809.,-1064.,418.
29,30,"stage1_unit3/conv1","stage1_unit3/bn2",1396.,825.,1583.,187.,758.
30,31,"stage1_unit3/bn2","stage1_unit3/relu2",776.,768.,896.,120.,128.
31,32,"stage1_unit3/relu2","stage1_unit3/conv2",769.,2430.,2493.,1724.,63.
32,33,"stage1_unit3/conv2","stage1_unit3/bn3",2427.,815.,2502.,75.,1687.
33,34,"stage1_unit3/bn3","stage1_unit3/relu3",811.,812.,929.,118.,117.
34,35,"stage1_unit3/relu3","stage1_unit3/conv3",799.,2373.,2553.,1754.,180.
35,36,"stage1_unit3/conv3","stage1_unit3/_plus_stage1_unit3",2429.,3922.,-999,-999,-999
36,37,"stage1_unit3/_plus_stage1_unit3","stage2_unit1/bn1",3945.,2925.,4430.,485.,1505.
37,38,"stage2_unit1/bn1","stage2_unit1/relu1",2898.,2875.,3391.,493.,516.
38,39,"stage2_unit1/relu1","stage2_unit1/conv1",2898.,1955.,2368.,-530.,413.
39,40,"stage2_unit1/conv1","stage2_unit1/bn2",1971.,1510.,2161.,190.,651.
40,41,"stage2_unit1/bn2","stage2_unit1/relu2",1443.,1366.,1720.,277.,354.
41,42,"stage2_unit1/relu2","stage2_unit1/conv2",1393.,2119.,2272.,879.,153.
42,43,"stage2_unit1/conv2","stage2_unit1/bn3",2093.,509.,2155.,62.,1646.
43,44,"stage2_unit1/bn3","stage2_unit1/relu3",521.,481.,541.,20.,60.
44,45,"stage2_unit1/relu3","stage2_unit1/conv3",476.,1380.,1450.,974.,70.
45,46,"stage2_unit1/conv3","stage2_unit1/sc",1374.,2493.,-999,-999,-999
46,47,"stage2_unit1/sc","stage2_unit1/_plus_stage2_unit1",2606.,1802.,-999,-999,-999
47,48,"stage2_unit1/_plus_stage2_unit1","stage2_unit2/bn1",1695.,1387.,1883.,188.,496.
48,49,"stage2_unit2/bn1","stage2_unit2/relu1",1400.,1382.,1619.,219.,237.
49,50,"stage2_unit2/relu1","stage2_unit2/conv1",1375.,988.,1205.,-170.,217.
50,51,"stage2_unit2/conv1","stage2_unit2/bn2",993.,495.,1106.,113.,611.
51,52,"stage2_unit2/bn2","stage2_unit2/relu2",495.,479.,545.,50.,66.
52,53,"stage2_unit2/relu2","stage2_unit2/conv2",480.,1924.,1951.,1471.,27.
53,54,"stage2_unit2/conv2","stage2_unit2/bn3",1898.,506.,1975.,77.,1469.
54,55,"stage2_unit2/bn3","stage2_unit2/relu3",518.,481.,542.,24.,61.
55,56,"stage2_unit2/relu3","stage2_unit2/conv3",481.,1386.,1454.,973.,68.
56,57,"stage2_unit2/conv3","stage2_unit2/_plus_stage2_unit2",1388.,1820.,-999,-999,-999
