"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
1,2,"ReLUConv1/1","ReLUConv1/2",544.,514.,771.,227.,257.
2,3,"ReLUConv1/2","PrimaryCaps/1",499.,2404.,2453.,1954.,49.
3,4,"PrimaryCaps/1","PrimaryCaps/2",2401.,271.,2487.,86.,2216.
4,5,"PrimaryCaps/2","PrimaryCaps/3",270.,197.,271.,1.,74.
5,6,"PrimaryCaps/3","PrimaryCaps/4/1",196.,197.,202.,6.,5.
6,7,"PrimaryCaps/4/1","PrimaryCaps/4/2",195.,366.,366.,171.,0.
7,8,"PrimaryCaps/4/2","PrimaryCaps/4/3",370.,186.,396.,26.,210.
8,9,"PrimaryCaps/4/3","PrimaryCaps/4/4",186.,452.,478.,292.,26.
9,10,"PrimaryCaps/4/4","PrimaryCaps/4/5",451.,218.,-999,-999,-999
10,11,"PrimaryCaps/4/5","PrimaryPredVects/2",217.,17494.,-999,-999,-999
11,12,"PrimaryPredVects/2","PrimaryPredVects/1",17509.,48876.,-999,-999,-999
12,13,"PrimaryPredVects/1","PrimaryPredVects/3",48872.,8359.,-999,-999,-999
13,14,"PrimaryPredVects/3","PrimaryPredVects/4",8199.,31246.,33815.,25616.,2569.
14,15,"PrimaryPredVects/4","DynamicRouting/1",31341.,11657.,42372.,11031.,30715.
15,16,"DynamicRouting/1","DynamicRouting/2/Net/capsule/c/1",11650.,188.,-999,-999,-999
16,17,"DynamicRouting/2/Net/capsule/c/1","DynamicRouting/2/Net/capsule/c/2",190.,392.,386.,196.,-6.
17,18,"DynamicRouting/2/Net/capsule/c/2","DynamicRouting/2/Net/capsule/s/1",388.,5904.,6104.,5716.,200.
18,19,"DynamicRouting/2/Net/capsule/s/1","DynamicRouting/2/Net/capsule/s/2",5907.,853.,-999,-999,-999
19,20,"DynamicRouting/2/Net/capsule/s/2","DynamicRouting/2/Net/capsule/s/3",855.,3808.,3943.,3088.,135.
20,21,"DynamicRouting/2/Net/capsule/s/3","DynamicRouting/2/Net/capsule/v/1",3820.,159.,3824.,4.,3665.
21,22,"DynamicRouting/2/Net/capsule/v/1","DynamicRouting/2/Net/capsule/v/2",160.,157.,157.,-3.,0.
22,23,"DynamicRouting/2/Net/capsule/v/2","DynamicRouting/2/Net/capsule/v/3",159.,152.,159.,0.,7.
23,24,"DynamicRouting/2/Net/capsule/v/3","DynamicRouting/2/Net/capsule/v/4",153.,155.,152.,-1.,-3.
24,25,"DynamicRouting/2/Net/capsule/v/4","DynamicRouting/2/Net/capsule/v/5",151.,175.,-999,-999,-999
25,26,"DynamicRouting/2/Net/capsule/v/5","DynamicRouting/2/Net/dots/1",174.,5897.,5914.,5740.,17.
26,27,"DynamicRouting/2/Net/dots/1","DynamicRouting/2/Net/dots/2",5899.,843.,-999,-999,-999
27,28,"DynamicRouting/2/Net/dots/2","DynamicRouting/2/Net/dots/3",848.,3836.,4023.,3175.,187.
28,29,"DynamicRouting/2/Net/dots/3","DynamicRouting/2/Net/dots_flatten",3829.,195.,3836.,7.,3641.
29,30,"DynamicRouting/2/Net/dots_flatten","DynamicRouting/2/Net/new_b",199.,221.,-999,-999,-999
30,31,"DynamicRouting/2/Net/new_b","DynamicRouting/3",223.,406.,-999,-999,-999
31,32,"DynamicRouting/3","DigitCaps/c/1",410.,188.,410.,0.,222.
32,33,"DigitCaps/c/1","DigitCaps/c/2",187.,388.,385.,198.,-3.
33,34,"DigitCaps/c/2","DigitCaps/s/1",392.,5905.,6100.,5708.,195.
34,35,"DigitCaps/s/1","DigitCaps/s/2",5905.,852.,-999,-999,-999
35,36,"DigitCaps/s/2","DigitCaps/s/3",848.,3810.,3936.,3088.,126.
36,37,"DigitCaps/s/3","DigitCaps/v/1",3806.,157.,3808.,2.,3651.
37,38,"DigitCaps/v/1","DigitCaps/v/2",158.,156.,157.,-1.,1.
38,39,"DigitCaps/v/2","DigitCaps/v/3",155.,150.,157.,2.,7.
39,40,"DigitCaps/v/3","DigitCaps/v/4",148.,151.,152.,4.,1.
40,41,"DigitCaps/v/4","DigitCaps/v/5",151.,169.,-999,-999,-999
41,42,"DigitCaps/v/5","Norm/1",170.,156.,171.,1.,15.
42,43,"Norm/1","Norm/2",158.,154.,157.,-1.,3.
43,44,"Norm/2","Norm/3",157.,148.,158.,1.,10.
44,45,"Norm/3","Pick/1",148.,148.,149.,1.,1.
45,46,"Pick/1","Pick/2",147.,199.,-999,-999,-999
46,47,"Pick/2","Reconstruct/1",197.,148.,203.,6.,55.
47,48,"Reconstruct/1","Reconstruct/2",148.,151.,150.,2.,-1.
48,49,"Reconstruct/2","Reconstruct/3",153.,183.,283.,130.,100.
49,50,"Reconstruct/3","Reconstruct/4",183.,154.,185.,2.,31.
50,51,"Reconstruct/4","Reconstruct/5",155.,217.,223.,68.,6.
51,52,"Reconstruct/5","Reconstruct/6",217.,163.,234.,17.,71.
52,53,"Reconstruct/6","Reconstruct/7",166.,189.,167.,1.,-22.
