"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
1,2,"conv1_1","relu1_1",41420.6,39299.270000000004,45777.43,4356.83,6478.17
2,3,"relu1_1","conv1_2",39225.83,72816.27,75174.,35948.17,2357.73
3,4,"conv1_2","relu1_2",72970.73,39479.97,74779.63,1808.9,35299.67
4,5,"relu1_2","pool1",39724.73,9151.93,11332.630000000001,-28392.100000000002,2180.7
5,6,"pool1","conv2_1",9204.130000000001,16010.53,22711.670000000002,13507.53,6701.13
6,7,"conv2_1","relu2_1",16025.87,7276.53,16971.03,945.1700000000001,9694.5
7,8,"relu2_1","conv2_2",7232.47,26246.03,27434.07,20201.600000000002,1188.03
8,9,"conv2_2","relu2_2",26274.7,7247.2,27199.53,924.83,19952.33
9,10,"relu2_2","pool2",7265.97,4156.03,5065.97,-2200.,909.9300000000001
10,11,"pool2","conv3_1",4166.43,8982.630000000001,12238.470000000001,8072.03,3255.83
11,12,"conv3_1","relu3_1",9013.77,3164.4700000000003,12052.87,3039.1,8888.4
12,13,"relu3_1","conv3_2",2903.7000000000003,16849.57,17336.73,14433.03,487.17
13,14,"conv3_2","relu3_2",16812.43,3111.2000000000003,17421.37,608.9300000000001,14310.17
14,15,"relu3_2","conv3_3",2946.5,16813.43,17293.1,14346.6,479.67
15,16,"conv3_3","relu3_3",16798.83,3033.8,16022.630000000001,-776.2,12988.83
16,17,"relu3_3","pool3",3036.6,2012.03,2339.63,-696.97,327.6
17,18,"pool3","conv4_1",2041.3300000000002,6578.77,8136.47,6095.13,1557.7
18,19,"conv4_1","relu4_1",6576.17,1394.67,6938.97,362.8,5544.3
19,20,"relu4_1","conv4_2",1394.13,13552.57,12579.77,11185.630000000001,-972.8000000000001
20,21,"conv4_2","relu4_2",12997.77,1448.03,12726.53,-271.23,11278.5
21,22,"relu4_2","conv4_3",1393.83,14735.300000000001,13344.470000000001,11950.630000000001,-1390.83
22,23,"conv4_3","relu4_3",13151.33,1438.6000000000001,13868.77,717.4300000000001,12430.17
23,24,"relu4_3","pool4",1350.53,1054.4,1197.1000000000001,-153.43,142.70000000000002
24,25,"pool4","conv5_1",1059.33,2974.8,4652.27,3592.9300000000003,1677.47
25,26,"conv5_1","relu5_1",2984.07,497.2,3032.9700000000003,48.9,2535.77
26,27,"relu5_1","conv5_2",503.8,2977.9,3014.8,2511.,36.9
27,28,"conv5_2","relu5_2",2977.63,503.33,3026.23,48.6,2522.9
28,29,"relu5_2","conv5_3",502.3,2972.2000000000003,3013.3,2511.,41.1
29,30,"conv5_3","relu5_3",2977.,508.13,3036.37,59.370000000000005,2528.23
30,31,"relu5_3","pool5",503.43,453.57,487.67,-15.77,34.1
31,32,"pool5","flatten_0",453.93,264.83,457.17,3.23,192.33
32,33,"flatten_0","fc6",264.43,8279.,8306.97,8042.53,27.97
33,34,"fc6","relu6",8294.1,181.73,8298.67,4.57,8116.93
34,35,"relu6","drop6",180.9,178.17000000000002,179.07,-1.83,0.9
35,36,"drop6","fc7",177.43,1565.13,1562.,1384.57,-3.13
36,37,"fc7","relu7",1571.43,274.67,1586.23,14.8,1311.57
37,38,"relu7","drop7",211.27,172.47,167.77,-43.5,-4.7
38,39,"drop7","fc8",175.27,395.67,396.6,221.33,0.93
39,40,"fc8","prob",396.07,180.97,413.23,17.17,232.27
