"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
1,2,"conv1_1","relu1_1",15547.,17107.,17430.,1883.,323.
2,3,"relu1_1","conv1_2",17098.,50335.,52271.,35173.,1936.
3,4,"conv1_2","relu1_2",50104.,17100.,51862.,1758.,34762.
4,5,"relu1_2","pool1",17106.,9296.,11376.,-5730.,2080.
5,6,"pool1","conv2_1",9301.,15915.,22645.,13344.,6730.
6,7,"conv2_1","relu2_1",16066.,7256.,17578.,1512.,10322.
7,8,"relu2_1","conv2_2",7239.,26173.,27259.,20020.,1086.
8,9,"conv2_2","relu2_2",28501.,7220.,27125.,-1376.,19905.
9,10,"relu2_2","pool2",7248.,4182.,5049.,-2199.,867.
10,11,"pool2","conv3_1",4160.,8877.,12180.,8020.,3303.
11,12,"conv3_1","relu3_1",9020.,2952.,10546.,1526.,7594.
12,13,"relu3_1","conv3_2",2944.,15309.,16274.,13330.,965.
13,14,"conv3_2","relu3_2",15351.,2984.,16225.,874.,13241.
14,15,"relu3_2","conv3_3",2961.,15722.,15956.,12995.,234.
15,16,"conv3_3","relu3_3",15381.,2946.,15799.,418.,12853.
16,17,"relu3_3","pool3",2868.,1932.,2219.,-649.,287.
17,18,"pool3","conv4_1",1942.,6611.,8775.,6833.,2164.
18,19,"conv4_1","relu4_1",6798.,1426.,7063.,265.,5637.
19,20,"relu4_1","conv4_2",1331.,12350.,12945.,11614.,595.
20,21,"conv4_2","relu4_2",12111.,1384.,12352.,241.,10968.
21,22,"relu4_2","conv4_3",1331.,12601.,12718.,11387.,117.
22,23,"conv4_3","relu4_3",12337.,1394.,12778.,441.,11384.
23,24,"relu4_3","pool4",1313.,1047.,1166.,-147.,119.
24,25,"pool4","conv5_1",1049.,3146.,3694.,2645.,548.
25,26,"conv5_1","relu5_1",3165.,508.,3202.,37.,2694.
26,27,"relu5_1","conv5_2",510.,2921.,2967.,2457.,46.
27,28,"conv5_2","relu5_2",2932.,508.,2987.,55.,2479.
28,29,"relu5_2","conv5_3",507.,2920.,2961.,2454.,41.
29,30,"conv5_3","relu5_3",2925.,511.,2989.,64.,2478.
30,31,"relu5_3","pool5",510.,448.,476.,-34.,28.
31,32,"pool5","flatten_0",445.,260.,447.,2.,187.
32,33,"flatten_0","fc6",260.,8197.,8232.,7972.,35.
33,34,"fc6","relu6",8195.,174.,8216.,21.,8042.
34,35,"relu6","drop6",175.,174.,175.,0.,1.
35,36,"drop6","fc7",170.,1499.,1506.,1336.,7.
36,37,"fc7","relu7",1509.,174.,1517.,8.,1343.
37,38,"relu7","drop7",174.,172.,174.,0.,2.
38,39,"drop7","fc8_101",173.,207.,207.,34.,0.
39,40,"fc8_101","prob",200.,159.,210.,10.,51.
