"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
1,2,"conv1_7x7_s2","conv1_relu_7x7",4618.,5057.,439.
2,3,"conv1_relu_7x7","pool1_3x3_s2_pad",2946.,3966.,1020.
3,4,"pool1_3x3_s2_pad","pool1_3x3_s2",3442.,3382.,-60.
4,5,"pool1_3x3_s2","pool1_norm1",2492.,5871.,3379.
5,6,"pool1_norm1","conv2_3x3_reduce",4037.,4568.,531.
6,7,"conv2_3x3_reduce","conv2_relu_3x3_reduce",940.,1230.,290.
7,8,"conv2_relu_3x3_reduce","conv2_3x3",811.,5247.,4436.
8,9,"conv2_3x3","conv2_relu_3x3",4663.,4796.,133.
9,10,"conv2_relu_3x3","conv2_norm2",2139.,12485.,10346.
10,11,"conv2_norm2","pool2_3x3_s2_pad",12118.,12907.,789.
11,12,"pool2_3x3_s2_pad","pool2_3x3_s2",2586.,2568.,-18.
12,13,"pool2_3x3_s2","inception_3a/1x1",1947.,1906.,-41.
13,14,"inception_3a/1x1","inception_3a/relu_1x1",481.,514.,33.
14,15,"inception_3a/relu_1x1","inception_3a/3x3_reduce",357.,-999,-999
15,16,"inception_3a/3x3_reduce","inception_3a/relu_3x3_reduce",561.,610.,49.
16,17,"inception_3a/relu_3x3_reduce","inception_3a/3x3",436.,1463.,1027.
17,18,"inception_3a/3x3","inception_3a/relu_3x3",1438.,1497.,59.
18,19,"inception_3a/relu_3x3","inception_3a/5x5_reduce",508.,-999,-999
19,20,"inception_3a/5x5_reduce","inception_3a/relu_5x5_reduce",357.,369.,12.
20,21,"inception_3a/relu_5x5_reduce","inception_3a/5x5",222.,599.,377.
21,22,"inception_3a/5x5","inception_3a/relu_5x5",594.,609.,15.
22,23,"inception_3a/relu_5x5","inception_3a/pool",267.,-999,-999
23,24,"inception_3a/pool","inception_3a/pool_proj",1752.,1612.,-140.
24,25,"inception_3a/pool_proj","inception_3a/relu_pool_proj",393.,419.,26.
25,26,"inception_3a/relu_pool_proj","inception_3a/output",265.,-999,-999
26,27,"inception_3a/output","inception_3b/1x1",858.,880.,22.
27,28,"inception_3b/1x1","inception_3b/relu_1x1",772.,933.,161.
28,29,"inception_3b/relu_1x1","inception_3b/3x3_reduce",508.,-999,-999
29,30,"inception_3b/3x3_reduce","inception_3b/relu_3x3_reduce",769.,932.,163.
30,31,"inception_3b/relu_3x3_reduce","inception_3b/3x3",520.,2089.,1569.
31,32,"inception_3b/3x3","inception_3b/relu_3x3",1992.,2186.,194.
32,33,"inception_3b/relu_3x3","inception_3b/5x5_reduce",660.,-999,-999
33,34,"inception_3b/5x5_reduce","inception_3b/relu_5x5_reduce",460.,483.,23.
34,35,"inception_3b/relu_5x5_reduce","inception_3b/5x5",266.,1165.,899.
35,36,"inception_3b/5x5","inception_3b/relu_5x5",1147.,1201.,54.
36,37,"inception_3b/relu_5x5","inception_3b/pool",436.,-999,-999
37,38,"inception_3b/pool","inception_3b/pool_proj",2260.,2117.,-143.
38,39,"inception_3b/pool_proj","inception_3b/relu_pool_proj",545.,570.,25.
39,40,"inception_3b/relu_pool_proj","inception_3b/output",339.,-999,-999
40,41,"inception_3b/output","pool3_3x3_s2_pad",1387.,1882.,495.
41,42,"pool3_3x3_s2_pad","pool3_3x3_s2",1653.,1795.,142.
42,43,"pool3_3x3_s2","inception_4a/1x1",1383.,1459.,76.
43,44,"inception_4a/1x1","inception_4a/relu_1x1",501.,529.,28.
44,45,"inception_4a/relu_1x1","inception_4a/3x3_reduce",297.,-999,-999
45,46,"inception_4a/3x3_reduce","inception_4a/relu_3x3_reduce",386.,396.,10.
46,47,"inception_4a/relu_3x3_reduce","inception_4a/3x3",231.,783.,552.
47,48,"inception_4a/3x3","inception_4a/relu_3x3",754.,794.,40.
48,49,"inception_4a/relu_3x3","inception_4a/5x5_reduce",317.,-999,-999
49,50,"inception_4a/5x5_reduce","inception_4a/relu_5x5_reduce",285.,286.,1.
50,51,"inception_4a/relu_5x5_reduce","inception_4a/5x5",170.,362.,192.
