"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",1,15,14,50,"56","12","56-50-41-43-45-34-36-38-27-29-31-20-22-24-12","Elementwise","Elementwise","Elementwise-Convolution-Elementwise-Convolution-Normalization-Elementwise-Convolution-Normalization-Elementwise-Convolution-Normalization-Elementwise-Convolution-Normalization-Elementwise",67908.,68243.,92713.,"{92713., 68322., 68264., 68199., 68270., 68445., 68289., 68333., 68778., 68910., 68727., 68836., 68520., 68174., 68097., 68150., 67908., 68066., 68111., 68014., 68048., 68424., 68607., 68208., 68017., 68075., 68117., 67972., 67967., 68052., 67969., 67985., 67958., 68153., 68549., 68877., 68854., 68867., 68419., 68377., 68301., 68456., 69159., 68439., 68130., 68033., 67943., 68044., 68225., 68013.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",16,16,0,50,"14","14","14","Convolution","Convolution","Convolution",662.,668.1667,978.,"{978., 728., 702., 666., 663., 663., 666., 667., 695., 664., 667., 668., 667., 665., 710., 668., 664., 664., 665., 686., 663., 681., 667., 663., 667., 684., 662., 664., 665., 718., 664., 683., 666., 664., 664., 666., 672., 686., 667., 663., 663., 666., 663., 719., 676., 664., 666., 665., 688., 671.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",17,17,0,50,"16","16","16","Normalization","Normalization","Normalization",446.,447.36670000000004,471.,"{469., 464., 448., 448., 447., 467., 449., 447., 447., 447., 447., 446., 447., 447., 459., 448., 446., 447., 447., 447., 447., 452., 450., 471., 449., 447., 447., 447., 447., 447., 447., 460., 447., 447., 446., 446., 446., 447., 446., 447., 459., 448., 447., 447., 447., 460., 447., 447., 446., 457.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",18,18,0,50,"4","4","4","Elementwise","Elementwise","Elementwise",44.,44.2,69.,"{69., 48., 45., 45., 45., 44., 44., 45., 45., 44., 44., 44., 45., 45., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 45., 45., 45., 44., 44., 45., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 45., 45., 45., 44.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",19,19,0,50,"6","6","6","Convolution","Convolution","Convolution",519.,526.6333000000001,620.,"{620., 536., 551., 524., 526., 533., 562., 541., 525., 546., 525., 526., 528., 524., 524., 526., 558., 525., 520., 525., 523., 522., 525., 525., 573., 541., 523., 524., 523., 523., 524., 548., 526., 519., 523., 539., 526., 523., 524., 525., 526., 525., 524., 571., 526., 523., 548., 525., 521., 524.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",20,20,0,50,"8","8","8","Normalization","Normalization","Normalization",154.,154.66670000000002,177.,"{177., 158., 155., 155., 154., 155., 154., 155., 154., 172., 156., 163., 155., 154., 155., 155., 155., 155., 155., 154., 154., 154., 154., 154., 154., 155., 155., 155., 155., 155., 155., 154., 154., 154., 171., 156., 154., 154., 155., 154., 155., 154., 154., 155., 155., 155., 155., 154., 154., 155.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",21,21,0,50,"1","1","1","Elementwise","Elementwise","Elementwise",34.,34.1333,58.,"{58., 37., 35., 35., 34., 34., 34., 34., 34., 34., 35., 35., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 54., 36., 34., 34., 34., 34., 35., 35., 35., 34., 34., 35., 35., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 35., 34., 34.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",22,22,0,50,"2","2","2","Convolution","Convolution","Convolution",307.,311.1667,453.,"{453., 336., 316., 312., 312., 310., 310., 312., 312., 311., 312., 333., 311., 311., 310., 311., 311., 311., 308., 310., 311., 310., 312., 328., 311., 311., 311., 311., 310., 311., 339., 324., 311., 308., 313., 326., 311., 310., 311., 311., 323., 310., 310., 311., 311., 310., 310., 325., 312., 307.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",23,23,0,50,"3","3","3","Elementwise","Elementwise","Elementwise",20.,23.133300000000002,65.,"{65., 27., 26., 25., 25., 25., 25., 24., 25., 25., 24., 25., 32., 25., 25., 25., 25., 25., 24., 25., 25., 25., 24., 52., 21., 21., 29., 21., 29., 21., 20., 20., 29., 20., 20., 20., 21., 20., 20., 20., 20., 20., 20., 20., 20., 30., 20., 21., 21., 21.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",24,24,0,50,"5","5","5","Deconvolution","Deconvolution","Deconvolution",874.,1153.6333,1564.,"{1564., 1448., 1428., 1420., 1449., 1425., 1416., 1461., 1413., 1433., 1418., 1418., 1435., 1421., 1427., 1436., 1418., 1418., 1439., 1417., 1417., 1437., 1420., 1385., 874., 923., 933., 907., 936., 910., 948., 910., 926., 912., 901., 902., 921., 914., 908., 904., 900., 962., 912., 907., 907., 922., 913., 904., 916., 918.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",25,25,0,50,"7","7","7","Normalization","Normalization","Normalization",154.,154.5,177.,"{177., 157., 154., 155., 154., 154., 154., 154., 154., 154., 155., 154., 154., 154., 155., 155., 154., 155., 155., 154., 155., 154., 158., 155., 154., 155., 155., 155., 165., 158., 155., 155., 155., 155., 154., 155., 155., 154., 154., 154., 154., 154., 154., 154., 154., 154., 171., 154., 163., 155.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",26,26,0,50,"9","9","9","Dropout","Dropout","Dropout",24.,24.8333,52.,"{52., 29., 26., 25., 25., 24., 24., 25., 25., 40., 25., 24., 24., 25., 24., 25., 25., 25., 25., 25., 24., 25., 25., 24., 25., 25., 24., 24., 25., 25., 24., 24., 25., 25., 24., 25., 25., 25., 24., 24., 24., 25., 25., 25., 25., 25., 25., 25., 25., 25.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",27,27,0,50,"10","10","10","Catenate","Catenate","Catenate",41.,42.2,72.,"{72., 45., 43., 42., 42., 42., 42., 42., 42., 42., 41., 42., 42., 42., 42., 57., 43., 42., 43., 43., 43., 43., 43., 42., 42., 42., 42., 42., 42., 42., 43., 43., 42., 42., 42., 42., 42., 42., 42., 42., 42., 43., 42., 42., 42., 42., 42., 44., 62., 44.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",28,28,0,50,"11","11","11","Elementwise","Elementwise","Elementwise",24.,25.,46.,"{46., 28., 26., 25., 43., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 24., 25., 25., 25.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",29,29,0,50,"13","13","13","Deconvolution","Deconvolution","Deconvolution",5111.,5229.5667,5850.,"{5850., 5254., 5343., 5203., 5236., 5202., 5222., 5190., 5141., 5203., 5183., 5164., 5205., 5248., 5321., 5284., 5161., 5237., 5245., 5266., 5265., 5324., 5368., 5282., 5149., 5237., 5206., 5192., 5227., 5276., 5211., 5192., 5262., 5185., 5186., 5201., 5247., 5227., 5258., 5210., 5234., 5249., 5454., 5439., 5347., 5266., 5184., 5138., 5216., 5111.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",30,30,0,50,"15","15","15","Normalization","Normalization","Normalization",446.,448.66670000000005,477.,"{477., 451., 448., 448., 447., 448., 447., 447., 465., 458., 448., 447., 447., 447., 446., 448., 447., 458., 448., 447., 447., 447., 447., 447., 447., 447., 476., 449., 449., 449., 449., 463., 452., 450., 462., 450., 450., 449., 449., 449., 449., 449., 449., 463., 449., 450., 450., 449., 449., 450.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",31,31,0,50,"17","17","17","Dropout","Dropout","Dropout",25.,25.400000000000002,49.,"{49., 28., 26., 25., 26., 26., 26., 26., 26., 26., 25., 25., 25., 25., 25., 26., 25., 25., 26., 25., 25., 25., 25., 25., 25., 26., 26., 25., 26., 25., 25., 25., 25., 26., 25., 25., 25., 26., 25., 26., 45., 26., 26., 25., 26., 25., 25., 25., 26., 25.}"
"Pix2pix Street-Map-to-Photo Translation","c5.2xlarge",32,32,0,50,"18","18","18","Catenate","Catenate","Catenate",44.,44.566700000000004,62.,"{62., 47., 47., 45., 44., 45., 45., 44., 44., 44., 44., 45., 45., 44., 45., 44., 44., 44., 45., 44., 45., 44., 45., 44., 44., 57., 45., 45., 44., 44., 44., 45., 45., 44., 44., 45., 45., 45., 44., 44., 44., 45., 45., 45., 44., 45., 45., 44., 45., 45.}"
