141,142,"linear1000","softmax","Linear","Softmax",212.,214.0667,253.,42.,42.3333,55.,226.,230.4,286.,14.,16.3333,33.,184.,188.0667,231.,"{253., 222., 216., 215., 215., 214., 213., 214., 213., 215., 213., 213., 213., 212., 215., 214., 228., 216., 213., 213., 213., 215., 213., 215., 213., 213., 212., 214., 213., 246., 228., 226., 227., 226., 243., 214., 213., 214., 214., 215., 213., 213., 215., 213., 214., 213., 213., 214., 216., 214.}","{55., 45., 43., 43., 43., 43., 42., 43., 42., 43., 42., 43., 42., 42., 42., 42., 43., 42., 42., 42., 42., 42., 43., 42., 43., 42., 42., 42., 42., 43., 42., 43., 42., 43., 43., 42., 43., 42., 43., 42., 42., 42., 42., 43., 42., 43., 42., 42., 42., 42.}","{286., 243., 233., 231., 229., 230., 230., 229., 243., 232., 232., 230., 229., 230., 231., 230., 228., 229., 231., 231., 230., 230., 231., 230., 229., 243., 232., 232., 231., 228., 228., 230., 231., 230., 228., 228., 230., 264., 264., 247., 245., 255., 242., 231., 227., 227., 227., 226., 226., 227.}"
33,34,"fc6","relu6","Linear","Elementwise",7986.,8078.8667000000005,8258.,24.,25.,50.,8007.,8074.8667000000005,8261.,21.,-4.,3.,7983.,8049.8667000000005,8211.,"{8258., 8149., 8168., 8167., 8143., 8162., 8094., 8089., 8098., 8104., 8107., 8079., 8065., 8097., 8083., 8105., 8115., 8030., 8090., 8086., 8091., 8083., 8042., 8068., 8071., 8080., 8078., 8016., 8090., 8077., 8096., 8063., 8043., 8051., 8074., 8078., 8088., 8064., 8055., 8062., 8067., 8084., 8049., 8023., 8061., 8059., 8065., 8086., 7986., 8047.}","{50., 28., 27., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 24., 25., 25., 24., 25., 25., 24., 24., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 24., 26., 25., 24., 25., 25., 24., 25., 24., 25., 25., 25., 25., 25., 25., 25., 25., 25.}","{8261., 8191., 8157., 8090., 8137., 8121., 8120., 8107., 8093., 8065., 8093., 8082., 8086., 8116., 8050., 8089., 8097., 8076., 8110., 8017., 8065., 8092., 8069., 8091., 8013., 8069., 8105., 8066., 8068., 8018., 8039., 8082., 8076., 8062., 8040., 8043., 8061., 8085., 8062., 8039., 8013., 8064., 8065., 8075., 8039., 8007., 8065., 8059., 8091., 8058.}"
36,37,"fc7","relu7","Linear","Elementwise",1290.,1321.7,1453.,24.,24.666700000000002,48.,1269.,1301.8333,1471.,-21.,-19.8667,18.,1245.,1277.1667,1423.,"{1453., 1447., 1376., 1363., 1373., 1336., 1334., 1379., 1368., 1316., 1331., 1320., 1310., 1336., 1310., 1359., 1357., 1304., 1316., 1322., 1305., 1299., 1359., 1340., 1299., 1316., 1304., 1300., 1316., 1295., 1340., 1347., 1295., 1293., 1317., 1299., 1297., 1328., 1365., 1294., 1318., 1302., 1297., 1315., 1290., 1339., 1351., 1298., 1295., 1323.}","{48., 28., 26., 25., 25., 25., 25., 25., 24., 24., 25., 25., 24., 25., 25., 24., 25., 25., 24., 25., 25., 24., 25., 25., 24., 25., 24., 24., 25., 24., 25., 25., 24., 24., 25., 24., 25., 25., 24., 24., 25., 24., 25., 25., 24., 25., 24., 24., 25., 24.}","{1471., 1430., 1372., 1398., 1338., 1342., 1312., 1314., 1376., 1294., 1294., 1297., 1308., 1308., 1296., 1351., 1324., 1288., 1304., 1285., 1286., 1297., 1284., 1343., 1339., 1272., 1276., 1306., 1283., 1276., 1332., 1332., 1274., 1308., 1279., 1278., 1305., 1278., 1318., 1448., 1277., 1272., 1296., 1271., 1273., 1290., 1329., 1288., 1282., 1269.}"
39,40,"fc8_101","prob","Linear","Softmax",40.,40.5,97.,24.,25.,43.,41.,42.4333,92.,1.,1.9333,-5.,17.,17.4333,49.,"{97., 48., 42., 41., 41., 41., 41., 41., 41., 40., 40., 40., 41., 40., 40., 41., 40., 41., 41., 40., 40., 41., 40., 40., 40., 41., 40., 40., 41., 40., 62., 40., 41., 40., 54., 42., 40., 40., 41., 40., 41., 41., 40., 40., 40., 40., 41., 41., 40., 40.}","{43., 27., 26., 26., 25., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 24., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25.}","{92., 50., 44., 43., 42., 42., 43., 42., 42., 42., 42., 42., 42., 43., 42., 43., 42., 42., 42., 43., 42., 41., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 51., 74., 50., 48., 48., 48., 48., 48., 48.}"
33,34,"fc6","relu6","Linear","Elementwise",8005.,8089.3333,14962.,34.,35.066700000000004,60.,8045.,8097.400000000001,14990.,40.,8.0667,28.,8011.,8062.3333,14930.,"{14962., 13943., 8240., 8201., 8146., 8104., 8072., 8101., 8098., 8104., 8109., 8038., 8090., 8116., 8160., 8072., 8051., 8066., 8091., 8113., 8100., 8066., 8057., 8094., 8107., 8097., 8087., 8085., 8091., 8149., 8075., 8085., 8010., 8075., 8080., 8107., 8075., 8005., 8068., 8079., 8140., 8117., 8099., 8059., 8087., 8101., 8068., 8053., 8039., 8061.}","{60., 39., 37., 36., 35., 35., 35., 36., 35., 35., 35., 36., 35., 35., 35., 35., 35., 36., 35., 35., 35., 35., 35., 35., 35., 35., 35., 36., 35., 36., 35., 35., 35., 35., 49., 37., 35., 35., 35., 35., 35., 35., 34., 35., 35., 36., 34., 35., 35., 35.}","{14990., 12213., 8201., 8140., 8141., 8129., 8124., 8105., 8052., 8118., 8124., 8110., 8112., 8048., 8107., 8112., 8095., 8099., 8083., 8076., 8100., 8098., 8130., 8089., 8063., 8107., 8092., 8090., 8127., 8050., 8104., 8098., 8096., 8104., 8065., 8093., 8087., 8077., 8100., 8083., 8066., 8083., 8096., 8079., 8081., 8045., 8093., 8086., 8099., 8102.}"
36,37,"fc7","relu7","Linear","Elementwise",1304.,1336.1667,1421.,24.,24.5333,44.,1290.,1322.8,1398.,-14.,-13.3667,-23.,1266.,1298.2667000000001,1354.,"{1394., 1370., 1383., 1421., 1358., 1365., 1344., 1340., 1359., 1334., 1373., 1374., 1332., 1321., 1346., 1321., 1330., 1368., 1345., 1334., 1349., 1327., 1320., 1334., 1315., 1358., 1352., 1318., 1311., 1332., 1314., 1307., 1363., 1339., 1313., 1335., 1313., 1306., 1331., 1304., 1356., 1348., 1312., 1309., 1334., 1306., 1306., 1359., 1344., 1315.}","{44., 28., 26., 25., 25., 24., 24., 25., 25., 25., 24., 26., 24., 25., 25., 24., 25., 25., 24., 24., 24., 25., 25., 24., 24., 25., 24., 24., 25., 24., 25., 25., 24., 25., 24., 25., 24., 25., 24., 25., 25., 24., 25., 24., 24., 24., 25., 24., 24., 24.}","{1384., 1387., 1361., 1343., 1398., 1363., 1330., 1348., 1326., 1320., 1343., 1324., 1375., 1329., 1315., 1317., 1332., 1309., 1311., 1369., 1332., 1309., 1332., 1308., 1306., 1328., 1305., 1365., 1326., 1306., 1311., 1322., 1298., 1296., 1358., 1325., 1298., 1319., 1301., 1299., 1312., 1310., 1339., 1343., 1297., 1307., 1311., 1293., 1290., 1345.}"
39,40,"fc8_101","prob","Linear","Softmax",40.,40.3333,96.,24.,24.8667,40.,42.,42.1667,90.,2.,1.8333000000000002,-6.,18.,17.3,50.,"{96., 47., 42., 42., 41., 41., 41., 40., 40., 41., 40., 40., 40., 40., 40., 40., 41., 40., 41., 40., 40., 41., 40., 41., 40., 40., 41., 40., 53., 41., 40., 41., 40., 40., 40., 40., 40., 40., 40., 40., 40., 40., 61., 40., 40., 47., 41., 41., 40., 40.}","{40., 27., 25., 25., 26., 25., 24., 24., 25., 25., 25., 24., 25., 25., 24., 25., 25., 25., 24., 25., 24., 25., 33., 25., 25., 25., 25., 24., 24., 25., 25., 25., 25., 25., 25., 25., 25., 24., 25., 25., 24., 24., 25., 25., 25., 25., 25., 24., 24., 24.}","{90., 49., 43., 43., 42., 43., 42., 42., 43., 42., 43., 42., 42., 42., 43., 42., 42., 42., 42., 43., 42., 42., 42., 42., 42., 43., 42., 43., 42., 43., 42., 42., 42., 42., 42., 43., 42., 42., 43., 42., 42., 43., 42., 42., 42., 42., 42., 42., 42., 42.}"
47,48,"Reconstruct/1","Reconstruct/2","Linear","Elementwise",27.,27.8333,40.,19.,19.9667,32.,28.,28.2667,42.,1.,0.4333,2.,9.,8.3,10.,"{40., 29., 29., 27., 27., 27., 28., 28., 27., 27., 28., 28., 28., 27., 27., 28., 28., 27., 28., 28., 28., 28., 28., 27., 28., 28., 28., 28., 28., 28., 27., 28., 28., 28., 28., 28., 28., 27., 28., 28., 27., 28., 28., 27., 28., 27., 28., 28., 28., 27.}","{28., 21., 20., 20., 20., 19., 20., 20., 20., 20., 20., 19., 20., 20., 19., 20., 20., 20., 19., 20., 20., 20., 19., 20., 20., 20., 19., 20., 20., 20., 19., 20., 19., 20., 20., 19., 20., 20., 20., 19., 20., 20., 20., 20., 32., 20., 20., 19., 20., 20.}","{42., 30., 28., 28., 28., 28., 28., 28., 28., 28., 28., 29., 28., 29., 28., 28., 28., 29., 28., 28., 29., 28., 29., 28., 29., 28., 29., 28., 29., 28., 28., 29., 28., 29., 28., 29., 28., 29., 28., 29., 28., 29., 41., 29., 28., 28., 28., 28., 28., 28.}"
49,50,"Reconstruct/3","Reconstruct/4","Linear","Elementwise",52.,55.566700000000004,94.,28.,29.,41.,60.,62.9333,104.,8.,7.366700000000001,10.,32.,33.9333,63.,"{94., 59., 54., 82., 60., 59., 59., 59., 59., 59., 58., 59., 59., 59., 59., 59., 59., 59., 60., 58., 58., 65., 53., 68., 57., 53., 53., 52., 53., 53., 53., 52., 52., 52., 53., 53., 53., 55., 53., 52., 53., 53., 53., 52., 53., 53., 53., 52., 54., 53.}","{41., 31., 30., 30., 29., 29., 29., 29., 30., 29., 29., 29., 29., 29., 30., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 30., 29., 29., 29., 29., 29., 30., 33., 30., 28., 28., 28., 29., 29., 29., 29., 28.}","{102., 104., 69., 68., 68., 68., 68., 69., 67., 66., 66., 68., 66., 65., 67., 67., 86., 64., 61., 63., 62., 63., 62., 62., 62., 62., 62., 62., 61., 62., 61., 62., 61., 61., 61., 62., 61., 62., 61., 62., 61., 61., 62., 61., 61., 61., 61., 61., 62., 60.}"
51,52,"Reconstruct/5","Reconstruct/6","Linear","Elementwise",91.,91.9,111.,31.,31.2667,44.,63.,64.6333,143.,-28.,-27.2667,32.,32.,33.3667,99.,"{111., 93., 92., 93., 92., 92., 93., 92., 92., 93., 91., 91., 92., 91., 92., 91., 102., 92., 91., 92., 92., 93., 93., 93., 92., 91., 92., 91., 92., 91., 92., 92., 92., 91., 92., 91., 92., 93., 91., 91., 91., 93., 92., 92., 91., 93., 93., 91., 91., 92.}","{44., 35., 33., 31., 32., 32., 31., 31., 32., 31., 31., 32., 31., 31., 31., 32., 31., 31., 31., 31., 32., 31., 40., 32., 31., 32., 31., 31., 32., 31., 31., 31., 32., 31., 31., 32., 31., 31., 31., 31., 31., 31., 31., 31., 32., 31., 31., 32., 31., 32.}","{142., 104., 103., 103., 143., 86., 69., 67., 66., 65., 64., 65., 66., 66., 65., 64., 64., 65., 64., 64., 64., 65., 63., 64., 65., 64., 64., 65., 65., 65., 65., 64., 64., 64., 65., 63., 64., 64., 65., 64., 64., 65., 64., 64., 64., 66., 64., 65., 63., 65.}"
