32,33,"flatten_0","fc6","Flatten","Linear",35.,35.8667,49.,8016.,8076.3667000000005,8238.,7997.,8066.400000000001,8264.,7962.,8030.5333,8215.,-19.,-9.966700000000001,26.,"{49., 39., 38., 37., 37., 35., 36., 36., 37., 36., 36., 35., 36., 35., 36., 35., 36., 36., 36., 36., 35., 36., 35., 36., 37., 36., 36., 36., 35., 36., 36., 36., 36., 36., 35., 36., 36., 35., 35., 36., 35., 36., 36., 36., 35., 36., 36., 36., 35., 35.}","{8238., 8204., 8177., 8172., 8119., 8115., 8120., 8114., 8106., 8091., 8070., 8082., 8090., 8143., 8097., 8043., 8096., 8104., 8089., 8085., 8032., 8099., 8077., 8074., 8074., 8063., 8062., 8081., 8068., 8067., 8058., 8052., 8083., 8065., 8054., 8061., 8043., 8068., 8062., 8062., 8041., 8032., 8082., 8054., 8053., 8077., 8016., 8070., 8065., 8069.}","{8264., 8206., 8199., 8116., 8151., 8127., 8093., 8125., 8074., 8060., 8129., 8072., 8072., 8052., 8037., 8055., 8089., 8074., 8072., 8005., 8082., 8080., 8068., 8052., 7997., 8068., 8070., 8075., 8096., 8016., 8084., 8061., 8056., 8053., 8040., 8059., 8072., 8048., 8062., 8034., 8022., 8043., 8059., 8052., 8036., 8001., 8061., 8064., 8106., 8053.}"
32,33,"flatten_0","fc6","Flatten","Linear",26.,26.2667,44.,8048.,8112.1333,14991.,7984.,8053.700000000001,15194.,7958.,8027.433300000001,15150.,-64.,-58.4333,203.,"{44., 29., 27., 27., 27., 27., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 27., 26., 26., 27., 27., 26., 26., 27., 26., 26., 26., 27., 26., 27., 26., 26., 27., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 27.}","{14991., 14915., 14757., 14741., 11898., 8203., 8128., 8137., 8119., 8126., 8105., 8055., 8122., 8155., 8133., 8128., 8066., 8052., 8148., 8094., 8110., 8085., 8073., 8105., 8106., 8107., 8104., 8059., 8099., 8099., 8095., 8094., 8049., 8099., 8097., 8104., 8095., 8048., 8069., 8086., 8121., 8099., 8078., 8060., 8090., 8174., 8436., 8732., 8503., 8512.}","{15194., 13496., 8245., 8193., 8141., 8134., 8070., 8108., 8157., 8110., 8055., 8026., 8007., 8064., 8069., 8060., 8023., 8011., 8043., 8052., 8070., 8031., 8047., 8056., 8044., 8037., 8046., 7990., 8031., 8068., 8057., 8063., 7984., 8037., 8059., 8043., 8057., 7984., 8065., 8050., 8059., 8049., 8001., 8056., 8068., 8066., 8055., 8033., 8031., 8052.}"
29,30,"DynamicRouting/2/Net/dots_flatten","DynamicRouting/2/Net/new_b","Flatten","Threading",19.,24.4667,37.,29.,29.0333,42.,"","","","","","","","","","{37., 22., 20., 20., 20., 19., 21., 27., 28., 27., 20., 20., 21., 21., 20., 21., 26., 21., 20., 21., 20., 21., 26., 27., 26., 27., 21., 26., 22., 26., 27., 21., 27., 26., 26., 27., 26., 27., 27., 27., 27., 27., 26., 26., 27., 27., 26., 27., 26., 21.}","{41., 31., 29., 42., 30., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 30., 29., 29., 29., 29., 29., 30., 29., 30., 29., 29., 29., 29., 29., 29., 29., 29., 30., 29., 29., 29., 30., 29., 29., 29., 30., 29., 29., 30., 29., 29., 29., 29.}",""
32,33,"flatten_0","fc6","Flatten","Linear",28.,33.4333,50.,7987.,8070.,8223.,8000.,8066.233300000001,8255.,7972.,8032.8,8205.,13.,-3.7667,32.,"{50., 37., 36., 34., 33., 34., 34., 33., 33., 33., 34., 33., 34., 33., 34., 33., 34., 33., 33., 34., 33., 29., 29., 34., 34., 33., 34., 33., 33., 33., 33., 33., 34., 33., 33., 34., 28., 33., 45., 34., 34., 33., 34., 33., 34., 33., 34., 33., 34., 33.}","{8223., 8150., 8149., 8159., 8132., 8107., 8052., 8110., 8108., 8184., 8091., 8020., 8078., 8090., 8091., 8068., 8048., 8036., 8078., 8068., 8075., 8050., 8034., 8071., 8057., 8062., 8025., 8019., 8050., 8059., 8061., 8030., 7999., 8062., 8061., 8050., 8079., 7987., 8067., 8038., 8057., 8111., 8103., 8142., 8115., 8075., 8068., 8039., 8034., 8075.}","{8255., 8197., 8158., 8097., 8149., 8117., 8137., 8111., 8082., 8056., 8091., 8104., 8060., 8061., 8043., 8060., 8092., 8074., 8067., 8022., 8052., 8054., 8081., 8059., 8016., 8073., 8077., 8063., 8082., 8004., 8092., 8063., 8063., 8080., 8000., 8062., 8037., 8039., 8073., 8013., 8028., 8055., 8059., 8052., 8040., 8011., 8052., 8124., 8069., 8032.}"
145,146,"flatten_0","loss3_classifier_sos","Flatten","Linear",23.,24.,41.,25.,26.,46.,26.,26.0667,51.,3.,2.0667,10.,1.,0.06670000000000001,5.,"{41., 27., 24., 25., 25., 24., 23., 24., 24., 24., 24., 24., 24., 25., 24., 24., 24., 24., 24., 24., 24., 24., 24., 24., 23., 24., 24., 25., 24., 24., 24., 24., 24., 24., 24., 24., 24., 24., 24., 24., 25., 24., 24., 24., 24., 24., 25., 24., 24., 24.}","{46., 29., 27., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26.}","{51., 30., 27., 27., 26., 26., 27., 27., 27., 26., 26., 26., 26., 26., 26., 27., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26.}"
145,146,"flatten_0","loss3_classifier","Flatten","Linear",28.,28.400000000000002,43.,108.,110.1333,135.,110.,111.9,163.,82.,83.5,120.,2.,1.7667000000000002,28.,"{40., 31., 29., 29., 29., 28., 28., 28., 29., 28., 28., 29., 28., 28., 29., 28., 28., 29., 28., 28., 29., 29., 28., 29., 28., 43., 29., 28., 28., 29., 28., 29., 28., 28., 29., 28., 28., 28., 29., 28., 28., 28., 28., 29., 29., 28., 29., 28., 29., 28.}","{122., 110., 110., 134., 117., 114., 115., 116., 114., 116., 115., 117., 135., 110., 120., 110., 109., 109., 109., 108., 109., 109., 110., 109., 109., 108., 109., 110., 110., 109., 109., 108., 110., 110., 111., 112., 109., 111., 108., 111., 110., 111., 109., 109., 109., 110., 110., 109., 110., 109.}","{163., 123., 120., 118., 138., 113., 111., 113., 113., 112., 113., 112., 113., 113., 113., 113., 112., 111., 112., 112., 113., 112., 111., 130., 110., 116., 117., 111., 110., 111., 110., 111., 110., 112., 111., 111., 111., 111., 111., 111., 110., 112., 113., 111., 111., 112., 112., 110., 111., 112.}"
145,146,"flatten_0","loss3_classifier","Flatten","Linear",25.,26.,43.,41.,43.2333,72.,43.,43.2,87.,18.,17.2,44.,2.,-0.0333,15.,"{43., 29., 27., 27., 26., 26., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26., 25., 31., 26., 26., 25., 25., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 25., 25., 25., 26., 26., 26., 25., 25.}","{72., 69., 49., 48., 48., 48., 48., 48., 47., 47., 47., 47., 48., 47., 47., 54., 41., 42., 42., 42., 56., 43., 42., 42., 41., 42., 42., 42., 42., 42., 41., 42., 42., 42., 41., 41., 41., 41., 42., 42., 42., 43., 41., 42., 42., 42., 41., 41., 42., 41.}","{87., 50., 45., 45., 44., 44., 44., 43., 43., 43., 44., 43., 44., 44., 43., 43., 43., 43., 43., 43., 44., 45., 43., 43., 43., 43., 43., 43., 43., 44., 43., 43., 43., 43., 43., 43., 44., 43., 43., 43., 43., 43., 43., 43., 45., 43., 43., 43., 44., 43.}"
308,309,"flatten","fc1","Flatten","Linear",24.,24.3,40.,125.,126.4667,168.,128.,129.4667,226.,104.,105.1667,186.,3.,3.,58.,"{40., 27., 25., 26., 25., 24., 24., 25., 24., 25., 24., 24., 24., 24., 25., 24., 25., 24., 24., 25., 24., 24., 24., 25., 24., 25., 24., 24., 25., 24., 25., 24., 24., 25., 24., 24., 25., 24., 24., 25., 24., 24., 25., 24., 24., 24., 24., 24., 25., 24.}","{168., 137., 128., 128., 125., 127., 126., 127., 126., 126., 126., 126., 126., 127., 126., 139., 127., 126., 126., 126., 126., 127., 127., 126., 131., 127., 127., 127., 126., 127., 126., 127., 125., 126., 126., 127., 126., 127., 127., 127., 126., 126., 127., 126., 126., 127., 135., 126., 125., 126.}","{226., 166., 151., 130., 141., 132., 130., 129., 129., 129., 129., 128., 130., 129., 130., 129., 129., 130., 129., 129., 130., 129., 130., 129., 129., 129., 130., 129., 131., 129., 129., 129., 130., 130., 139., 129., 130., 130., 128., 130., 129., 129., 129., 129., 129., 130., 128., 130., 130., 130.}"
7,8,7,8,"Flatten","Linear",19.,19.8333,37.,43.,43.9333,93.,44.,45.2333,102.,25.,25.400000000000002,65.,1.,1.3,9.,"{37., 22., 20., 21., 19., 20., 20., 19., 19., 20., 28., 20., 20., 24., 19., 20., 20., 20., 19., 20., 19., 20., 20., 19., 20., 20., 19., 20., 20., 20., 19., 20., 20., 19., 20., 20., 19., 20., 19., 20., 20., 20., 19., 20., 20., 19., 20., 20., 20., 19.}","{93., 55., 48., 46., 46., 47., 46., 46., 46., 46., 47., 46., 47., 47., 46., 62., 43., 44., 43., 43., 43., 43., 43., 44., 43., 43., 44., 43., 43., 43., 43., 43., 43., 43., 44., 43., 44., 43., 44., 43., 43., 44., 43., 43., 43., 44., 43., 44., 44., 43.}","{102., 54., 48., 46., 46., 45., 45., 46., 61., 46., 46., 45., 46., 45., 46., 45., 46., 45., 45., 46., 45., 45., 46., 45., 45., 45., 45., 45., 45., 45., 45., 45., 45., 44., 45., 45., 45., 46., 51., 45., 46., 44., 45., 44., 45., 45., 45., 44., 45., 45.}"
345,346,"flatten_0","fc1000","Flatten","Linear",23.,24.,41.,126.,126.9,178.,126.,130.0667,203.,103.,106.06670000000001,162.,0.,3.1667,25.,"{41., 27., 25., 24., 24., 25., 24., 24., 24., 24., 24., 24., 24., 25., 24., 24., 25., 24., 24., 24., 24., 25., 24., 24., 24., 24., 24., 24., 24., 25., 24., 24., 24., 24., 34., 24., 24., 24., 24., 24., 24., 24., 24., 24., 23., 24., 24., 24., 24., 24.}","{178., 138., 128., 127., 127., 127., 127., 128., 127., 128., 127., 127., 127., 127., 127., 127., 127., 128., 127., 127., 127., 127., 127., 126., 127., 127., 126., 128., 138., 126., 126., 127., 126., 127., 128., 126., 127., 131., 126., 127., 126., 126., 127., 126., 126., 126., 126., 127., 126., 155.}","{203., 159., 139., 133., 131., 130., 132., 131., 129., 131., 132., 131., 131., 131., 130., 131., 130., 131., 143., 129., 127., 129., 127., 128., 127., 129., 127., 127., 128., 127., 128., 129., 126., 127., 136., 131., 131., 130., 130., 129., 129., 131., 130., 131., 130., 130., 130., 132., 141., 129.}"
