"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",1,7,6,50,"1","7","1-2-3-4-5-6-7","Elementwise","Convolution","Elementwise-Padding-Convolution-Normalization-Elementwise-Padding-Convolution",150052.,150634.80000000002,174983.,"{174983., 150052., 150362., 152357., 150324., 150320., 150523., 151253., 153170., 151013., 150901., 150432., 151407., 150419., 150407., 150362., 150327., 150294., 151089., 150315., 150361., 150542., 150374., 150485., 150509., 150237., 150806., 152628., 150464., 150415., 150294., 150553., 151698., 150989., 150922., 150621., 150666., 150828., 150896., 150456., 151458., 150689., 150584., 150503., 150581., 150425., 150833., 151265., 151724., 150757.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",8,14,6,50,"8","14/1/1","8-9-10-11-12-13-14/1/1","Normalization","Padding","Normalization-Elementwise-Padding-Convolution-Normalization-Elementwise-Padding",92202.,92508.5,147227.,"{147227., 92216., 92453., 92490., 92488., 92337., 92224., 92328., 94141., 92894., 92890., 92733., 92622., 92467., 92770., 92621., 92825., 92436., 92522., 92386., 92400., 92417., 92656., 92405., 92347., 94374., 92594., 92324., 92644., 92438., 92250., 92431., 92469., 92903., 92808., 92261., 92325., 92202., 92291., 92529., 92456., 92473., 92845., 92604., 92506., 92430., 92740., 92621., 92537., 92340.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",15,15,0,50,"14/1/2","14/1/2","14/1/2","Convolution","Convolution","Convolution",23990.,26214.1667,39330.,"{39330., 26352., 26516., 26089., 26416., 26129., 26334., 26494., 26492., 25949., 26328., 25876., 25838., 25988., 25853., 25740., 25782., 25776., 26531., 26922., 25957., 26098., 26401., 26399., 26409., 26535., 26197., 26240., 26410., 26511., 26663., 26124., 24445., 24124., 24508., 24764., 24315., 24318., 23990., 24009., 26740., 26705., 25947., 26611., 26335., 26511., 26440., 26440., 26350., 26247.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",16,16,0,50,"14/1/3","14/1/3","14/1/3","Normalization","Normalization","Normalization",27308.,27406.866700000002,48706.,"{48652., 48632., 48706., 42530., 27410., 27356., 27603., 27414., 27324., 27376., 27353., 27395., 27414., 27483., 27492., 27425., 27422., 27442., 27484., 27443., 27394., 27349., 27452., 27357., 27376., 27405., 27409., 27426., 27426., 27390., 27427., 27423., 27428., 27388., 27406., 27438., 27443., 27385., 27393., 27386., 27346., 27313., 27357., 27335., 27312., 27500., 27461., 27336., 27308., 27312.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",17,17,0,50,"14/1/4","14/1/4","14/1/4","Elementwise","Elementwise","Elementwise",225.,227.8333,277.,"{277., 230., 228., 228., 227., 232., 232., 228., 228., 226., 231., 229., 225., 226., 226., 225., 226., 225., 225., 226., 231., 225., 244., 230., 227., 227., 255., 233., 228., 227., 227., 227., 227., 227., 227., 228., 226., 227., 227., 226., 227., 237., 227., 251., 232., 227., 227., 232., 231., 228.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",18,18,0,50,"14/1/5","14/1/5","14/1/5","Padding","Padding","Padding",833.,850.7333,945.,"{878., 854., 851., 848., 851., 862., 852., 846., 847., 863., 854., 854., 853., 849., 867., 853., 836., 850., 848., 886., 838., 848., 849., 870., 837., 833., 847., 851., 889., 852., 849., 848., 848., 862., 842., 853., 848., 880., 843., 852., 850., 849., 857., 837., 849., 848., 855., 945., 851., 848.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",19,19,0,50,"14/1/6","14/1/6","14/1/6","Convolution","Convolution","Convolution",25831.,27955.033300000003,31255.,"{31255., 27919., 27915., 27991., 25934., 26034., 26239., 25976., 25835., 25831., 25992., 27976., 27889., 27978., 27762., 27895., 27878., 28035., 28335., 27875., 28068., 27751., 27892., 27871., 28202., 28556., 28056., 27885., 27926., 28506., 27969., 27922., 27993., 28020., 28056., 28529., 28204., 28053., 28042., 27954., 27920., 27974., 28173., 28272., 28050., 27998., 27856., 27927., 27776., 27936.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",20,20,0,50,"14/1/7","14/1/7","14/1/7","Normalization","Normalization","Normalization",27300.,27344.033300000003,48729.,"{48532., 48580., 48729., 42597., 27313., 27306., 27353., 27316., 27322., 27333., 27331., 27326., 27313., 27330., 27316., 27404., 27318., 27320., 27319., 27321., 27315., 27353., 27315., 27307., 27300., 27327., 27393., 27314., 27324., 27337., 27359., 27310., 27359., 27345., 27364., 27340., 27362., 27349., 27365., 27434., 27359., 27348., 27367., 27404., 27389., 27359., 27376., 27366., 27387., 27373.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",21,27,6,50,"14/2","15/1/6","14/2-15/1/1-15/1/2-15/1/3-15/1/4-15/1/5-15/1/6","Total","Convolution","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution",56745.,56963.5,82477.,"{82477., 57417., 56908., 56886., 57094., 56929., 56819., 57001., 56953., 56882., 57029., 57019., 56883., 57159., 57059., 57364., 56983., 56890., 57005., 57113., 56829., 57085., 57190., 56903., 56920., 56884., 56745., 57274., 56872., 57107., 56966., 56936., 56900., 56889., 56876., 57078., 56979., 56923., 57028., 56943., 57068., 56886., 56814., 56832., 56803., 56839., 57066., 56823., 57054., 57055.}"
"CycleGAN Photo-to-Van Gogh Translation","c4.xlarge",28,28,0,50,"15/1/7","15/1/7","15/1/7","Normalization","Normalization","Normalization",27447.,27477.7333,27634.,"{27595., 27531., 27634., 27557., 27500., 27502., 27499., 27496., 27471., 27458., 27456., 27471., 27473., 27576., 27461., 27475., 27466., 27451., 27496., 27457., 27476., 27497., 27472., 27482., 27464., 27460., 27503., 27470., 27485., 27454., 27466., 27482., 27494., 27473., 27493., 27466., 27463., 27489., 27490., 27480., 27454., 27467., 27506., 27454., 27477., 27496., 27474., 27467., 27447., 27459.}"
