"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"CapsNet Trained on MNIST Data","c4.2xlarge",1,1,0,50,"ReLUConv1/1","ReLUConv1/1","ReLUConv1/1","Convolution","Convolution","Convolution",320.,326.43330000000003,3575.,"{3575., 345., 329., 324., 349., 328., 325., 322., 343., 330., 324., 322., 321., 325., 321., 324., 324., 324., 320., 323., 360., 334., 325., 330., 326., 324., 327., 345., 329., 330., 329., 349., 328., 324., 327., 325., 324., 323., 323., 322., 322., 322., 321., 352., 333., 328., 331., 328., 327., 328.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",2,2,0,50,"ReLUConv1/2","ReLUConv1/2","ReLUConv1/2","Elementwise","Elementwise","Elementwise",107.,108.36670000000001,469.,"{469., 120., 110., 109., 109., 108., 108., 109., 120., 112., 109., 108., 108., 108., 109., 108., 109., 108., 108., 108., 109., 107., 108., 108., 108., 109., 108., 109., 109., 107., 108., 109., 107., 110., 112., 108., 109., 108., 108., 109., 108., 108., 108., 109., 108., 107., 108., 108., 108., 108.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",3,3,0,50,"PrimaryCaps/1","PrimaryCaps/1","PrimaryCaps/1","Convolution","Convolution","Convolution",3122.,3176.2000000000003,8349.,"{8349., 6099., 6109., 6061., 3413., 3207., 3183., 3210., 3128., 3163., 3202., 3182., 3166., 3138., 3173., 3183., 3175., 3153., 3129., 3191., 3162., 3150., 3150., 3189., 3203., 3165., 3206., 3195., 3146., 3212., 3189., 3147., 3173., 3163., 3217., 3194., 3201., 3145., 3122., 3219., 3155., 3156., 3160., 3145., 3201., 3161., 3150., 3155., 3169., 3168.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",4,4,0,50,"PrimaryCaps/2","PrimaryCaps/2","PrimaryCaps/2","Transpose","Transpose","Transpose",143.,144.0667,189.,"{189., 150., 147., 146., 145., 145., 146., 144., 144., 144., 145., 144., 144., 144., 144., 144., 144., 143., 143., 144., 156., 149., 145., 144., 144., 144., 144., 144., 143., 144., 144., 144., 143., 143., 144., 143., 143., 144., 144., 143., 144., 144., 144., 143., 143., 143., 157., 148., 144., 144.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",5,5,0,50,"PrimaryCaps/3","PrimaryCaps/3","PrimaryCaps/3","Reshape","Reshape","Reshape",57.,57.666700000000006,99.,"{99., 63., 59., 59., 58., 57., 58., 57., 58., 58., 58., 58., 58., 58., 61., 58., 58., 58., 57., 58., 57., 57., 57., 58., 57., 57., 57., 58., 58., 58., 58., 58., 58., 57., 57., 58., 58., 57., 58., 57., 58., 57., 57., 58., 57., 57., 57., 57., 57., 73.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",6,6,0,50,"PrimaryCaps/4/1","PrimaryCaps/4/1","PrimaryCaps/4/1","Elementwise","Elementwise","Elementwise",57.,58.1,90.,"{90., 64., 60., 60., 65., 61., 58., 58., 58., 57., 57., 58., 58., 58., 58., 58., 58., 59., 58., 59., 58., 57., 65., 60., 58., 59., 58., 58., 58., 59., 59., 58., 58., 58., 58., 58., 58., 57., 58., 58., 57., 58., 58., 58., 58., 58., 58., 58., 58., 58.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",7,7,0,50,"PrimaryCaps/4/2","PrimaryCaps/4/2","PrimaryCaps/4/2","Aggregation","Aggregation","Aggregation",249.,250.4,302.,"{302., 257., 252., 281., 255., 251., 250., 251., 251., 250., 250., 251., 250., 250., 253., 251., 250., 250., 264., 253., 251., 250., 250., 250., 251., 250., 249., 250., 250., 250., 251., 251., 250., 250., 266., 255., 250., 250., 250., 251., 250., 250., 250., 250., 250., 249., 249., 250., 249., 278.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",8,8,0,50,"PrimaryCaps/4/3","PrimaryCaps/4/3","PrimaryCaps/4/3","Elementwise","Elementwise","Elementwise",76.,77.0667,154.,"{154., 86., 81., 79., 78., 78., 78., 77., 77., 77., 77., 77., 77., 77., 77., 77., 77., 77., 76., 77., 78., 77., 76., 77., 77., 77., 77., 77., 77., 77., 76., 76., 76., 76., 77., 79., 77., 77., 78., 76., 77., 77., 77., 103., 80., 77., 77., 77., 76., 77.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",9,9,0,50,"PrimaryCaps/4/4","PrimaryCaps/4/4","PrimaryCaps/4/4","Replicate","Replicate","Replicate",341.,341.8,402.,"{402., 349., 345., 343., 343., 342., 341., 341., 342., 342., 370., 345., 342., 342., 342., 341., 341., 341., 342., 342., 342., 342., 348., 343., 343., 342., 342., 341., 341., 341., 341., 341., 341., 368., 345., 343., 342., 341., 341., 341., 341., 341., 341., 341., 366., 345., 342., 341., 341., 341.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",10,10,0,50,"PrimaryCaps/4/5","PrimaryCaps/4/5","PrimaryCaps/4/5","Threading","Threading","Threading",59.,60.6,79.,"{78., 65., 63., 61., 61., 61., 61., 61., 61., 60., 61., 61., 60., 61., 61., 61., 60., 60., 61., 61., 60., 61., 60., 59., 60., 61., 60., 60., 61., 60., 79., 65., 61., 61., 62., 61., 60., 61., 60., 61., 60., 60., 60., 60., 60., 60., 62., 60., 60., 60.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",11,11,0,50,"PrimaryPredVects/2","PrimaryPredVects/2","PrimaryPredVects/2","ConstantArray","ConstantArray","ConstantArray",17516.,17580.1333,22373.,"{22373., 17618., 17621., 17639., 17617., 17579., 17601., 17541., 17584., 17542., 17601., 17558., 17554., 17605., 17571., 17660., 17569., 17531., 17571., 17585., 17516., 17566., 17568., 17571., 17534., 17551., 17574., 17550., 17559., 17567., 17556., 17582., 17566., 17533., 17534., 17545., 17581., 17520., 17583., 17561., 17567., 17646., 17643., 17644., 17646., 17636., 17682., 17602., 17622., 17616.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",12,12,0,50,"PrimaryPredVects/1","PrimaryPredVects/1","PrimaryPredVects/1","Replicate","Replicate","Replicate",52048.,52108.366700000006,52255.,"{52255., 52151., 52073., 52157., 52165., 52063., 52140., 52068., 52145., 52099., 52181., 52110., 52072., 52055., 52115., 52145., 52096., 52093., 52161., 52115., 52097., 52184., 52081., 52061., 52083., 52100., 52186., 52115., 52075., 52100., 52072., 52071., 52127., 52069., 52106., 52162., 52116., 52097., 52138., 52152., 52113., 52112., 52076., 52150., 52163., 52129., 52078., 52073., 52076., 52048.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",13,13,0,50,"PrimaryPredVects/3","PrimaryPredVects/3","PrimaryPredVects/3","Threading","Threading","Threading",963.,976.2667,1315.,"{1315., 1016., 981., 1016., 978., 971., 968., 987., 973., 973., 968., 1000., 974., 967., 970., 994., 974., 970., 970., 995., 973., 977., 980., 998., 974., 970., 972., 993., 970., 972., 974., 999., 975., 973., 967., 998., 968., 963., 964., 995., 984., 981., 975., 996., 971., 965., 964., 986., 972., 971.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",14,14,0,50,"PrimaryPredVects/4","PrimaryPredVects/4","PrimaryPredVects/4","Aggregation","Aggregation","Aggregation",30898.,30920.9333,31190.,"{30970., 30913., 30910., 30900., 30941., 30913., 30912., 30898., 30929., 31190., 30944., 30903., 30909., 30920., 30919., 30922., 30910., 30910., 30902., 30908., 30969., 30920., 30915., 30926., 30915., 30913., 30920., 30934., 30918., 30924., 30917., 30924., 30914., 30902., 30908., 30914., 30935., 30925., 30927., 30939., 30958., 30918., 30924., 30933., 30946., 30908., 30925., 30971., 30949., 31052.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",15,15,0,50,"DynamicRouting/1","DynamicRouting/1","DynamicRouting/1","Replicate","Replicate","Replicate",11213.,11227.6,11299.,"{11299., 11250., 11239., 11232., 11246., 11239., 11243., 11290., 11226., 11244., 11238., 11246., 11235., 11229., 11254., 11244., 11241., 11251., 11225., 11220., 11254., 11225., 11222., 11222., 11215., 11223., 11223., 11225., 11224., 11215., 11223., 11222., 11223., 11220., 11215., 11222., 11223., 11222., 11222., 11221., 11213., 11222., 11226., 11223., 11221., 11216., 11221., 11222., 11223., 11254.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",16,16,0,50,"DynamicRouting/2/Net/capsule/c/1","DynamicRouting/2/Net/capsule/c/1","DynamicRouting/2/Net/capsule/c/1","Reshape","Reshape","Reshape",60.,61.2667,85.,"{85., 67., 62., 61., 61., 61., 61., 61., 61., 62., 62., 62., 61., 61., 61., 61., 61., 62., 63., 60., 61., 60., 62., 63., 61., 62., 61., 61., 64., 62., 61., 61., 61., 61., 62., 62., 62., 60., 62., 61., 61., 62., 61., 61., 61., 61., 60., 60., 61., 61.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",17,17,0,50,"DynamicRouting/2/Net/capsule/c/2","DynamicRouting/2/Net/capsule/c/2","DynamicRouting/2/Net/capsule/c/2","Softmax","Softmax","Softmax",291.,292.9667,447.,"{343., 313., 310., 309., 309., 307., 447., 335., 300., 295., 293., 292., 292., 291., 292., 291., 291., 292., 320., 296., 292., 291., 291., 292., 291., 295., 294., 294., 292., 292., 291., 318., 294., 292., 292., 291., 291., 292., 291., 292., 291., 291., 291., 291., 294., 301., 292., 291., 291., 291.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",18,18,0,50,"DynamicRouting/2/Net/capsule/s/1","DynamicRouting/2/Net/capsule/s/1","DynamicRouting/2/Net/capsule/s/1","Replicate","Replicate","Replicate",5713.,5721.1,5742.,"{5735., 5742., 5718., 5725., 5722., 5727., 5719., 5717., 5727., 5716., 5724., 5715., 5724., 5721., 5726., 5717., 5714., 5727., 5713., 5737., 5723., 5724., 5718., 5715., 5724., 5716., 5724., 5720., 5724., 5717., 5717., 5725., 5716., 5723., 5721., 5733., 5715., 5725., 5721., 5716., 5723., 5718., 5723., 5719., 5723., 5718., 5715., 5723., 5719., 5724.}"
"CapsNet Trained on MNIST Data","c4.2xlarge",19,19,0,50,"DynamicRouting/2/Net/capsule/s/2","DynamicRouting/2/Net/capsule/s/2","DynamicRouting/2/Net/capsule/s/2","Threading","Threading","Threading",123.,123.36670000000001,147.,"{147., 127., 125., 124., 124., 123., 123., 123., 124., 124., 123., 124., 123., 123., 123., 123., 123., 125., 123., 124., 123., 124., 123., 123., 123., 123., 127., 126., 124., 124., 123., 124., 123., 123., 124., 123., 123., 123., 123., 124., 123., 123., 125., 123., 124., 123., 123., 123., 123., 124.}"
