"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",1,1,0,50,"1","1","1","Elementwise","Elementwise","Elementwise",154.,155.70000000000002,759.,"{759., 174., 159., 155., 156., 154., 154., 155., 155., 154., 154., 154., 154., 154., 155., 155., 154., 155., 154., 154., 154., 194., 183., 158., 155., 155., 155., 170., 158., 155., 170., 157., 155., 156., 155., 155., 155., 155., 155., 155., 155., 166., 159., 157., 156., 192., 158., 158., 156., 157.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",2,2,0,50,"2","2","2","Padding","Padding","Padding",259.,260.6667,749.,"{749., 272., 261., 260., 269., 261., 259., 259., 260., 260., 259., 283., 260., 283., 260., 259., 260., 261., 259., 260., 259., 260., 259., 259., 260., 260., 259., 260., 280., 261., 261., 261., 262., 261., 261., 261., 261., 264., 263., 261., 261., 271., 261., 278., 260., 260., 260., 260., 273., 262.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",3,3,0,50,"3","3","3","Convolution","Convolution","Convolution",14127.,14263.7,36217.,"{36217., 14334., 14439., 14542., 14291., 14282., 14287., 14280., 14227., 14232., 14173., 14166., 14252., 14323., 14326., 14299., 14426., 14355., 14345., 14180., 14200., 14173., 14217., 14370., 14179., 14297., 14127., 14250., 14236., 14150., 14150., 14226., 14351., 14298., 14245., 14175., 14199., 14227., 18415., 14505., 14176., 14313., 14167., 14328., 14354., 14201., 14129., 14315., 14271., 14251.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",4,4,0,50,"4","4","4","Normalization","Normalization","Normalization",103907.,104079.53330000001,104378.,"{104254., 104378., 104085., 104114., 104189., 104114., 104014., 104108., 104016., 103937., 103992., 104101., 104035., 104063., 104076., 104206., 104111., 103998., 104110., 104108., 104293., 104051., 104047., 104115., 104129., 104137., 104088., 103997., 103992., 104220., 104224., 104113., 104005., 104131., 104154., 104220., 104050., 103965., 104089., 104068., 104021., 103907., 104030., 104040., 104038., 104175., 104015., 104125., 104027., 104046.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",5,5,0,50,"5","5","5","Elementwise","Elementwise","Elementwise",816.,836.4667000000001,1370.,"{1370., 1286., 1120., 897., 889., 890., 836., 824., 840., 863., 838., 830., 822., 859., 835., 831., 848., 840., 857., 833., 842., 819., 823., 871., 839., 831., 828., 824., 850., 825., 824., 832., 861., 819., 826., 820., 840., 850., 816., 823., 831., 827., 853., 830., 839., 826., 818., 852., 829., 832.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",6,6,0,50,"6","6","6","Convolution","Convolution","Convolution",7859.,7999.233300000001,17356.,"{17356., 8335., 8261., 8431., 8075., 8138., 8007., 7983., 8165., 7888., 7929., 8061., 8200., 8161., 8058., 7988., 7963., 8002., 8078., 7993., 7980., 7963., 7929., 8069., 7859., 7938., 7929., 8039., 8064., 7884., 7935., 7868., 8014., 7908., 7933., 8055., 8103., 8043., 8054., 7946., 7921., 7962., 8036., 8024., 7950., 7871., 7952., 8032., 7928., 7927.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",7,7,0,50,"7","7","7","Normalization","Normalization","Normalization",51962.,52093.8,52344.,"{52344., 52292., 52291., 52177., 52092., 52084., 52156., 52077., 52110., 52143., 52059., 52082., 52109., 52012., 52044., 52159., 51986., 52054., 52101., 52046., 52071., 52109., 52074., 52144., 52000., 52115., 52090., 52154., 52091., 52137., 52119., 51962., 51994., 52139., 52089., 52159., 52087., 52046., 52081., 52088., 52084., 52091., 52100., 52045., 52090., 52075., 52099., 52117., 52100., 52048.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",8,8,0,50,"8","8","8","Elementwise","Elementwise","Elementwise",389.,392.5,588.,"{588., 543., 435., 396., 389., 390., 391., 391., 402., 392., 414., 393., 392., 391., 401., 391., 392., 392., 392., 392., 411., 393., 392., 392., 391., 391., 392., 394., 394., 392., 407., 394., 392., 393., 394., 392., 391., 391., 392., 401., 410., 391., 392., 391., 392., 392., 391., 393., 394., 392.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",9,9,0,50,"9","9","9","Convolution","Convolution","Convolution",4256.,4386.400000000001,9343.,"{9343., 4878., 4677., 4585., 4477., 4626., 4408., 4535., 4432., 4446., 4536., 4444., 4422., 4354., 4427., 4371., 4492., 4343., 4397., 4372., 4388., 4366., 4340., 4447., 4361., 4421., 4392., 4443., 4410., 4498., 4465., 4353., 4428., 4348., 4329., 4314., 4334., 4295., 4256., 4381., 4282., 4342., 4288., 4279., 4278., 4263., 4314., 4274., 4291., 4305.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",10,10,0,50,"10","10","10","Normalization","Normalization","Normalization",25963.,26074.866700000002,26157.,"{26157., 26137., 26153., 26152., 26100., 26153., 26046., 26026., 26046., 26092., 26067., 26109., 26049., 26104., 26104., 26004., 26061., 26125., 26086., 26047., 26044., 26069., 26110., 26092., 26077., 26093., 26009., 25991., 26047., 26068., 26033., 25963., 26017., 26090., 26108., 26097., 26096., 26103., 26044., 26095., 26042., 26055., 26115., 25982., 26069., 26036., 26045., 26106., 26097., 26057.}"
"CycleGAN Monet-to-Photo Translation","c5.xlarge",11,11,0,50,"11","11","11","Elementwise","Elementwise","Elementwise",203.,204.4667,274.,"{274., 222., 207., 205., 205., 205., 205., 205., 205., 205., 205., 205., 205., 204., 204., 235., 205., 236., 204., 205., 204., 204., 204., 203., 203., 218., 207., 204., 204., 204., 204., 203., 204., 204., 204., 204., 225., 205., 205., 204., 204., 204., 204., 203., 204., 204., 217., 206., 204., 204.}"
