17,"Threading","2b1/_plus2b1",21096.,6553600,0,0,0,0,128,160,160,128,160,160,"Plus","","","","","","",40436.,40491.,0.
24,"Threading","2b2/_plus2b2",21131.,6553600,0,0,0,0,128,160,160,128,160,160,"Plus","","","","","","",40432.,40470.,0.
10,"Threading","2a/_plus2a",21164.,6553600,0,0,0,0,128,160,160,128,160,160,"Plus","","","","","","",40443.,40483.,0.
47,"Threading","3b2/_plus3b2",9433.,3276800,0,0,0,0,256,80,80,256,80,80,"Plus","","","","","","",19778.,19734.,0.
33,"Threading","3a/_plus3a",9441.,3276800,0,0,0,0,256,80,80,256,80,80,"Plus","","","","","","",19859.,19748.,0.
40,"Threading","3b1/_plus3b1",9444.,3276800,0,0,0,0,256,80,80,256,80,80,"Plus","","","","","","",19780.,19741.,0.
56,"Threading","4a/_plus4a",4041.,1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9515.,9526.,0.
77,"Threading","4b3/_plus4b3",4059.,1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9503.,9510.,0.
91,"Threading","4b5/_plus4b5",4059.,1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9518.,9525.,0.
63,"Threading","4b1/_plus4b1",4067.,1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9505.,9524.,0.
70,"Threading","4b2/_plus4b2",4073.,1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9507.,9523.,0.
84,"Threading","4b4/_plus4b4",4090.,1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9523.,9509.,0.
107,"Threading","5b1/_plus5b1",1736.,819200,0,0,0,0,1024,20,20,1024,20,20,"Plus","","","","","","",4759.,4770.,0.
114,"Threading","5b2/_plus5b2",1773.,819200,0,0,0,0,1024,20,20,1024,20,20,"Plus","","","","","","",4761.,4763.,0.
100,"Threading","5a/_plus5a",1779.,819200,0,0,0,0,1024,20,20,1024,20,20,"Plus","","","","","","",4770.,4763.,0.
126,"Threading","6a/_plus6a",943.,409600,0,0,0,0,2048,10,10,2048,10,10,"Plus","","","","","","",2421.,2415.,0.
137,"Threading","7a/_plus7a",1717.,819200,0,0,0,0,4096,10,10,4096,10,10,"Plus","","","","","","",4761.,4765.,0.
41,"Threading","DigitCaps/v/5",181.,0,0,0,0,320,10,16,"",10,16,"","Times","","","","","","",67.,68.,1.7679558011049723
25,"Threading","DynamicRouting/2/Net/capsule/v/5",189.,0,0,0,0,320,10,16,"",10,16,"","Times","","","","","","",76.,76.,1.693121693121693
10,"Threading","PrimaryCaps/4/5",224.,0,0,0,0,18432,1152,8,"",1152,8,"","Times","","","","","","",188.,188.,82.28571428571428
35,"Threading","DigitCaps/s/2",900.,0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2191.,2191.,409.6
19,"Threading","DynamicRouting/2/Net/capsule/s/2",904.,0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2231.,2231.,407.78761061946904
27,"Threading","DynamicRouting/2/Net/dots/2",910.,0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2229.,2231.,405.0989010989011
13,"Threading","PrimaryPredVects/3",8559.,0,0,0,0,2949120,1152,10,16,1152,10,16,"Times","","","","","","",2233.,2234.,344.5636172450053
30,"Threading","DynamicRouting/2/Net/new_b",239.,23040,0,0,0,0,11520,"","",11520,"","","Plus","","","","","","",206.,202.,0.
25,"Threading","3_1/4",606.,200704,0,0,0,0,32,56,56,32,56,56,"Plus","","","","","","",1386.,1387.,0.
42,"Threading","4_1/4",350.,75264,0,0,0,0,48,28,28,48,28,28,"Plus","","","","","","",496.,498.,0.
51,"Threading","4_2/4",352.,75264,0,0,0,0,48,28,28,48,28,28,"Plus","","","","","","",495.,497.,0.
86,"Threading","4_6/4",263.,34496,0,0,0,0,88,14,14,88,14,14,"Plus","","","","","","",265.,265.,0.
77,"Threading","4_5/4",268.,34496,0,0,0,0,88,14,14,88,14,14,"Plus","","","","","","",268.,267.,0.
68,"Threading","4_4/4",278.,34496,0,0,0,0,88,14,14,88,14,14,"Plus","","","","","","",266.,266.,0.
112,"Threading","5_2/4",314.,53312,0,0,0,0,136,14,14,136,14,14,"Plus","","","","","","",370.,371.,0.
103,"Threading","5_1/4",315.,53312,0,0,0,0,136,14,14,136,14,14,"Plus","","","","","","",375.,373.,0.
138,"Threading","6_2/4",220.,21952,0,0,0,0,224,7,7,224,7,7,"Plus","","","","","","",196.,195.,0.
129,"Threading","6_1/4",233.,21952,0,0,0,0,224,7,7,224,7,7,"Plus","","","","","","",196.,197.,0.
16,"Threading","stage1_unit1/_plus_stage1_unit1",4010.,1605632,0,0,0,0,256,56,56,256,56,56,"Plus","","","","","","",9288.,9283.,0.
36,"Threading","stage1_unit3/_plus_stage1_unit3",4023.,1605632,0,0,0,0,256,56,56,256,56,56,"Plus","","","","","","",9289.,9286.,0.
26,"Threading","stage1_unit2/_plus_stage1_unit2",4027.,1605632,0,0,0,0,256,56,56,256,56,56,"Plus","","","","","","",9278.,9284.,0.
77,"Threading","stage2_unit4/_plus_stage2_unit4",1706.,802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",5121.,5111.,0.
67,"Threading","stage2_unit3/_plus_stage2_unit3",1717.,802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",5120.,5119.,0.
47,"Threading","stage2_unit1/_plus_stage2_unit1",1726.,802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",4668.,4666.,0.
57,"Threading","stage2_unit2/_plus_stage2_unit2",1728.,802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",5120.,5113.,0.
118,"Threading","stage3_unit4/_plus_stage3_unit4",902.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2395.,2396.,0.
188,"Threading","stage3_unit11/_plus_stage3_unit11",930.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2364.,2371.,0.
128,"Threading","stage3_unit5/_plus_stage3_unit5",933.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2397.,2398.,0.
148,"Threading","stage3_unit7/_plus_stage3_unit7",936.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2395.,2396.,0.
168,"Threading","stage3_unit9/_plus_stage3_unit9",937.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2612.,2605.,0.
178,"Threading","stage3_unit10/_plus_stage3_unit10",938.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2363.,2369.,0.
208,"Threading","stage3_unit13/_plus_stage3_unit13",938.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2368.,2365.,0.
158,"Threading","stage3_unit8/_plus_stage3_unit8",939.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2458.,2461.,0.
228,"Threading","stage3_unit15/_plus_stage3_unit15",940.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2401.,2397.,0.
218,"Threading","stage3_unit14/_plus_stage3_unit14",941.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2365.,2374.,0.
198,"Threading","stage3_unit12/_plus_stage3_unit12",943.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2364.,2373.,0.
138,"Threading","stage3_unit6/_plus_stage3_unit6",947.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2399.,2401.,0.
298,"Threading","stage3_unit22/_plus_stage3_unit22",948.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2397.,2401.,0.
308,"Threading","stage3_unit23/_plus_stage3_unit23",949.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2398.,2395.,0.
108,"Threading","stage3_unit3/_plus_stage3_unit3",950.,401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2396.,2397.,0.
