142,"Softmax","softmax",180.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",81.,81.,0.
40,"Softmax","prob",158.,101,101,0,101,0,101,"","",101,"","","","","","","","","",72.,75.,0.
40,"Softmax","prob",164.,101,101,0,101,0,101,"","",101,"","","","","","","","","",64.,64.,0.
33,"Softmax","DigitCaps/c/2",417.,11520,11520,0,11520,0,1152,10,"",1152,10,"","","","","","","","",203.,201.,0.
17,"Softmax","DynamicRouting/2/Net/capsule/c/2",422.,11520,11520,0,11520,0,1152,10,"",1152,10,"","","","","","","","",218.,217.,0.
40,"Softmax","prob",162.,2,2,0,2,0,2,"","",2,"","","","","","","","","",72.,72.,0.
147,"Softmax","loss3_loss3",154.,5,5,0,5,0,5,"","",5,"","","","","","","","","",66.,66.,0.
147,"Softmax","prob",187.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",81.,81.,0.
147,"Softmax","prob",169.,365,365,0,365,0,365,"","",365,"","","","","","","","","",76.,76.,0.
311,"Softmax","softmax",177.,1001,1001,0,1001,0,1001,"","",1001,"","","","","","","","","",80.,80.,0.
11,"Softmax",11,153.,10,10,0,10,0,10,"","",10,"","","","","","","","","",65.,64.,0.
153,"Softmax","prob_softmax",187.,1001,1001,0,1001,0,1001,"","",1001,"","","","","","","","","",82.,81.,0.
347,"Softmax","prob",189.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",82.,80.,0.
344,"Softmax","softmax_softmax",430.,15527,15527,0,15527,0,15527,"","",15527,"","","","","","","","","",261.,260.,0.
517,"Softmax","prob",188.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",81.,82.,0.
177,"Softmax","prob",183.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",81.,81.,0.
69,"Softmax","probabilities",170.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",83.,83.,0.
40,"Softmax","prob",183.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",82.,80.,0.
46,"Softmax","prob",183.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",82.,80.,0.
176,"Softmax",24,183.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",89.,89.,0.
232,"Softmax","softmax",322.,4315,4315,0,4315,0,4315,"","",4315,"","","","","","","","","",120.,118.,0.
177,"Softmax","prob",151.,2,2,0,2,0,2,"","",2,"","","","","","","","","",64.,64.,0.
