2,"Pooling","pool1",24211.,0,0,14745600,0,0,64,320,320,64,160,160,"Max",3,3,2,2,"","",103264.,19788.,0.
25,"Pooling","pool2",11259.,0,0,7372800,0,0,128,160,160,128,80,80,"Max",3,3,2,2,"","",40427.,9587.,0.
48,"Pooling","pool3",5316.,0,0,3686400,0,0,256,80,80,256,40,40,"Max",3,3,2,2,"","",19785.,4773.,0.
92,"Pooling","pool4",2605.,0,0,1843200,0,0,512,40,40,512,20,20,"Max",3,3,2,2,"","",9513.,2419.,0.
115,"Pooling","pool5",1377.,0,0,921600,0,0,1024,20,20,1024,10,10,"Max",3,3,2,2,"","",4760.,1251.,0.
5,"Pooling","pool1",9239.,0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39794.,9343.,0.
10,"Pooling","pool2",4121.,0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19371.,4682.,0.
17,"Pooling","pool3",1986.,0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",9332.,2380.,0.
31,"Pooling","pool5",432.,0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1231.,354.,0.
24,"Pooling","pool4",1078.,0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4678.,1229.,0.
5,"Pooling","pool1",9327.,0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39760.,9445.,0.
10,"Pooling","pool2",4299.,0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19446.,4720.,0.
17,"Pooling","pool3",1976.,0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",9326.,2369.,0.
31,"Pooling","pool5",454.,0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1230.,356.,0.
24,"Pooling","pool4",1106.,0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4667.,1227.,0.
5,"Pooling","pool1",9434.,0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39698.,10241.,0.
10,"Pooling","pool2",4217.,0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19359.,5112.,0.
17,"Pooling","pool3",2007.,0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",10150.,2631.,0.
31,"Pooling","pool5",454.,0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1256.,375.,0.
24,"Pooling","pool4",1105.,0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",5117.,1389.,0.
23,"Pooling","inception_3a/pool",1747.,0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",1803.,1798.,0.
37,"Pooling","inception_3b/pool",2250.,0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",2368.,2370.,0.
53,"Pooling","inception_4a/pool",1185.,0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",1150.,1147.,0.
81,"Pooling","inception_4c/pool",1249.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1252.,1256.,0.
95,"Pooling","inception_4d/pool",1249.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1224.,1223.,0.
67,"Pooling","inception_4b/pool",1985.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1220.,1225.,0.
109,"Pooling","inception_4e/pool",1279.,0,0,931392,0,0,528,14,14,528,14,14,"Max",3,3,1,1,"","",1262.,1263.,0.
125,"Pooling","inception_5a/pool",735.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",536.,536.,0.
139,"Pooling","inception_5b/pool",889.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",534.,533.,0.
4,"Pooling","pool1_3x3_s2",2623.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9568.,2371.,0.
12,"Pooling","pool2_3x3_s2",1969.,0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",7261.,1797.,0.
42,"Pooling","pool3_3x3_s2",1373.,0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",4694.,1153.,0.
114,"Pooling","pool4_3x3_s2",722.,0,0,366912,0,0,832,15,15,832,7,7,"Max",3,3,2,2,"","",2210.,534.,0.
143,"Pooling","pool5_7x7_s1",304.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",639.,82.,0.
23,"Pooling","inception_3a/pool",2370.,0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",1794.,1795.,0.
37,"Pooling","inception_3b/pool",2252.,0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",2365.,2366.,0.
53,"Pooling","inception_4a/pool",1904.,0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",1155.,1153.,0.
95,"Pooling","inception_4d/pool",1252.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1227.,1222.,0.
81,"Pooling","inception_4c/pool",1254.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1227.,1226.,0.
67,"Pooling","inception_4b/pool",1460.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1227.,1225.,0.
109,"Pooling","inception_4e/pool",1284.,0,0,931392,0,0,528,14,14,528,14,14,"Max",3,3,1,1,"","",1260.,1257.,0.
125,"Pooling","inception_5a/pool",591.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",540.,531.,0.
139,"Pooling","inception_5b/pool",719.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",535.,532.,0.
4,"Pooling","pool1_3x3_s2",2554.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9499.,2367.,0.
12,"Pooling","pool2_3x3_s2",1982.,0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",7221.,1797.,0.
42,"Pooling","pool3_3x3_s2",1369.,0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",4692.,1152.,0.
114,"Pooling","pool4_3x3_s2",717.,0,0,366912,0,0,832,15,15,832,7,7,"Max",3,3,2,2,"","",2208.,531.,0.
143,"Pooling","pool5_7x7_s1",306.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",641.,81.,0.
23,"Pooling","inception_3a/pool",1758.,0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",1794.,1794.,0.
37,"Pooling","inception_3b/pool",2259.,0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",2364.,2364.,0.
53,"Pooling","inception_4a/pool",1198.,0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",1154.,1151.,0.
95,"Pooling","inception_4d/pool",1263.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1262.,1261.,0.
67,"Pooling","inception_4b/pool",1311.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1226.,1224.,0.
81,"Pooling","inception_4c/pool",2055.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1266.,1260.,0.
109,"Pooling","inception_4e/pool",2100.,0,0,931392,0,0,528,14,14,528,14,14,"Max",3,3,1,1,"","",1302.,1300.,0.
139,"Pooling","inception_5b/pool",744.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",567.,567.,0.
125,"Pooling","inception_5a/pool",896.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",568.,564.,0.
4,"Pooling","pool1_3x3_s2",2480.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",10314.,2624.,0.
12,"Pooling","pool2_3x3_s2",1998.,0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",7227.,1796.,0.
42,"Pooling","pool3_3x3_s2",1382.,0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",4690.,1149.,0.
114,"Pooling","pool4_3x3_s2",695.,0,0,366912,0,0,832,15,15,832,7,7,"Max",3,3,2,2,"","",2260.,568.,0.
143,"Pooling","pool5_7x7_s1",282.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",681.,91.,0.
36,"Pooling","Inception1/avg_pool_mixed_pool",2987.,2116800,0,0,0,0,192,35,35,192,35,35,"Mean",3,3,1,1,"","",2772.,2775.,0.
59,"Pooling","Inception2/avg_pool_mixed_1_pool",3833.,2822400,0,0,0,0,256,35,35,256,35,35,"Mean",3,3,1,1,"","",3673.,3671.,0.
