5,"Convolution","2a/res2a_branch1",38738.,0,0,0,0,209715200,64,160,160,128,160,160,"",1,1,1,1,1,1,19727.,40407.,5413.68165625484
28,"Convolution","3a/res3a_branch1",6388.,0,0,0,0,209715200,128,80,80,256,80,80,"",1,1,1,1,1,1,9585.,19735.,32829.55541640576
51,"Convolution","4a/res4a_branch1",3017.,0,0,0,0,209715200,256,40,40,512,40,40,"",1,1,1,1,1,1,4770.,9518.,69511.17003646005
95,"Convolution","5a/res5a_branch1",1825.,0,0,0,0,209715200,512,20,20,1024,20,20,"",1,1,1,1,1,1,2413.,4764.,114912.43835616438
119,"Convolution","6a/res6a_branch2a",604.,0,0,0,0,52428800,1024,10,10,512,10,10,"",1,1,1,1,1,1,1253.,651.,86802.64900662252
125,"Convolution","6a/res6a_branch2b2",1596.,0,0,0,0,209715200,1024,10,10,2048,10,10,"",1,1,1,1,1,1,1250.,2419.,131400.50125313282
118,"Convolution","6a/res6a_branch1",1600.,0,0,0,0,209715200,1024,10,10,2048,10,10,"",1,1,1,1,1,1,1250.,2415.,131072.
130,"Convolution","7a/res7a_branch2a",1365.,0,0,0,0,209715200,2048,10,10,1024,10,10,"",1,1,1,1,1,1,2415.,1253.,153637.50915750916
129,"Convolution","7a/res7a_branch1",5211.,0,0,0,0,838860800,2048,10,10,4096,10,10,"",1,1,1,1,1,1,2421.,4769.,160978.85242755708
136,"Convolution","7a/res7a_branch2b2",5216.,0,0,0,0,838860800,2048,10,10,4096,10,10,"",1,1,1,1,1,1,2414.,4767.,160824.53987730062
1,"Convolution","conv1a",74135.,0,0,0,0,176947200,3,320,320,64,320,320,"",3,3,1,1,1,1,3633.,103319.,2386.824037229379
6,"Convolution","2a/res2a_branch2a",56936.,0,0,0,0,1887436800,64,160,160,128,160,160,"",3,3,1,1,1,1,19760.,40448.,33150.147534073345
29,"Convolution","3a/res3a_branch2a",19111.,0,0,0,0,1887436800,128,80,80,256,80,80,"",3,3,1,1,1,1,9570.,19789.,98761.80210350061
23,"Convolution","2b2/res2b2_branch2b1",77684.,0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40416.,40437.,48592.67802893775
13,"Convolution","2b1/res2b1_branch2a",77777.,0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40432.,40436.,48534.57448860203
9,"Convolution","2a/res2a_branch2b1",78324.,0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40434.,40478.,48195.6182013176
16,"Convolution","2b1/res2b1_branch2b1",78467.,0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40435.,40499.,48107.785438464576
20,"Convolution","2b2/res2b2_branch2a",78556.,0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40464.,40456.,48053.28173532258
52,"Convolution","4a/res4a_branch2a",12533.,0,0,0,0,1887436800,256,40,40,512,40,40,"",3,3,1,1,1,1,4768.,9520.,150597.36695124872
39,"Convolution","3b1/res3b1_branch2b1",32248.,0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19799.,19747.,117057.60357231456
46,"Convolution","3b2/res3b2_branch2b1",32248.,0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19803.,19722.,117057.60357231456
43,"Convolution","3b2/res3b2_branch2a",32254.,0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19793.,19756.,117035.82811434241
32,"Convolution","3a/res3a_branch2b1",32295.,0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19838.,19750.,116887.2457036693
36,"Convolution","3b1/res3b1_branch2a",32301.,0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19859.,19724.,116865.53357481193
122,"Convolution","6a/res6a_branch2b1",2895.,0,0,0,0,471859200,512,10,10,1024,10,10,"",3,3,1,1,1,1,650.,1250.,162991.08808290155
96,"Convolution","5a/res5a_branch2a",6845.,0,0,0,0,943718400,512,20,20,512,20,20,"",3,3,1,1,1,1,2414.,2416.,137869.74433893352
106,"Convolution","5b1/res5b1_branch2b1",11722.,0,0,0,0,1887436800,512,20,20,1024,20,20,"",3,3,1,1,1,1,2420.,4764.,161016.618324518
