36,"Total","2c/res2c",4021.,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9357.,9351.,0.
26,"Total","2b/res2b",4115.,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9362.,9353.,0.
16,"Total","2a/res2a",4118.,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9369.,9347.,0.
78,"Total","3b3/res3b3",1765.,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",4665.,4668.,0.
68,"Total","3b2/res3b2",1771.,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",4668.,4672.,0.
58,"Total","3b1/res3b1",1791.,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",4666.,4663.,0.
48,"Total","3a/res3a",1830.,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",4665.,4670.,0.
100,"Total","4b1/res4b1",926.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2370.,0.
110,"Total","4b2/res4b2",928.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2370.,2367.,0.
140,"Total","4b5/res4b5",938.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2373.,2367.,0.
160,"Total","4b7/res4b7",939.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2365.,2364.,0.
180,"Total","4b9/res4b9",944.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2366.,2372.,0.
150,"Total","4b6/res4b6",945.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2366.,0.
120,"Total","4b3/res4b3",946.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2366.,2368.,0.
170,"Total","4b8/res4b8",947.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2373.,2366.,0.
190,"Total","4b10/res4b10",950.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2371.,2371.,0.
90,"Total","4a/res4a",960.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2366.,2366.,0.
130,"Total","4b4/res4b4",960.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2368.,2363.,0.
210,"Total","4b12/res4b12",973.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2369.,2369.,0.
290,"Total","4b20/res4b20",978.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2375.,2371.,0.
220,"Total","4b13/res4b13",985.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2368.,0.
230,"Total","4b14/res4b14",987.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2365.,2368.,0.
310,"Total","4b22/res4b22",987.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2371.,2377.,0.
250,"Total","4b16/res4b16",988.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2370.,2365.,0.
280,"Total","4b19/res4b19",988.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2368.,2371.,0.
270,"Total","4b18/res4b18",989.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2373.,0.
200,"Total","4b11/res4b11",990.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2371.,0.
260,"Total","4b17/res4b17",991.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2372.,2377.,0.
240,"Total","4b15/res4b15",993.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2368.,2368.,0.
300,"Total","4b21/res4b21",1000.,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2370.,0.
342,"Total","5c/res5c",583.,100352,0,0,0,0,2048,7,7,2048,7,7,"","","","","","","",1228.,1227.,0.
332,"Total","5b/res5b",621.,100352,0,0,0,0,2048,7,7,2048,7,7,"","","","","","","",1228.,1231.,0.
322,"Total","5a/res5a",623.,100352,0,0,0,0,2048,7,7,2048,7,7,"","","","","","","",1229.,1230.,0.
16,"Total","2a/res2a",3950.,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9319.,9306.,0.
36,"Total","2c/res2c",3952.,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9318.,9322.,0.
26,"Total","2b/res2b",3973.,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9319.,9325.,0.
98,"Total","3b5/res3b5",1708.,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",4673.,4678.,0.
