26,"Catenate","inception_3a/output",866.07,0,0,0,0,0,64,28,28,256,28,28,"","","","","","","",0.
98,"Catenate","inception_4d/output",596.63,0,0,0,0,0,112,14,14,528,14,14,"","","","","","","",0.
84,"Catenate","inception_4c/output",569.33,0,0,0,0,0,128,14,14,512,14,14,"","","","","","","",0.
40,"Catenate","inception_3b/output",1493.9,0,0,0,0,0,128,28,28,480,28,28,"","","","","","","",0.
70,"Catenate","inception_4b/output",563.77,0,0,0,0,0,160,14,14,512,14,14,"","","","","","","",0.
56,"Catenate","inception_4a/output",592.4,0,0,0,0,0,192,14,14,512,14,14,"","","","","","","",0.
128,"Catenate","inception_5a/output",417.13,0,0,0,0,0,256,7,7,832,7,7,"","","","","","","",0.
112,"Catenate","inception_4e/output",1113.43,0,0,0,0,0,256,14,14,832,14,14,"","","","","","","",0.
142,"Catenate","inception_5b/output",440.73,0,0,0,0,0,384,7,7,1024,7,7,"","","","","","","",0.
26,"Catenate","inception_3a/output",890.53,0,0,0,0,0,64,28,28,256,28,28,"","","","","","","",0.
98,"Catenate","inception_4d/output",623.2,0,0,0,0,0,112,14,14,528,14,14,"","","","","","","",0.
84,"Catenate","inception_4c/output",585.87,0,0,0,0,0,128,14,14,512,14,14,"","","","","","","",0.
40,"Catenate","inception_3b/output",1411.73,0,0,0,0,0,128,28,28,480,28,28,"","","","","","","",0.
70,"Catenate","inception_4b/output",603.63,0,0,0,0,0,160,14,14,512,14,14,"","","","","","","",0.
56,"Catenate","inception_4a/output",571.4,0,0,0,0,0,192,14,14,512,14,14,"","","","","","","",0.
128,"Catenate","inception_5a/output",424.1,0,0,0,0,0,256,7,7,832,7,7,"","","","","","","",0.
112,"Catenate","inception_4e/output",804.13,0,0,0,0,0,256,14,14,832,14,14,"","","","","","","",0.
142,"Catenate","inception_5b/output",474.93,0,0,0,0,0,384,7,7,1024,7,7,"","","","","","","",0.
26,"Catenate","inception_3a/output",883.3000000000001,0,0,0,0,0,64,28,28,256,28,28,"","","","","","","",0.
98,"Catenate","inception_4d/output",587.,0,0,0,0,0,112,14,14,528,14,14,"","","","","","","",0.
84,"Catenate","inception_4c/output",581.7,0,0,0,0,0,128,14,14,512,14,14,"","","","","","","",0.
40,"Catenate","inception_3b/output",1394.3,0,0,0,0,0,128,28,28,480,28,28,"","","","","","","",0.
70,"Catenate","inception_4b/output",588.6,0,0,0,0,0,160,14,14,512,14,14,"","","","","","","",0.
56,"Catenate","inception_4a/output",565.4300000000001,0,0,0,0,0,192,14,14,512,14,14,"","","","","","","",0.
128,"Catenate","inception_5a/output",410.23,0,0,0,0,0,256,7,7,832,7,7,"","","","","","","",0.
112,"Catenate","inception_4e/output",776.23,0,0,0,0,0,256,14,14,832,14,14,"","","","","","","",0.
142,"Catenate","inception_5b/output",447.87,0,0,0,0,0,384,7,7,1024,7,7,"","","","","","","",0.
40,"Catenate","Inception1/ch_concat_mixed_chconcat",1201.57,0,0,0,0,0,64,35,35,256,35,35,"","","","","","","",0.
86,"Catenate","Inception3/ch_concat_mixed_2_chconcat",1289.23,0,0,0,0,0,64,35,35,288,35,35,"","","","","","","",0.
63,"Catenate","Inception2/ch_concat_mixed_1_chconcat",1341.67,0,0,0,0,0,64,35,35,288,35,35,"","","","","","","",0.
228,"Catenate","Inception8/ch_concat_mixed_7_chconcat",951.37,0,0,0,0,0,192,17,17,768,17,17,"","","","","","","",0.
196,"Catenate","Inception7/ch_concat_mixed_6_chconcat",952.9,0,0,0,0,0,192,17,17,768,17,17,"","","","","","","",0.
132,"Catenate","Inception5/ch_concat_mixed_4_chconcat",958.63,0,0,0,0,0,192,17,17,768,17,17,"","","","","","","",0.
164,"Catenate","Inception6/ch_concat_mixed_5_chconcat",979.5,0,0,0,0,0,192,17,17,768,17,17,"","","","","","","",0.
248,"Catenate","Inception9/ch_concat_mixed_8_chconcat",492.47,0,0,0,0,0,320,8,8,1280,8,8,"","","","","","","",0.
306,"Catenate","Inception11/ch_concat_mixed_10_chconcat",736.07,0,0,0,0,0,320,8,8,2048,8,8,"","","","","","","",0.
277,"Catenate","Inception10/ch_concat_mixed_9_chconcat",770.4,0,0,0,0,0,320,8,8,2048,8,8,"","","","","","","",0.
100,"Catenate","Inception4/ch_concat_mixed_3_chconcat",881.4,0,0,0,0,0,384,17,17,768,17,17,"","","","","","","",0.
10,"Catenate","fire2/concat",1406.8700000000001,0,0,0,0,0,64,56,56,128,56,56,"","","","","","","",0.
17,"Catenate","fire3/concat",1425.9,0,0,0,0,0,64,56,56,128,56,56,"","","","","","","",0.
