4,"Elementwise","2a/res2a_branch2a_relu",7383.43,0,0,1638400,0,1638400,64,160,160,64,160,160,"Ramp","","","","","","",221.90228660663132
27,"Elementwise","3a/res3a_branch2a_relu",3032.9700000000003,0,0,819200,0,819200,128,80,80,128,80,80,"Ramp","","","","","","",270.098286498053
12,"Elementwise","2b1/res2b1_branch2a_relu",17340.2,0,0,3276800,0,3276800,128,160,160,128,160,160,"Ramp","","","","","","",188.97129214195914
8,"Elementwise","2a/res2a_branch2b1_relu",17406.57,0,0,3276800,0,3276800,128,160,160,128,160,160,"Ramp","","","","","","",188.25075819072913
22,"Elementwise","2b2/res2b2_branch2b1_relu",17418.8,0,0,3276800,0,3276800,128,160,160,128,160,160,"Ramp","","","","","","",188.11858451787725
15,"Elementwise","2b1/res2b1_branch2b1_relu",40590.3,0,0,3276800,0,3276800,128,160,160,128,160,160,"Ramp","","","","","","",80.72864699201533
19,"Elementwise","2b2/res2b2_branch2a_relu",40619.87,0,0,3276800,0,3276800,128,160,160,128,160,160,"Ramp","","","","","","",80.66987905180395
50,"Elementwise","4a/res4a_branch2a_relu",1446.3700000000001,0,0,409600,0,409600,256,40,40,256,40,40,"Ramp","","","","","","",283.1917144299176
31,"Elementwise","3a/res3a_branch2b1_relu",7294.03,0,0,1638400,0,1638400,256,80,80,256,80,80,"Ramp","","","","","","",224.62205392629318
45,"Elementwise","3b2/res3b2_branch2b1_relu",7365.8,0,0,1638400,0,1638400,256,80,80,256,80,80,"Ramp","","","","","","",222.43340845529337
35,"Elementwise","3b1/res3b1_branch2a_relu",7371.57,0,0,1638400,0,1638400,256,80,80,256,80,80,"Ramp","","","","","","",222.25930161417446
42,"Elementwise","3b2/res3b2_branch2a_relu",7484.67,0,0,1638400,0,1638400,256,80,80,256,80,80,"Ramp","","","","","","",218.90076650005946
38,"Elementwise","3b1/res3b1_branch2b1_relu",7502.6,0,0,1638400,0,1638400,256,80,80,256,80,80,"Ramp","","","","","","",218.3776290885826
121,"Elementwise","6a/res6a_branch2b1_relu",369.97,0,0,51200,0,51200,512,10,10,512,10,10,"Ramp","","","","","","",138.38959915668838
112,"Elementwise","5b2/res5b2_branch2b1_relu",805.2,0,0,204800,0,204800,512,20,20,512,20,20,"Ramp","","","","","","",254.34674615002484
98,"Elementwise","5a/res5a_branch2b1_relu",818.6,0,0,204800,0,204800,512,20,20,512,20,20,"Ramp","","","","","","",250.18323967749816
94,"Elementwise","5a/res5a_branch2a_relu",819.4,0,0,204800,0,204800,512,20,20,512,20,20,"Ramp","","","","","","",249.9389797412741
105,"Elementwise","5b1/res5b1_branch2b1_relu",830.6700000000001,0,0,204800,0,204800,512,20,20,512,20,20,"Ramp","","","","","","",246.547967303502
86,"Elementwise","4b5/res4b5_branch2a_relu",2989.63,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",274.0138411776708
65,"Elementwise","4b2/res4b2_branch2a_relu",2998.43,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",273.20964638160643
79,"Elementwise","4b4/res4b4_branch2a_relu",3033.17,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",270.08047686084194
75,"Elementwise","4b3/res4b3_branch2b1_relu",3047.9700000000003,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",268.76904956413614
68,"Elementwise","4b2/res4b2_branch2b1_relu",3063.03,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",267.4475927431334
82,"Elementwise","4b4/res4b4_branch2b1_relu",3071.03,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",266.7508946509803
58,"Elementwise","4b1/res4b1_branch2a_relu",3073.6,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",266.5278500780843
61,"Elementwise","4b1/res4b1_branch2b1_relu",3074.53,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",266.44722933261346
72,"Elementwise","4b3/res4b3_branch2a_relu",3091.4,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",264.9932069612473
54,"Elementwise","4a/res4a_branch2b1_relu",3117.9,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",262.74094743256677
89,"Elementwise","4b5/res4b5_branch2b1_relu",3133.67,0,0,819200,0,819200,512,40,40,512,40,40,"Ramp","","","","","","",261.4187199034997
117,"Elementwise","6a/res6a_branch2a_relu",521.37,0,0,102400,0,102400,1024,10,10,1024,10,10,"Ramp","","","","","","",196.40562364539576
132,"Elementwise","7a/res7a_branch2b1_relu",531.67,0,0,102400,0,102400,1024,10,10,1024,10,10,"Ramp","","","","","","",192.60067335001037
124,"Elementwise","6a/res6a_branch2b2_relu",535.5,0,0,102400,0,102400,1024,10,10,1024,10,10,"Ramp","","","","","","",191.22315592903828
109,"Elementwise","5b2/res5b2_branch2a_relu",1384.3700000000001,0,0,409600,0,409600,1024,20,20,1024,20,20,"Ramp","","","","","","",295.8746577865744
102,"Elementwise","5b1/res5b1_branch2a_relu",1395.13,0,0,409600,0,409600,1024,20,20,1024,20,20,"Ramp","","","","","","",293.59271179029906
128,"Elementwise","7a/res7a_branch2a_relu",800.03,0,0,204800,0,204800,2048,10,10,2048,10,10,"Ramp","","","","","","",255.99040035998652
135,"Elementwise","7a/res7a_branch2b2_relu",831.7,0,0,204800,0,204800,2048,10,10,2048,10,10,"Ramp","","","","","","",246.24263556570875
139,"Elementwise","relu7",1440.73,0,0,409600,0,409600,4096,10,10,4096,10,10,"Ramp","","","","","","",284.3003199766785
2,"Elementwise","relu1_1",17075.27,0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",188.06519604082393
4,"Elementwise","relu1_2",17111.87,0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",187.6629497535921
9,"Elementwise","relu2_2",7324.43,0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",219.21596629362287
7,"Elementwise","relu2_1",7337.1,0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",218.8374153275817
16,"Elementwise","relu3_3",3018.5,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",265.9652145105185
12,"Elementwise","relu3_1",3161.9300000000003,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",253.9006239859832
14,"Elementwise","relu3_2",3352.37,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",239.477146019085
28,"Elementwise","relu5_2",518.53,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",193.5317146548898
26,"Elementwise","relu5_1",519.23,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",193.2708048456368
30,"Elementwise","relu5_3",522.03,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",192.23416278757927
19,"Elementwise","relu4_1",1414.67,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",283.7467395222914
23,"Elementwise","relu4_3",1414.8,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",283.72066723211765
21,"Elementwise","relu4_2",1911.73,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",209.97107332102337
