141,"Linear","linear1000",387.,0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",116.,82.,10583.979328165375
39,"Linear","fc8_101",200.,0,0,0,0,413696,4096,"","",101,"","","","","","","","","",148.,74.,2068.48
36,"Linear","fc7",1519.,0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",149.,149.,11044.90849242923
33,"Linear","fc6",8215.,0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",355.,150.,12508.879853925746
39,"Linear","fc8_101",213.,0,0,0,0,413696,4096,"","",101,"","","","","","","","","",117.,63.,1942.2347417840376
36,"Linear","fc7",1521.,0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",116.,116.,11030.385272846812
33,"Linear","fc6",8185.,0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",356.,116.,12554.727916921198
47,"Linear","Reconstruct/1",172.,0,0,0,0,8192,16,"","",512,"","","","","","","","","",67.,69.,47.627906976744185
49,"Linear","Reconstruct/3",218.,0,0,0,0,524288,512,"","",1024,"","","","","","","","","",77.,80.,2404.9908256880735
51,"Linear","Reconstruct/5",236.,0,0,0,0,802816,1024,"","",784,"","","","","","","","","",85.,78.,3401.762711864407
39,"Linear","fc8_2",174.,0,0,0,0,8192,4096,"","",2,"","","","","","","","","",128.,72.,47.08045977011494
36,"Linear","fc7",1556.,0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",121.,125.,10782.272493573264
33,"Linear","fc6",8210.,0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",376.,123.,12516.497929354446
146,"Linear","loss3_classifier_sos",156.,0,0,0,0,5120,1024,"","",5,"","","","","","","","","",84.,66.,32.82051282051282
146,"Linear","loss3_classifier",243.,0,0,0,0,1024000,1024,"","",1000,"","","","","","","","","",83.,82.,4213.991769547325
146,"Linear","loss3_classifier",179.,0,0,0,0,373760,1024,"","",365,"","","","","","","","","",92.,79.,2088.04469273743
309,"Linear","fc1",291.,0,0,0,0,2064384,2048,"","",1008,"","","","","","","","","",93.,81.,7094.103092783505
10,"Linear",10,155.,0,0,0,0,5000,500,"","",10,"","","","","","","","","",123.,118.,32.25806451612903
8,"Linear",8,175.,0,0,0,0,400000,800,"","",500,"","","","","","","","","",139.,133.,2285.714285714286
346,"Linear","fc1000",325.,0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",95.,82.,6301.538461538462
343,"Linear","fc1",2710.,0,0,0,0,31799296,2048,"","",15527,"","","","","","","","","",101.,260.,11734.057564575645
516,"Linear","fc1000",322.,0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",95.,81.,6360.248447204968
176,"Linear","fc1000",307.,0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",93.,81.,6671.009771986971
39,"Linear","fc8",393.,0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",115.,81.,10422.391857506362
36,"Linear","fc7",1512.,0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",116.,115.,11096.042328042327
33,"Linear","fc6",8272.,0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",354.,116.,12422.684719535784
45,"Linear","fc8",395.,0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",117.,80.,10369.620253164558
42,"Linear","fc7",1531.,0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",117.,116.,10958.338340953625
39,"Linear","fc6",8187.,0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",354.,117.,12551.660925858067
175,"Linear",23,308.,0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",102.,87.,6649.35064935065
231,"Linear","linear",529.,0,0,0,0,4418560,1024,1,1,4315,"","","","","","","","","",82.,118.,8352.66540642722
176,"Linear","fc_nsfw",153.,0,0,0,0,2048,1024,"","",2,"","","","","","","","","",80.,64.,13.38562091503268
