"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",1,1,0,50,"contract_1/conv_1","contract_1/conv_1","contract_1/conv_1","Convolution","Convolution","Convolution",34120.,39677.4,63370.,"{63370., 39813., 39675., 39680., 39831., 39579., 39806., 40079., 40146., 39946., 39822., 39782., 39813., 39772., 39906., 39713., 39787., 39754., 39676., 39767., 40035., 39676., 39648., 39612., 35320., 34442., 34320., 34150., 34176., 34120., 38559., 39579., 39603., 39577., 39757., 39773., 39555., 39594., 39546., 39579., 39610., 39634., 39624., 39841., 39649., 39674., 39636., 39584., 39651., 39635.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",2,2,0,50,"contract_1/relu_1","contract_1/relu_1","contract_1/relu_1","Elementwise","Elementwise","Elementwise",14666.,14854.7,45126.,"{45126., 14847., 14976., 14855., 14805., 14876., 14880., 14925., 14724., 15020., 14908., 14835., 14666., 14924., 14805., 14730., 14867., 14858., 14819., 14853., 14877., 14778., 14720., 15032., 14935., 14860., 14732., 14862., 14821., 14925., 14961., 14906., 14979., 14745., 14871., 14800., 14830., 14752., 14782., 14805., 14858., 14866., 14884., 14837., 14823., 14895., 14790., 14909., 14805., 14992.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",3,3,0,50,"contract_1/conv_2","contract_1/conv_2","contract_1/conv_2","Convolution","Convolution","Convolution",402779.,404464.26670000004,896458.,"{896458., 544183., 402779., 403554., 403084., 404870., 404566., 405711., 405544., 407970., 403667., 403546., 404530., 404776., 404748., 405567., 406790., 406365., 406651., 403621., 405373., 406221., 405007., 403847., 405212., 407028., 405351., 404389., 403833., 403643., 407305., 403562., 403486., 403416., 403466., 403363., 404271., 404373., 404262., 403929., 404395., 404518., 404338., 403698., 403794., 404064., 405196., 404615., 403392., 403931.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",4,4,0,50,"contract_1/relu_2","contract_1/relu_2","contract_1/relu_2","Elementwise","Elementwise","Elementwise",14820.,14999.6,44989.,"{44989., 15195., 15076., 15147., 15045., 15005., 15054., 15107., 15027., 15016., 15041., 15249., 15072., 15093., 15002., 15093., 14933., 14899., 14882., 14991., 14956., 14999., 15109., 15044., 15109., 15069., 14951., 15039., 15012., 15003., 15066., 15000., 14930., 14890., 14835., 14874., 14953., 14820., 14947., 14871., 15009., 14905., 14863., 14909., 14977., 14967., 15022., 14913., 14999., 14946.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",5,5,0,50,"contract_1/cropping","contract_1/cropping","contract_1/cropping","Part","Part","Part",18545.,18755.1667,52729.,"{52729., 18589., 18687., 18736., 18630., 18578., 18703., 18777., 18623., 18606., 18630., 18742., 18650., 18670., 18576., 18778., 18751., 18609., 18847., 18749., 18794., 18710., 18861., 18890., 18831., 18894., 18565., 18896., 18674., 18820., 18697., 18545., 18728., 18885., 18729., 18821., 18667., 18867., 18791., 18762., 18804., 18779., 18749., 18770., 18779., 18891., 18863., 18859., 18868., 18801.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",6,6,0,50,"contract_1/pooling","contract_1/pooling","contract_1/pooling","Pooling","Pooling","Pooling",36125.,36292.3,44906.,"{44906., 36363., 36275., 36175., 36156., 36153., 36160., 36266., 36264., 36283., 36157., 36125., 36206., 36242., 36306., 36344., 36227., 36243., 36325., 36279., 36352., 36368., 36355., 36312., 36356., 36235., 36316., 36268., 36330., 36341., 36252., 36266., 36305., 36356., 36283., 36273., 36274., 36346., 36355., 36284., 36270., 36347., 36478., 36311., 36297., 36271., 36206., 36420., 36244., 36365.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",7,7,0,50,"contract_2/conv_1","contract_2/conv_1","contract_2/conv_1","Convolution","Convolution","Convolution",133502.,134026.1,218096.,"{218096., 133681., 133825., 134239., 133998., 133781., 133877., 134053., 133891., 133819., 134071., 133770., 133992., 134183., 134048., 134350., 134216., 134261., 134356., 133967., 134313., 134223., 134162., 134102., 134206., 134021., 134116., 133977., 133986., 133858., 134084., 133737., 134191., 133856., 133946., 134522., 134303., 134343., 134647., 134214., 134827., 133594., 133993., 133878., 133724., 133791., 133738., 133502., 133753., 133722.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",8,8,0,50,"contract_2/relu_1","contract_2/relu_1","contract_2/relu_1","Elementwise","Elementwise","Elementwise",7348.,7425.8667000000005,21953.,"{21953., 7348., 7373., 7369., 7422., 7410., 7409., 7355., 7361., 7415., 7427., 7405., 7388., 7380., 7469., 7414., 7454., 7435., 7453., 7382., 7428., 7569., 7441., 7425., 7484., 7454., 7357., 7356., 7386., 7356., 7430., 7448., 7447., 7428., 7447., 7411., 7418., 7444., 7407., 7501., 7443., 7483., 7439., 7421., 7501., 7432., 7395., 7460., 7463., 7480.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",9,9,0,50,"contract_2/conv_2","contract_2/conv_2","contract_2/conv_2","Convolution","Convolution","Convolution",256339.,257098.06670000002,411875.,"{411875., 257082., 257789., 257504., 258619., 257861., 257557., 257703., 258048., 258032., 258301., 257784., 258590., 258308., 258077., 257659., 257221., 256648., 257111., 257214., 257598., 256995., 256723., 256791., 256991., 257222., 257172., 257157., 257221., 256820., 256393., 256339., 256496., 256570., 256687., 256884., 256633., 256579., 256781., 256830., 256688., 256667., 257119., 257081., 256776., 256783., 256406., 256706., 256691., 257078.}"
"U-Net Trained on Glioblastoma-Astrocytoma U373 Cells on a Polyacrylamide Substrate Data","c4.xlarge",10,10,0,50,"contract_2/relu_2","contract_2/relu_2","contract_2/relu_2","Elementwise","Elementwise","Elementwise",7164.,7255.400000000001,21559.,"{21559., 7225., 7219., 7188., 7248., 7253., 7216., 7288., 7265., 7224., 7317., 7261., 7260., 7231., 7211., 7234., 7289., 7318., 7276., 7285., 7238., 7211., 7219., 7200., 7209., 7300., 7238., 7208., 7199., 7311., 7307., 7234., 7164., 7197., 7318., 7232., 7293., 7261., 7210., 7267., 7293., 7235., 7253., 7305., 7296., 7262., 7286., 7331., 7330., 7281.}"
