"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
10,"Threading","2a/_plus2a",6553600,0,0,0,0,128,160,160,128,160,160,"Plus","","","","","","",40582.,40587.,0.,2503.5333
17,"Threading","2b1/_plus2b1",6553600,0,0,0,0,128,160,160,128,160,160,"Plus","","","","","","",40572.,40579.,0.,2602.5
24,"Threading","2b2/_plus2b2",6553600,0,0,0,0,128,160,160,128,160,160,"Plus","","","","","","",40598.,40579.,0.,2619.1
33,"Threading","3a/_plus3a",3276800,0,0,0,0,256,80,80,256,80,80,"Plus","","","","","","",19834.,19804.,0.,1160.1000000000001
40,"Threading","3b1/_plus3b1",3276800,0,0,0,0,256,80,80,256,80,80,"Plus","","","","","","",19797.,19804.,0.,1160.4333000000001
47,"Threading","3b2/_plus3b2",3276800,0,0,0,0,256,80,80,256,80,80,"Plus","","","","","","",19827.,19818.,0.,1161.8667
56,"Threading","4a/_plus4a",1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9575.,9587.,0.,428.4667
63,"Threading","4b1/_plus4b1",1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9570.,9593.,0.,428.8333
70,"Threading","4b2/_plus4b2",1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9559.,9582.,0.,417.93330000000003
77,"Threading","4b3/_plus4b3",1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9513.,9544.,0.,417.2667
84,"Threading","4b4/_plus4b4",1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9518.,9529.,0.,423.90000000000003
91,"Threading","4b5/_plus4b5",1638400,0,0,0,0,512,40,40,512,40,40,"Plus","","","","","","",9522.,9548.,0.,537.8667
100,"Threading","5a/_plus5a",819200,0,0,0,0,1024,20,20,1024,20,20,"Plus","","","","","","",4765.,4763.,0.,272.6
107,"Threading","5b1/_plus5b1",819200,0,0,0,0,1024,20,20,1024,20,20,"Plus","","","","","","",4771.,4767.,0.,277.1667
114,"Threading","5b2/_plus5b2",819200,0,0,0,0,1024,20,20,1024,20,20,"Plus","","","","","","",4776.,4773.,0.,219.8333
126,"Threading","6a/_plus6a",409600,0,0,0,0,2048,10,10,2048,10,10,"Plus","","","","","","",2416.,2422.,0.,124.56670000000001
137,"Threading","7a/_plus7a",819200,0,0,0,0,4096,10,10,4096,10,10,"Plus","","","","","","",4796.,4798.,0.,219.4
10,"Threading","PrimaryCaps/4/5",0,0,0,0,18432,1152,8,"",1152,8,"","Times","","","","","","",175.,175.,80.84210526315789,25.8667
13,"Threading","PrimaryPredVects/3",0,0,0,0,2949120,1152,10,16,1152,10,16,"Times","","","","","","",2411.,2417.,354.58939521462065,748.4333
19,"Threading","DynamicRouting/2/Net/capsule/s/2",0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2186.,2187.,436.77725118483414,102.36670000000001
