"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1_7x7_s2",0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,2307.,11920.,22444.646633701028,2190.4667
2,"Elementwise","conv1_relu_7x7",0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9310.,9329.,255.34860050890586,281.2667
3,"Padding","pool1_3x3_s2_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9304.,9468.,0.,911.3000000000001
4,"Pooling","pool1_3x3_s2",0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9507.,2375.,0.,1558.3333
5,"LocalResponseNormalization","pool1_norm1",401408,0,0,0,0,64,56,56,64,56,56,"","","","","","","",2379.,2371.,0.,3492.3
6,"Convolution","conv2_3x3_reduce",0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,2381.,2374.,14563.555555555557,148.9333
7,"Elementwise","conv2_relu_3x3_reduce",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2377.,2377.,256.9833546734955,99.7333
8,"Convolution","conv2_3x3",0,0,0,0,346816512,64,56,56,192,56,56,"",3,3,1,1,1,1,2376.,6982.,51663.41605839416,2611.5
9,"Elementwise","conv2_relu_3x3",0,0,602112,0,602112,192,56,56,192,56,56,"Ramp","","","","","","",6973.,6971.,273.06666666666666,221.3
10,"LocalResponseNormalization","conv2_norm2",1204224,0,0,0,0,192,56,56,192,56,56,"","","","","","","",6987.,6965.,0.,10422.3333
11,"Padding","pool2_3x3_s2_pad",0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",6988.,7232.,0.,674.1
12,"Pooling","pool2_3x3_s2",0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",7218.,1797.,0.,1203.3667
