"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
35,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,116.,23.67630057803468,24.2667
38,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,116.,23.01123595505618,24.133300000000002
35,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",125.,125.,23.01123595505618,24.200000000000003
38,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",124.,124.,23.141242937853107,24.
35,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,117.,24.824242424242424,24.166700000000002
38,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",115.,117.,24.824242424242424,24.3
144,"Dropout","pool5_drop_7x7_s1",0,0,0,0,1024,1024,1,1,1024,1,1,"","","","","","","",84.,84.,5.851428571428571,24.
144,"Dropout","pool5_drop_7x7_s1",0,0,0,0,1024,1024,1,1,1024,1,1,"","","","","","","",81.,82.,5.851428571428571,23.8
144,"Dropout","pool5_drop_7x7_s1",0,0,0,0,1024,1024,1,1,1024,1,1,"","","","","","","",92.,90.,5.851428571428571,24.
64,"Dropout","drop9",0,0,0,0,100352,512,14,14,512,14,14,"","","","","","","",1260.,1259.,203.1417004048583,47.3667
35,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",118.,118.,23.01123595505618,24.5
38,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,117.,23.01123595505618,24.2667
41,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",128.,126.,23.01123595505618,24.
44,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",128.,127.,22.755555555555556,35.
