"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
3,"BatchNormalization","2a/bn2a_branch2a",1638400,1638400,0,0,0,64,160,160,64,160,160,"","","","","","","",19798.,19808.,0.,608.6333000000001
7,"BatchNormalization","2a/bn2a_branch2b1",3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40598.,40588.,0.,1574.8667
11,"BatchNormalization","2b1/bn2b1_branch2a",3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40570.,40610.,0.,1619.7667000000001
14,"BatchNormalization","2b1/bn2b1_branch2b1",3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40564.,40599.,0.,1643.4333000000001
18,"BatchNormalization","2b2/bn2b2_branch2a",3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40535.,40592.,0.,1651.2333
21,"BatchNormalization","2b2/bn2b2_branch2b1",3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40563.,40584.,0.,1648.7
26,"BatchNormalization","3a/bn3a_branch2a",819200,819200,0,0,0,128,80,80,128,80,80,"","","","","","","",9573.,9547.,0.,301.8
30,"BatchNormalization","3a/bn3a_branch2b1",1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19807.,19802.,0.,748.9667000000001
34,"BatchNormalization","3b1/bn3b1_branch2a",1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19805.,19829.,0.,727.4333
37,"BatchNormalization","3b1/bn3b1_branch2b1",1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19834.,19849.,0.,749.6667
41,"BatchNormalization","3b2/bn3b2_branch2a",1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19824.,19803.,0.,749.4333
44,"BatchNormalization","3b2/bn3b2_branch2b1",1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19832.,19821.,0.,750.9333
49,"BatchNormalization","4a/bn4a_branch2a",409600,409600,0,0,0,256,40,40,256,40,40,"","","","","","","",4805.,4806.,0.,184.20000000000002
53,"BatchNormalization","4a/bn4a_branch2b1",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9559.,9585.,0.,318.3
57,"BatchNormalization","4b1/bn4b1_branch2a",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9553.,9586.,0.,404.
60,"BatchNormalization","4b1/bn4b1_branch2b1",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9571.,9605.,0.,317.43330000000003
64,"BatchNormalization","4b2/bn4b2_branch2a",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9551.,9583.,0.,319.5
67,"BatchNormalization","4b2/bn4b2_branch2b1",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9565.,9594.,0.,307.8
71,"BatchNormalization","4b3/bn4b3_branch2a",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9553.,9586.,0.,312.7
74,"BatchNormalization","4b3/bn4b3_branch2b1",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9564.,9584.,0.,313.4667
78,"BatchNormalization","4b4/bn4b4_branch2a",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9515.,9550.,0.,369.6
81,"BatchNormalization","4b4/bn4b4_branch2b1",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9519.,9540.,0.,504.6333
85,"BatchNormalization","4b5/bn4b5_branch2a",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9498.,9537.,0.,502.4667
88,"BatchNormalization","4b5/bn4b5_branch2b1",819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9515.,9535.,0.,315.2667
93,"BatchNormalization","5a/bn5a_branch2a",204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2418.,2423.,0.,100.03330000000001
97,"BatchNormalization","5a/bn5a_branch2b1",204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2417.,2419.,0.,112.9667
101,"BatchNormalization","5b1/bn5b1_branch2a",409600,409600,0,0,0,1024,20,20,1024,20,20,"","","","","","","",4774.,4772.,0.,318.1667
104,"BatchNormalization","5b1/bn5b1_branch2b1",204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2422.,2425.,0.,170.9333
108,"BatchNormalization","5b2/bn5b2_branch2a",409600,409600,0,0,0,1024,20,20,1024,20,20,"","","","","","","",4765.,4773.,0.,186.3333
111,"BatchNormalization","5b2/bn5b2_branch2b1",204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2418.,2417.,0.,169.5333
116,"BatchNormalization","6a/bn6a_branch2a",102400,102400,0,0,0,1024,10,10,1024,10,10,"","","","","","","",1246.,1246.,0.,82.6333
120,"BatchNormalization","6a/bn6a_branch2b1",51200,51200,0,0,0,512,10,10,512,10,10,"","","","","","","",653.,651.,0.,54.
123,"BatchNormalization","6a/bn6a_branch2b2",102400,102400,0,0,0,1024,10,10,1024,10,10,"","","","","","","",1252.,1250.,0.,82.
127,"BatchNormalization","7a/bn7a_branch2a",204800,204800,0,0,0,2048,10,10,2048,10,10,"","","","","","","",2421.,2420.,0.,128.9
131,"BatchNormalization","7a/bn7a_branch2b1",102400,102400,0,0,0,1024,10,10,1024,10,10,"","","","","","","",1275.,1283.,0.,133.20000000000002
134,"BatchNormalization","7a/bn7a_branch2b2",204800,204800,0,0,0,2048,10,10,2048,10,10,"","","","","","","",2447.,2450.,0.,128.3333
138,"BatchNormalization","bn7",409600,409600,0,0,0,4096,10,10,4096,10,10,"","","","","","","",4801.,4797.,0.,241.63330000000002
2,"BatchNormalization","conv_batchnorm",710432,710432,0,0,0,32,149,149,32,149,149,"","","","","","","",8254.,8260.,0.,293.1667
5,"BatchNormalization","conv_1_batchnorm",691488,691488,0,0,0,32,147,147,32,147,147,"","","","","","","",8011.,8011.,0.,279.6667
8,"BatchNormalization","conv_2_batchnorm",1382976,1382976,0,0,0,64,147,147,64,147,147,"","","","","","","",16485.,16532.,0.,519.3000000000001
12,"BatchNormalization","conv_3_batchnorm",426320,426320,0,0,0,80,73,73,80,73,73,"","","","","","","",4955.,4965.,0.,186.8
15,"BatchNormalization","conv_4_batchnorm",967872,967872,0,0,0,192,71,71,192,71,71,"","","","","","","",11294.,11293.,0.,384.5
19,"BatchNormalization","Inception1/mixed_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",974.,973.,0.,59.6
22,"BatchNormalization","Inception1/mixed_tower_conv_batchnorm",58800,58800,0,0,0,48,35,35,48,35,35,"","","","","","","",742.,747.,0.,56.033300000000004
25,"BatchNormalization","Inception1/mixed_tower_conv_1_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",976.,975.,0.,55.400000000000006
28,"BatchNormalization","Inception1/mixed_tower_1_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",976.,972.,0.,60.7667
31,"BatchNormalization","Inception1/mixed_tower_1_conv_1_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1425.,1427.,0.,76.
34,"BatchNormalization","Inception1/mixed_tower_1_conv_2_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1426.,1426.,0.,74.7
38,"BatchNormalization","Inception1/mixed_tower_2_conv_batchnorm",39200,39200,0,0,0,32,35,35,32,35,35,"","","","","","","",517.,513.,0.,65.0667
42,"BatchNormalization","Inception2/mixed_1_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,971.,0.,75.33330000000001
45,"BatchNormalization","Inception2/mixed_1_tower_conv_batchnorm",58800,58800,0,0,0,48,35,35,48,35,35,"","","","","","","",740.,741.,0.,63.8333
48,"BatchNormalization","Inception2/mixed_1_tower_conv_1_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,976.,0.,60.9667
51,"BatchNormalization","Inception2/mixed_1_tower_1_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",969.,971.,0.,55.3667
54,"BatchNormalization","Inception2/mixed_1_tower_1_conv_1_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1425.,1428.,0.,74.1667
57,"BatchNormalization","Inception2/mixed_1_tower_1_conv_2_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1427.,1428.,0.,74.0333
61,"BatchNormalization","Inception2/mixed_1_tower_2_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",974.,971.,0.,55.5
65,"BatchNormalization","Inception3/mixed_2_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",974.,972.,0.,55.033300000000004
68,"BatchNormalization","Inception3/mixed_2_tower_conv_batchnorm",58800,58800,0,0,0,48,35,35,48,35,35,"","","","","","","",743.,740.,0.,47.1
71,"BatchNormalization","Inception3/mixed_2_tower_conv_1_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",975.,973.,0.,56.7667
74,"BatchNormalization","Inception3/mixed_2_tower_1_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,969.,0.,55.5
77,"BatchNormalization","Inception3/mixed_2_tower_1_conv_1_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1428.,1432.,0.,74.
80,"BatchNormalization","Inception3/mixed_2_tower_1_conv_2_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1427.,1424.,0.,73.2
84,"BatchNormalization","Inception3/mixed_2_tower_2_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",974.,973.,0.,55.
88,"BatchNormalization","Inception4/mixed_3_conv_batchnorm",110976,110976,0,0,0,384,17,17,384,17,17,"","","","","","","",1353.,1350.,0.,76.4
91,"BatchNormalization","Inception4/mixed_3_tower_conv_batchnorm",78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",970.,972.,0.,55.300000000000004
94,"BatchNormalization","Inception4/mixed_3_tower_conv_1_batchnorm",117600,117600,0,0,0,96,35,35,96,35,35,"","","","","","","",1424.,1425.,0.,73.9667
97,"BatchNormalization","Inception4/mixed_3_tower_conv_2_batchnorm",27744,27744,0,0,0,96,17,17,96,17,17,"","","","","","","",404.,405.,0.,39.
102,"BatchNormalization","Inception5/mixed_4_conv_batchnorm",55488,55488,0,0,0,192,17,17,192,17,17,"","","","","","","",700.,701.,0.,48.633300000000006
105,"BatchNormalization","Inception5/mixed_4_tower_conv_batchnorm",36992,36992,0,0,0,128,17,17,128,17,17,"","","","","","","",487.,489.,0.,50.633300000000006
108,"BatchNormalization","Inception5/mixed_4_tower_conv_1_batchnorm",36992,36992,0,0,0,128,17,17,128,17,17,"","","","","","","",488.,489.,0.,50.900000000000006
111,"BatchNormalization","Inception5/mixed_4_tower_conv_2_batchnorm",55488,55488,0,0,0,192,17,17,192,17,17,"","","","","","","",702.,706.,0.,57.2667
114,"BatchNormalization","Inception5/mixed_4_tower_1_conv_batchnorm",36992,36992,0,0,0,128,17,17,128,17,17,"","","","","","","",491.,490.,0.,50.
117,"BatchNormalization","Inception5/mixed_4_tower_1_conv_1_batchnorm",36992,36992,0,0,0,128,17,17,128,17,17,"","","","","","","",489.,491.,0.,50.6
120,"BatchNormalization","Inception5/mixed_4_tower_1_conv_2_batchnorm",36992,36992,0,0,0,128,17,17,128,17,17,"","","","","","","",490.,487.,0.,50.
123,"BatchNormalization","Inception5/mixed_4_tower_1_conv_3_batchnorm",36992,36992,0,0,0,128,17,17,128,17,17,"","","","","","","",490.,488.,0.,51.
126,"BatchNormalization","Inception5/mixed_4_tower_1_conv_4_batchnorm",55488,55488,0,0,0,192,17,17,192,17,17,"","","","","","","",704.,703.,0.,60.400000000000006
130,"BatchNormalization","Inception5/mixed_4_tower_2_conv_batchnorm",55488,55488,0,0,0,192,17,17,192,17,17,"","","","","","","",740.,738.,0.,46.1
134,"BatchNormalization","Inception6/mixed_5_conv_batchnorm",55488,55488,0,0,0,192,17,17,192,17,17,"","","","","","","",738.,738.,0.,49.
137,"BatchNormalization","Inception6/mixed_5_tower_conv_batchnorm",46240,46240,0,0,0,160,17,17,160,17,17,"","","","","","","",629.,631.,0.,45.133300000000006
140,"BatchNormalization","Inception6/mixed_5_tower_conv_1_batchnorm",46240,46240,0,0,0,160,17,17,160,17,17,"","","","","","","",629.,630.,0.,45.2
143,"BatchNormalization","Inception6/mixed_5_tower_conv_2_batchnorm",55488,55488,0,0,0,192,17,17,192,17,17,"","","","","","","",741.,742.,0.,48.3667
146,"BatchNormalization","Inception6/mixed_5_tower_1_conv_batchnorm",46240,46240,0,0,0,160,17,17,160,17,17,"","","","","","","",630.,628.,0.,45.400000000000006
149,"BatchNormalization","Inception6/mixed_5_tower_1_conv_1_batchnorm",46240,46240,0,0,0,160,17,17,160,17,17,"","","","","","","",630.,629.,0.,45.2
152,"BatchNormalization","Inception6/mixed_5_tower_1_conv_2_batchnorm",46240,46240,0,0,0,160,17,17,160,17,17,"","","","","","","",627.,630.,0.,45.033300000000004
