"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv_1",0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,1842.,9358.,26161.372644646417,2176.6333
2,"BatchNormalization","bn_1",802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9358.,9373.,0.,318.7
3,"Elementwise","relu_1",0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9346.,9361.,269.0402144772118,298.43330000000003
4,"Pooling","pool_1",0,0,1742400,0,0,64,112,112,64,55,55,"Max",3,3,2,2,"","",9351.,2337.,0.,1516.5333
5,"Convolution","conv_2_red",0,0,0,0,12390400,64,55,55,64,55,55,"",1,1,1,1,1,1,2332.,2334.,14048.072562358277,157.20000000000002
6,"BatchNormalization","bn_2_red",193600,193600,0,0,0,64,55,55,64,55,55,"","","","","","","",2334.,2333.,0.,107.33330000000001
7,"Elementwise","relu_2_red",0,0,193600,0,193600,64,55,55,64,55,55,"Ramp","","","","","","",2283.,2288.,252.41199478487613,100.06670000000001
8,"Convolution","conv_2",0,0,0,0,334540800,64,55,55,192,55,55,"",3,3,1,1,1,1,2285.,6721.,78090.75630252101,2582.6667
9,"BatchNormalization","bn_2",580800,580800,0,0,0,192,55,55,192,55,55,"","","","","","","",6719.,6723.,0.,249.66670000000002
10,"Elementwise","relu_2",0,0,580800,0,580800,192,55,55,192,55,55,"Ramp","","","","","","",6713.,6729.,285.4054054054054,227.70000000000002
11,"Pooling","pool_2",0,0,1259712,0,0,192,55,55,192,27,27,"Max",3,3,2,2,"","",6718.,1673.,0.,1127.1333
12,"Convolution","3a/conv1x1",0,0,0,0,8957952,192,27,27,64,27,27,"",1,1,1,1,1,1,1676.,602.,19516.23529411765,84.9
13,"BatchNormalization","3a/bn1x1",46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",603.,604.,0.,43.066700000000004
14,"Elementwise","3a/relu1x1",0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",602.,603.,140.53012048192772,39.7333
15,"Convolution","3a/conv3x3_reduce",0,0,0,0,8957952,192,27,27,64,27,27,"",1,1,1,1,1,1,1675.,602.,19687.806593406593,86.4667
16,"BatchNormalization","3a/bn3x3_reduce",46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",600.,599.,0.,44.3333
17,"Elementwise","3a/relu3x3_reduce",0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",601.,601.,141.38181818181818,40.
18,"Convolution","3a/conv3x3",0,0,0,0,26873856,64,27,27,64,27,27,"",3,3,1,1,1,1,598.,599.,22716.699915469144,474.16670000000005
19,"BatchNormalization","3a/bn3x3",46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",599.,600.,0.,44.1667
20,"Elementwise","3a/relu3x3",0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",601.,597.,134.06896551724137,39.5
21,"Convolution","3a/convdouble_3x3_reduce",0,0,0,0,8957952,192,27,27,64,27,27,"",1,1,1,1,1,1,1671.,602.,19140.923076923078,84.60000000000001
22,"BatchNormalization","3a/bndouble_3x3_reduce",46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",599.,597.,0.,44.033300000000004
23,"Elementwise","3a/reludouble_3x3_reduce",0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",600.,599.,135.23478260869567,39.4667
24,"Convolution","3a/convdouble_3x3_0",0,0,0,0,40310784,64,27,27,96,27,27,"",3,3,1,1,1,1,601.,873.,36982.37064220184,517.9667000000001
25,"BatchNormalization","3a/bndouble_3x3_0",69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",868.,868.,0.,70.6333
26,"Elementwise","3a/reludouble_3x3_0",0,0,69984,0,69984,96,27,27,96,27,27,"Ramp","","","","","","",870.,871.,169.8640776699029,56.800000000000004
27,"Convolution","3a/convdouble_3x3_1",0,0,0,0,60466176,96,27,27,96,27,27,"",3,3,1,1,1,1,869.,870.,34297.32047646058,830.3667
28,"BatchNormalization","3a/bndouble_3x3_1",69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",871.,871.,0.,53.2667
29,"Elementwise","3a/reludouble_3x3_1",0,0,69984,0,69984,96,27,27,96,27,27,"Ramp","","","","","","",868.,868.,174.52369077306733,46.4667
30,"Pooling","3a/avg_poolpool",1259712,0,0,0,0,192,27,27,192,27,27,"Mean",3,3,1,1,"","",1671.,1667.,0.,1332.6667
31,"Convolution","3a/convproj",0,0,0,0,4478976,192,27,27,32,27,27,"",1,1,1,1,1,1,1673.,336.,11786.77894736842,64.5667
32,"BatchNormalization","3a/bnproj",23328,23328,0,0,0,32,27,27,32,27,27,"","","","","","","",334.,336.,0.,37.
33,"Elementwise","3a/reluproj",0,0,23328,0,23328,32,27,27,32,27,27,"Ramp","","","","","","",335.,335.,90.06949806949807,34.066700000000004
34,"Catenate","3a/ch_concatchconcat",0,0,0,0,0,64,27,27,256,27,27,"","","","","","","",598.,2212.,0.,96.60000000000001
35,"Convolution","3b/conv1x1",0,0,0,0,11943936,256,27,27,64,27,27,"",1,1,1,1,1,1,2204.,600.,22325.11401869159,113.7667
36,"BatchNormalization","3b/bn1x1",46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",598.,598.,0.,53.6
