"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1",0,0,0,0,22064832,3,227,227,64,113,113,"",3,3,2,2,1,1,2059.,10300.,6706.635866261398,737.2333
2,"Elementwise","relu_conv1",0,0,817216,0,817216,64,113,113,64,113,113,"Ramp","","","","","","",10287.,10285.,263.8734258960284,300.2667
3,"Pooling","pool1",0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",10319.,2627.,0.,1556.5333
4,"Convolution","fire2/squeeze1x1",0,0,0,0,3211264,64,56,56,16,56,56,"",1,1,1,1,1,1,2472.,685.,6634.842975206611,62.
5,"Elementwise","fire2/relu_squeeze1x1",0,0,50176,0,50176,16,56,56,16,56,56,"Ramp","","","","","","",685.,685.,142.54545454545456,40.3667
6,"Convolution","fire2/expand1x1",0,0,0,0,3211264,16,56,56,64,56,56,"",1,1,1,1,1,1,683.,2467.,3945.041769041769,152.2333
7,"Elementwise","fire2/relu_expand1x1",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2467.,2466.,262.3581699346405,96.
8,"Convolution","fire2/expand3x3",0,0,0,0,28901376,16,56,56,64,56,56,"",3,3,1,1,1,1,686.,2466.,19904.528925619834,544.1667
9,"Elementwise","fire2/relu_expand3x3",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2475.,2620.,261.67405475880054,99.4667
10,"Catenate","fire2/concat",0,0,0,0,0,64,56,56,128,56,56,"","","","","","","",2406.,4697.,0.,192.63330000000002
11,"Convolution","fire3/squeeze1x1",0,0,0,0,6422528,128,56,56,16,56,56,"",1,1,1,1,1,1,4699.,675.,10668.651162790698,114.03330000000001
12,"Elementwise","fire3/relu_squeeze1x1",0,0,50176,0,50176,16,56,56,16,56,56,"Ramp","","","","","","",676.,676.,149.33333333333331,50.
13,"Convolution","fire3/expand1x1",0,0,0,0,3211264,16,56,56,64,56,56,"",1,1,1,1,1,1,676.,2407.,4080.3862770012706,169.5333
14,"Elementwise","fire3/relu_expand1x1",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2407.,2404.,251.19399249061328,93.9667
15,"Convolution","fire3/expand3x3",0,0,0,0,28901376,16,56,56,64,56,56,"",3,3,1,1,1,1,676.,2404.,24024.418952618453,539.9667000000001
16,"Elementwise","fire3/relu_expand3x3",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2403.,2406.,255.34860050890586,121.30000000000001
17,"Catenate","fire3/concat",0,0,0,0,0,64,56,56,128,56,56,"","","","","","","",2407.,4696.,0.,193.0667
18,"Padding","pool3_pad",0,0,0,0,0,128,56,56,128,57,57,"","","","","","","",4695.,4864.,0.,857.4333
19,"Pooling","pool3",0,0,903168,0,0,128,57,57,128,28,28,"Max",3,3,2,2,"","",4865.,1258.,0.,797.7667
20,"Convolution","fire4/squeeze1x1",0,0,0,0,3211264,128,28,28,32,28,28,"",1,1,1,1,1,1,1258.,377.,8920.177777777779,71.9
21,"Elementwise","fire4/relu_squeeze1x1",0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",378.,378.,92.57564575645756,39.1667
22,"Convolution","fire4/expand1x1",0,0,0,0,3211264,32,28,28,128,28,28,"",1,1,1,1,1,1,379.,1255.,6308.966601178781,120.9667
23,"Elementwise","fire4/relu_expand1x1",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1259.,195.61793372319687,72.7667
24,"Convolution","fire4/expand3x3",0,0,0,0,28901376,32,28,28,128,28,28,"",3,3,1,1,1,1,377.,1258.,35117.103280680436,657.8000000000001
25,"Elementwise","fire4/relu_expand3x3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1260.,194.48062015503876,58.
26,"Catenate","fire4/concat",0,0,0,0,0,128,28,28,256,28,28,"","","","","","","",1260.,2405.,0.,95.7
27,"Convolution","fire5/squeeze1x1",0,0,0,0,6422528,256,28,28,32,28,28,"",1,1,1,1,1,1,2402.,377.,14053.671772428883,78.33330000000001
28,"Elementwise","fire5/relu_squeeze1x1",0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",378.,380.,93.2639405204461,34.2333
29,"Convolution","fire5/expand1x1",0,0,0,0,3211264,32,28,28,128,28,28,"",1,1,1,1,1,1,378.,1261.,4497.568627450981,99.7
30,"Elementwise","fire5/relu_expand1x1",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1258.,1258.,134.88172043010755,62.
31,"Convolution","fire5/expand3x3",0,0,0,0,28901376,32,28,28,128,28,28,"",3,3,1,1,1,1,379.,1259.,35245.58048780488,372.8333
32,"Elementwise","fire5/relu_expand3x3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1257.,1257.,196.76862745098038,72.4
33,"Catenate","fire5/concat",0,0,0,0,0,128,28,28,256,28,28,"","","","","","","",1259.,2403.,0.,118.86670000000001
34,"Padding","pool5_pad",0,0,0,0,0,256,28,28,256,29,29,"","","","","","","",2405.,2569.,0.,484.3
35,"Pooling","pool5",0,0,451584,0,0,256,29,29,256,14,14,"Max",3,3,2,2,"","",2568.,675.,0.,445.7667
36,"Convolution","fire6/squeeze1x1",0,0,0,0,2408448,256,14,14,48,14,14,"",1,1,1,1,1,1,675.,188.,8082.040268456376,61.2
37,"Elementwise","fire6/relu_squeeze1x1",0,0,9408,0,9408,48,14,14,48,14,14,"Ramp","","","","","","",191.,189.,44.37735849056604,35.6
38,"Convolution","fire6/expand1x1",0,0,0,0,1806336,48,14,14,192,14,14,"",1,1,1,1,1,1,189.,528.,5392.04776119403,71.7333
39,"Elementwise","fire6/relu_expand1x1",0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",530.,530.,122.98039215686275,36.7
40,"Convolution","fire6/expand3x3",0,0,0,0,16257024,48,14,14,192,14,14,"",3,3,1,1,1,1,190.,528.,32192.126732673267,232.26670000000001
41,"Elementwise","fire6/relu_expand3x3",0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",530.,529.,123.38360655737705,34.8333
42,"Catenate","fire6/concat",0,0,0,0,0,192,14,14,384,14,14,"","","","","","","",528.,974.,0.,47.1
43,"Convolution","fire7/squeeze1x1",0,0,0,0,3612672,384,14,14,48,14,14,"",1,1,1,1,1,1,968.,191.,11396.441640378549,55.300000000000004
44,"Elementwise","fire7/relu_squeeze1x1",0,0,9408,0,9408,48,14,14,48,14,14,"Ramp","","","","","","",191.,189.,44.37735849056604,32.3333
45,"Convolution","fire7/expand1x1",0,0,0,0,1806336,48,14,14,192,14,14,"",1,1,1,1,1,1,190.,529.,5523.963302752293,78.1667
46,"Elementwise","fire7/relu_expand1x1",0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",530.,527.,121.7864077669903,44.3667
47,"Convolution","fire7/expand3x3",0,0,0,0,16257024,48,14,14,192,14,14,"",3,3,1,1,1,1,190.,529.,32449.1497005988,348.1667
48,"Elementwise","fire7/relu_expand3x3",0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",528.,528.,122.5798045602606,44.3667
49,"Catenate","fire7/concat",0,0,0,0,0,192,14,14,384,14,14,"","","","","","","",528.,977.,0.,62.033300000000004
