"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1",0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,1836.,9396.,19891.109388167875,1941.8000000000002
2,"BatchNormalization","bn_conv1",802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9386.,9368.,0.,318.1
3,"Elementwise","conv1_relu",0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9367.,9370.,272.881033310673,294.93330000000003
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9367.,9528.,0.,894.2333000000001
5,"Pooling","pool1",0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9539.,2410.,0.,1536.2333
6,"Convolution","2a/res2a_branch1",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2411.,9358.,20784.880258899677,249.3667
7,"BatchNormalization","2a/bn2a_branch1",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9371.,9370.,0.,320.6667
8,"Convolution","2a/res2a_branch2a",0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,2409.,2410.,15550.915254237289,82.5667
9,"BatchNormalization","2a/bn2a_branch2a",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2411.,2413.,0.,100.30000000000001
10,"Elementwise","2a/res2a_branch2a_relu",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2412.,2413.,248.70384138785627,92.
11,"Convolution","2a/res2a_branch2b",0,0,0,0,115605504,64,56,56,64,56,56,"",3,3,1,1,1,1,2411.,2410.,33450.666666666664,1762.5
12,"BatchNormalization","2a/bn2a_branch2b",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2409.,2410.,0.,101.80000000000001
13,"Elementwise","2a/res2a_branch2b_relu",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2409.,2411.,249.0124069478908,96.
14,"Convolution","2a/res2a_branch2c",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2408.,9362.,20626.344439983943,356.73330000000004
15,"BatchNormalization","2a/bn2a_branch2c",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9372.,9370.,0.,325.2667
16,"Total","2a/res2a",802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9364.,9379.,0.,477.93330000000003
