"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
141,"Linear","linear1000",0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",124.,88.,10265.664160401002,239.20000000000002
33,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",355.,117.,12473.955814518087,8032.3
36,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",117.,116.,11030.385272846812,1335.9667000000002
39,"Linear","fc8_101",0,0,0,0,413696,4096,"","",101,"","","","","","","","","",116.,63.,1951.3962264150944,40.033300000000004
33,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",371.,125.,12551.660925858067,8024.700000000001
36,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",124.,123.,10979.853403141362,1329.4333000000001
39,"Linear","fc8_101",0,0,0,0,413696,4096,"","",101,"","","","","","","","","",124.,72.,2048.,40.3333
47,"Linear","Reconstruct/1",0,0,0,0,8192,16,"","",512,"","","","","","","","","",67.,75.,54.25165562913907,27.7333
49,"Linear","Reconstruct/3",0,0,0,0,524288,512,"","",1024,"","","","","","","","","",76.,82.,1814.1453287197232,55.133300000000006
51,"Linear","Reconstruct/5",0,0,0,0,802816,1024,"","",784,"","","","","","","","","",83.,80.,2462.6257668711655,56.1
33,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",359.,119.,12299.275643327348,8031.0333
36,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",118.,116.,9956.80474777448,1327.1000000000001
39,"Linear","fc8_2",0,0,0,0,8192,4096,"","",2,"","","","","","","","","",116.,66.,52.17834394904459,26.
146,"Linear","loss3_classifier_sos",0,0,0,0,5120,1024,"","",5,"","","","","","","","","",83.,66.,29.595375722543352,26.
146,"Linear","loss3_classifier",0,0,0,0,1024000,1024,"","",1000,"","","","","","","","","",82.,81.,4031.496062992126,69.1333
146,"Linear","loss3_classifier",0,0,0,0,373760,1024,"","",365,"","","","","","","","","",91.,75.,1887.676767676768,38.8667
309,"Linear","fc1",0,0,0,0,2064384,2048,"","",1008,"","","","","","","","","",92.,80.,6927.463087248322,188.5333
8,"Linear",8,0,0,0,0,400000,800,"","",500,"","","","","","","","","",91.,84.,1923.076923076923,49.800000000000004
10,"Linear",10,0,0,0,0,5000,500,"","",10,"","","","","","","","","",85.,71.,31.446540880503147,33.2
346,"Linear","fc1000",0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",112.,91.,5094.527363184079,126.5
343,"Linear","fc1",0,0,0,0,31799296,2048,"","",15527,"","","","","","","","","",93.,244.,11463.336697909155,2461.9
516,"Linear","fc1000",0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",101.,89.,6918.918918918919,127.80000000000001
176,"Linear","fc1000",0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",102.,90.,6301.538461538462,126.86670000000001
33,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",357.,118.,12330.267338612912,8062.6333
36,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",118.,116.,11044.90849242923,1339.7667000000001
39,"Linear","fc8",0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",118.,82.,10138.613861386139,272.5667
39,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",379.,127.,12553.194234058148,7948.5667
42,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",128.,128.,10965.50065359477,1301.5667
45,"Linear","fc8",0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",128.,92.,10163.771712158808,219.8
175,"Linear",23,0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",101.,88.,6989.761092150171,126.2
231,"Linear","linear",0,0,0,0,4418560,1024,1,1,4315,"","","","","","","","","",83.,119.,10065.0569476082,278.6333
176,"Linear","fc_nsfw",0,0,0,0,2048,1024,"","",2,"","","","","","","","","",89.,72.,13.212903225806452,25.5667
