"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1_1",0,0,0,0,86704128,3,224,224,64,224,224,"",3,3,1,1,1,1,3139.,39558.,5115.2877876106195,2681.5
2,"Elementwise","relu1_1",0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39562.,39594.,188.4544600938967,1433.9
3,"Convolution","conv1_2",0,0,0,0,1849688064,64,224,224,64,224,224,"",3,3,1,1,1,1,39596.,39632.,36994.5011700234,34146.6
4,"Elementwise","relu1_2",0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39581.,39585.,188.36602534021586,1436.6333
5,"Pooling","pool1",0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39592.,10146.,0.,3814.7000000000003
6,"Convolution","conv2_1",0,0,0,0,924844032,64,112,112,128,112,112,"",3,3,1,1,1,1,9903.,19343.,58129.73174104337,9600.033300000001
7,"Elementwise","relu2_1",0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19297.,19318.,223.68793535803846,558.0667000000001
8,"Convolution","conv2_2",0,0,0,0,1849688064,128,112,112,128,112,112,"",3,3,1,1,1,1,19261.,19312.,70536.85939823819,19055.833300000002
9,"Elementwise","relu2_2",0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19279.,19286.,224.15635906742986,552.7667
10,"Pooling","pool2",0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19272.,5105.,0.,1913.4667000000002
11,"Convolution","conv3_1",0,0,0,0,924844032,128,56,56,256,56,56,"",3,3,1,1,1,1,5098.,10134.,104644.04073319756,5797.3
12,"Elementwise","relu3_1",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",10111.,10102.,270.3994610980128,304.0667
13,"Convolution","conv3_2",0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,9621.,9623.,120878.84354986277,11744.7
14,"Elementwise","relu3_2",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9647.,10105.,270.58173238961916,304.0333
15,"Convolution","conv3_3",0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,10090.,10098.,120736.81879895562,11702.633300000001
16,"Elementwise","relu3_3",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",10097.,10092.,260.2320907617504,304.7
17,"Pooling","pool3",0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",10097.,2396.,0.,1008.3333
18,"Convolution","conv4_1",0,0,0,0,924844032,256,28,28,512,28,28,"",3,3,1,1,1,1,2384.,4669.,143164.7108359133,5069.0667
19,"Elementwise","relu4_1",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4663.,4658.,293.4269005847953,169.9333
20,"Convolution","conv4_2",0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4669.,4667.,152715.3289299868,10258.566700000001
21,"Elementwise","relu4_2",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4665.,4671.,298.0014847809948,169.5667
22,"Convolution","conv4_3",0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4665.,4668.,152715.3289299868,10237.566700000001
23,"Elementwise","relu4_3",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4668.,4665.,292.9985401459854,169.5667
24,"Pooling","pool4",0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4670.,1224.,0.,511.70000000000005
25,"Convolution","conv5_1",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1225.,1225.,157769.36745138178,2466.6667
26,"Elementwise","relu5_1",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1229.,1223.,199.90438247011951,58.
27,"Convolution","conv5_2",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1224.,1223.,157715.5579809004,2469.7667
28,"Elementwise","relu5_2",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1223.,1224.,198.71683168316832,58.
29,"Convolution","conv5_3",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1223.,1223.,157984.97300990776,2468.3667
30,"Elementwise","relu5_3",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1224.,1225.,194.85825242718445,57.2667
31,"Pooling","pool5",0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1221.,357.,0.,161.8333
32,"Flatten","flatten_0",0,0,0,0,0,512,7,7,25088,"","","","","","","","","",356.,355.,0.,26.
33,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",357.,118.,12330.267338612912,8062.6333
34,"Elementwise","relu6",0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",118.,116.,23.01123595505618,26.7667
35,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",118.,118.,23.01123595505618,24.5
36,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",118.,116.,11044.90849242923,1339.7667000000001
37,"Elementwise","relu7",0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",116.,118.,22.88268156424581,24.5333
38,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,117.,23.01123595505618,24.2667
39,"Linear","fc8",0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",118.,82.,10138.613861386139,272.5667
40,"Softmax","prob",1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",82.,81.,0.,42.2
