"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
3,"Padding","pool1_3x3_s2_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",10091.,10305.,0.,907.9667000000001
11,"Padding","pool2_3x3_s2_pad",0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",7007.,7258.,0.,653.6667
41,"Padding","pool3_3x3_s2_pad",0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",4423.,4734.,0.,458.3
113,"Padding","pool4_3x3_s2_pad",0,0,0,0,0,832,14,14,832,15,15,"","","","","","","",1972.,2245.,0.,246.53330000000003
3,"Padding","pool1_3x3_s2_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9365.,9549.,0.,906.0667000000001
11,"Padding","pool2_3x3_s2_pad",0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",7040.,7276.,0.,653.6
41,"Padding","pool3_3x3_s2_pad",0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",4429.,4739.,0.,459.5333
113,"Padding","pool4_3x3_s2_pad",0,0,0,0,0,832,14,14,832,15,15,"","","","","","","",1947.,2223.,0.,246.13330000000002
3,"Padding","pool1_3x3_s2_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9304.,9468.,0.,911.3000000000001
11,"Padding","pool2_3x3_s2_pad",0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",6988.,7232.,0.,674.1
41,"Padding","pool3_3x3_s2_pad",0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",4389.,4702.,0.,460.93330000000003
113,"Padding","pool4_3x3_s2_pad",0,0,0,0,0,832,14,14,832,15,15,"","","","","","","",1967.,2241.,0.,248.5
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9446.,9492.,0.,891.8000000000001
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9367.,9528.,0.,894.2333000000001
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",10090.,10297.,0.,910.
18,"Padding","pool3_pad",0,0,0,0,0,128,56,56,128,57,57,"","","","","","","",4695.,4864.,0.,857.4333
34,"Padding","pool5_pad",0,0,0,0,0,256,28,28,256,29,29,"","","","","","","",2405.,2569.,0.,484.3
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9310.,9488.,0.,909.0333
