"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1a",0,0,0,0,176947200,3,320,320,64,320,320,"",3,3,1,1,1,1,3633.,103286.,2283.24859996387,3704.2667
5,"Convolution","2a/res2a_branch1",0,0,0,0,209715200,64,160,160,128,160,160,"",1,1,1,1,1,1,19824.,40599.,5414.240718748386,1178.6667
6,"Convolution","2a/res2a_branch2a",0,0,0,0,1887436800,64,160,160,128,160,160,"",3,3,1,1,1,1,19797.,40566.,33143.16218304418,19541.833300000002
9,"Convolution","2a/res2a_branch2b1",0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40557.,40591.,47081.16440918956,38628.7667
13,"Convolution","2b1/res2b1_branch2a",0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40624.,40591.,46437.12141714848,38628.
16,"Convolution","2b1/res2b1_branch2b1",0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40578.,40583.,48439.28653920185,38699.9
20,"Convolution","2b2/res2b2_branch2a",0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40598.,40563.,48456.074862328795,38677.3667
23,"Convolution","2b2/res2b2_branch2b1",0,0,0,0,3774873600,128,160,160,128,160,160,"",3,3,1,1,1,1,40563.,40575.,48243.662295836206,38632.0333
28,"Convolution","3a/res3a_branch1",0,0,0,0,209715200,128,80,80,256,80,80,"",1,1,1,1,1,1,9585.,19785.,32524.06947890819,652.1667
29,"Convolution","3a/res3a_branch2a",0,0,0,0,1887436800,128,80,80,256,80,80,"",3,3,1,1,1,1,9591.,19827.,99385.85645832236,12131.8333
32,"Convolution","3a/res3a_branch2b1",0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19831.,19819.,116869.15170278637,24747.
36,"Convolution","3b1/res3b1_branch2a",0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19841.,19815.,116977.79981406879,24772.833300000002
39,"Convolution","3b1/res3b1_branch2b1",0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19835.,19809.,116869.15170278637,24719.9667
43,"Convolution","3b2/res3b2_branch2a",0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19837.,19816.,116919.82902806171,24672.7667
46,"Convolution","3b2/res3b2_branch2b1",0,0,0,0,3774873600,256,80,80,256,80,80,"",3,3,1,1,1,1,19828.,19812.,116840.21295035286,24743.800000000003
51,"Convolution","4a/res4a_branch1",0,0,0,0,209715200,256,40,40,512,40,40,"",1,1,1,1,1,1,4797.,9579.,66809.5571838165,655.2667
52,"Convolution","4a/res4a_branch2a",0,0,0,0,1887436800,256,40,40,512,40,40,"",3,3,1,1,1,1,4798.,9556.,148874.9645054425,9330.066700000001
55,"Convolution","4a/res4a_branch2b1",0,0,0,0,3774873600,512,40,40,512,40,40,"",3,3,1,1,1,1,9567.,9582.,165014.58296905053,19011.1667
