"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
342,"Aggregation","pool1",2092.,100352,100352,0,0,0,2048,7,7,2048,"","","Mean","","","","","","",0.
1,"BatchNormalization","bn_data",667.,150528,150528,0,0,0,3,224,224,3,224,224,"","","","","","","",0.
33,"BatchNormalization","stage1_unit3/bn3",795.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
20,"BatchNormalization","stage1_unit2/bn2",798.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
30,"BatchNormalization","stage1_unit3/bn2",801.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
6,"BatchNormalization","stage1_unit1/bn1",802.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
12,"BatchNormalization","stage1_unit1/bn3",803.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
23,"BatchNormalization","stage1_unit2/bn3",804.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
9,"BatchNormalization","stage1_unit1/bn2",806.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
3,"BatchNormalization","bn0",2968.,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",0.
61,"BatchNormalization","stage2_unit3/bn2",502.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
54,"BatchNormalization","stage2_unit2/bn3",511.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
64,"BatchNormalization","stage2_unit3/bn3",511.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
74,"BatchNormalization","stage2_unit4/bn3",517.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
43,"BatchNormalization","stage2_unit1/bn3",519.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
51,"BatchNormalization","stage2_unit2/bn2",519.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
71,"BatchNormalization","stage2_unit4/bn2",520.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",0.
40,"BatchNormalization","stage2_unit1/bn2",1386.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
265,"BatchNormalization","stage3_unit19/bn3",343.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",0.
272,"BatchNormalization","stage3_unit20/bn2",350.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",0.
242,"BatchNormalization","stage3_unit17/bn2",351.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",0.
282,"BatchNormalization","stage3_unit21/bn2",352.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",0.
295,"BatchNormalization","stage3_unit22/bn3",352.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",0.
202,"BatchNormalization","stage3_unit13/bn2",353.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",0.
