"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
1,"Convolution","conv1_1",16713.,0,0,0,0,86704128,3,224,224,64,224,224,"",3,3,1,1,1,1,1841.,39742.,5187.825525040387
6,"Convolution","conv2_1",15852.,0,0,0,0,924844032,64,112,112,128,112,112,"",3,3,1,1,1,1,9352.,19340.,58342.419379258135
3,"Convolution","conv1_2",50079.,0,0,0,0,1849688064,64,224,224,64,224,224,"",3,3,1,1,1,1,39626.,39771.,36935.403342718506
11,"Convolution","conv3_1",8839.,0,0,0,0,924844032,128,56,56,256,56,56,"",3,3,1,1,1,1,4705.,9349.,104632.20183278651
8,"Convolution","conv2_2",26263.,0,0,0,0,1849688064,128,112,112,128,112,112,"",3,3,1,1,1,1,19339.,19301.,70429.42786429578
20,"Convolution","conv4_1",6461.,0,0,0,0,924844032,256,28,28,512,28,28,"",3,3,1,1,1,1,2410.,4704.,143142.5525460455
13,"Convolution","conv3_2",15328.,0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,9344.,9342.,120673.80375782879
17,"Convolution","conv3_4",15335.,0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,9335.,9337.,120618.7195304858
15,"Convolution","conv3_3",15353.,0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,9335.,9334.,120477.30502181985
35,"Convolution","conv5_4",2936.,0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1262.,1262.,157500.68664850135
31,"Convolution","conv5_2",2937.,0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1259.,1260.,157447.0602655771
33,"Convolution","conv5_3",2937.,0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1260.,1260.,157447.0602655771
29,"Convolution","conv5_1",2940.,0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1260.,1260.,157286.4
26,"Convolution","conv4_4",12098.,0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4706.,4710.,152892.0535625723
24,"Convolution","conv4_3",12106.,0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4707.,4705.,152791.01800759952
22,"Convolution","conv4_2",12112.,0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4714.,4707.,152715.3289299868
41,"Dropout","drop6",178.,0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",128.,126.,23.01123595505618
44,"Dropout","drop7",180.,0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",128.,127.,22.755555555555556
2,"Elementwise","relu1_1",17078.,0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39627.,39751.,188.03513291954562
4,"Elementwise","relu1_2",17100.,0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39642.,39726.,187.793216374269
7,"Elementwise","relu2_1",7098.,0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19360.,19348.,226.20907297830374
9,"Elementwise","relu2_2",7230.,0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19341.,19307.,222.07911479944676
12,"Elementwise","relu3_1",2948.,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9349.,9338.,272.32564450474894
18,"Elementwise","relu3_4",2949.,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9334.,9336.,272.2332994235334
14,"Elementwise","relu3_2",2958.,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9339.,9344.,271.4050033806626
16,"Elementwise","relu3_3",2964.,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9332.,9342.,270.85560053981106
36,"Elementwise","relu5_4",507.,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1262.,1260.,197.9329388560158
32,"Elementwise","relu5_2",508.,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1260.,1263.,197.54330708661416
30,"Elementwise","relu5_1",509.,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1262.,1262.,197.15520628683691
34,"Elementwise","relu5_3",510.,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1260.,1261.,196.76862745098038
27,"Elementwise","relu4_4",1373.,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4708.,4706.,292.3583394027677
25,"Elementwise","relu4_3",1375.,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4707.,4710.,291.9330909090909
21,"Elementwise","relu4_1",1376.,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4704.,4708.,291.72093023255815
23,"Elementwise","relu4_2",1380.,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4705.,4703.,290.8753623188406
43,"Elementwise","relu7",179.,0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",127.,128.,22.88268156424581
40,"Elementwise","relu6",181.,0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",128.,127.,22.629834254143645
38,"Flatten","flatten_0",268.,0,0,0,0,0,512,7,7,25088,"","","","","","","","","",380.,381.,0.
45,"Linear","fc8",403.,0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",128.,92.,10163.771712158808
42,"Linear","fc7",1530.,0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",128.,128.,10965.50065359477
39,"Linear","fc6",8186.,0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",379.,127.,12553.194234058148
5,"Pooling","pool1",9260.,0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39632.,9359.,0.
10,"Pooling","pool2",4143.,0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19338.,4707.,0.
19,"Pooling","pool3",2024.,0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",9344.,2414.,0.
37,"Pooling","pool5",451.,0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1258.,379.,0.
28,"Pooling","pool4",1108.,0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4710.,1262.,0.
46,"Softmax","prob",186.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",92.,90.,0.
