"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
26,"Catenate","inception_3a/output",886.,0,0,0,0,0,64,28,28,256,28,28,"","","","","","","",0.
98,"Catenate","inception_4d/output",598.,0,0,0,0,0,112,14,14,528,14,14,"","","","","","","",0.
84,"Catenate","inception_4c/output",556.,0,0,0,0,0,128,14,14,512,14,14,"","","","","","","",0.
40,"Catenate","inception_3b/output",1406.,0,0,0,0,0,128,28,28,480,28,28,"","","","","","","",0.
70,"Catenate","inception_4b/output",584.,0,0,0,0,0,160,14,14,512,14,14,"","","","","","","",0.
56,"Catenate","inception_4a/output",576.,0,0,0,0,0,192,14,14,512,14,14,"","","","","","","",0.
128,"Catenate","inception_5a/output",405.,0,0,0,0,0,256,7,7,832,7,7,"","","","","","","",0.
112,"Catenate","inception_4e/output",782.,0,0,0,0,0,256,14,14,832,14,14,"","","","","","","",0.
142,"Catenate","inception_5b/output",435.,0,0,0,0,0,384,7,7,1024,7,7,"","","","","","","",0.
6,"Convolution","conv2_3x3_reduce",923.,0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,13916.637053087756
19,"Convolution","inception_3a/5x5_reduce",348.,0,0,0,0,2408448,192,28,28,16,28,28,"",1,1,1,1,1,1,6920.827586206897
24,"Convolution","inception_3a/pool_proj",383.,0,0,0,0,4816896,192,28,28,32,28,28,"",1,1,1,1,1,1,12576.751958224544
13,"Convolution","inception_3a/1x1",486.,0,0,0,0,9633792,192,28,28,64,28,28,"",1,1,1,1,1,1,19822.617283950618
15,"Convolution","inception_3a/3x3_reduce",595.,0,0,0,0,14450688,192,28,28,96,28,28,"",1,1,1,1,1,1,24286.870588235295
33,"Convolution","inception_3b/5x5_reduce",468.,0,0,0,0,6422528,256,28,28,32,28,28,"",1,1,1,1,1,1,13723.35042735043
38,"Convolution","inception_3b/pool_proj",573.,0,0,0,0,12845056,256,28,28,64,28,28,"",1,1,1,1,1,1,22417.20069808028
29,"Convolution","inception_3b/3x3_reduce",750.,0,0,0,0,25690112,256,28,28,128,28,28,"",1,1,1,1,1,1,34253.48266666666
27,"Convolution","inception_3b/1x1",767.,0,0,0,0,25690112,256,28,28,128,28,28,"",1,1,1,1,1,1,33494.27900912647
49,"Convolution","inception_4a/5x5_reduce",281.,0,0,0,0,1505280,480,14,14,16,14,14,"",1,1,1,1,1,1,5356.868327402135
54,"Convolution","inception_4a/pool_proj",322.,0,0,0,0,6021120,480,14,14,64,14,14,"",1,1,1,1,1,1,18699.130434782608
45,"Convolution","inception_4a/3x3_reduce",380.,0,0,0,0,9031680,480,14,14,96,14,14,"",1,1,1,1,1,1,23767.57894736842
43,"Convolution","inception_4a/1x1",531.,0,0,0,0,18063360,480,14,14,192,14,14,"",1,1,1,1,1,1,34017.627118644064
63,"Convolution","inception_4b/5x5_reduce",299.,0,0,0,0,2408448,512,14,14,24,14,14,"",1,1,1,1,1,1,8055.010033444816
91,"Convolution","inception_4d/5x5_reduce",310.,0,0,0,0,3211264,512,14,14,32,14,14,"",1,1,1,1,1,1,10358.916129032257
77,"Convolution","inception_4c/5x5_reduce",312.,0,0,0,0,2408448,512,14,14,24,14,14,"",1,1,1,1,1,1,7719.384615384615
96,"Convolution","inception_4d/pool_proj",356.,0,0,0,0,6422528,512,14,14,64,14,14,"",1,1,1,1,1,1,18040.808988764045
68,"Convolution","inception_4b/pool_proj",359.,0,0,0,0,6422528,512,14,14,64,14,14,"",1,1,1,1,1,1,17890.050139275765
82,"Convolution","inception_4c/pool_proj",360.,0,0,0,0,6422528,512,14,14,64,14,14,"",1,1,1,1,1,1,17840.355555555558
85,"Convolution","inception_4d/1x1",414.,0,0,0,0,11239424,512,14,14,112,14,14,"",1,1,1,1,1,1,27148.367149758455
59,"Convolution","inception_4b/3x3_reduce",428.,0,0,0,0,11239424,512,14,14,112,14,14,"",1,1,1,1,1,1,26260.33644859813
71,"Convolution","inception_4c/1x1",449.,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,28608.1425389755
73,"Convolution","inception_4c/3x3_reduce",450.,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,28544.568888888887
87,"Convolution","inception_4d/3x3_reduce",477.,0,0,0,0,14450688,512,14,14,144,14,14,"",1,1,1,1,1,1,30294.943396226416
57,"Convolution","inception_4b/1x1",487.,0,0,0,0,16056320,512,14,14,160,14,14,"",1,1,1,1,1,1,32969.85626283368
105,"Convolution","inception_4e/5x5_reduce",305.,0,0,0,0,3311616,528,14,14,32,14,14,"",1,1,1,1,1,1,10857.75737704918
110,"Convolution","inception_4e/pool_proj",455.,0,0,0,0,13246464,528,14,14,128,14,14,"",1,1,1,1,1,1,29113.10769230769
101,"Convolution","inception_4e/3x3_reduce",498.,0,0,0,0,16558080,528,14,14,160,14,14,"",1,1,1,1,1,1,33249.156626506025
99,"Convolution","inception_4e/1x1",570.,0,0,0,0,26492928,528,14,14,256,14,14,"",1,1,1,1,1,1,46478.82105263158
