"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
9,"BatchNormalization","2a/bn2a_branch2a",801.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2386.,2388.,0.
32,"BatchNormalization","2c/bn2c_branch2b",808.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2375.,2376.,0.
22,"BatchNormalization","2b/bn2b_branch2b",818.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2398.,2398.,0.
29,"BatchNormalization","2c/bn2c_branch2a",820.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2373.,2381.,0.
19,"BatchNormalization","2b/bn2b_branch2a",825.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2403.,2398.,0.
12,"BatchNormalization","2a/bn2a_branch2b",830.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2382.,2374.,0.
2,"BatchNormalization","bn_conv1",2936.,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9316.,9320.,0.
74,"BatchNormalization","3b3/bn3b3_branch2b",493.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1263.,1264.,0.
51,"BatchNormalization","3b1/bn3b1_branch2a",508.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1229.,1229.,0.
61,"BatchNormalization","3b2/bn3b2_branch2a",512.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1265.,1264.,0.
64,"BatchNormalization","3b2/bn3b2_branch2b",519.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1263.,1262.,0.
54,"BatchNormalization","3b1/bn3b1_branch2b",520.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1228.,1227.,0.
71,"BatchNormalization","3b3/bn3b3_branch2a",521.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1261.,1260.,0.
41,"BatchNormalization","3a/bn3a_branch2a",535.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1371.,1380.,0.
44,"BatchNormalization","3a/bn3a_branch2b",736.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1380.,1379.,0.
93,"BatchNormalization","4b1/bn4b1_branch2a",350.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,673.,0.
263,"BatchNormalization","4b18/bn4b18_branch2a",355.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",680.,679.,0.
243,"BatchNormalization","4b16/bn4b16_branch2a",356.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",681.,678.,0.
213,"BatchNormalization","4b13/bn4b13_branch2a",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,671.,0.
266,"BatchNormalization","4b18/bn4b18_branch2b",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",680.,680.,0.
133,"BatchNormalization","4b5/bn4b5_branch2a",360.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",671.,673.,0.
173,"BatchNormalization","4b9/bn4b9_branch2a",360.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,672.,0.
306,"BatchNormalization","4b22/bn4b22_branch2b",361.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",643.,639.,0.
126,"BatchNormalization","4b4/bn4b4_branch2b",362.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,671.,0.
143,"BatchNormalization","4b6/bn4b6_branch2a",362.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,672.,0.
113,"BatchNormalization","4b3/bn4b3_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,671.,0.
283,"BatchNormalization","4b20/bn4b20_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",642.,641.,0.
156,"BatchNormalization","4b7/bn4b7_branch2b",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,672.,0.
196,"BatchNormalization","4b11/bn4b11_branch2b",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,674.,0.
233,"BatchNormalization","4b15/bn4b15_branch2a",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",653.,646.,0.
