"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
1,"Convolution","1",258.,0,0,0,0,288000,1,28,28,20,24,24,"",5,5,1,1,1,1,87.,286.,1116.2790697674418
4,"Convolution","4",278.,0,0,0,0,1600000,20,12,12,50,8,8,"",5,5,1,1,1,1,128.,133.,5755.395683453237
2,"Elementwise","2",217.,0,0,11520,0,11520,20,24,24,20,24,24,"Ramp","","","","","","",286.,286.,53.08755760368663
5,"Elementwise","5",182.,0,0,3200,0,3200,50,8,8,50,8,8,"Ramp","","","","","","",134.,134.,17.582417582417584
9,"Elementwise","9",159.,0,0,500,0,500,500,"","",500,"","","Ramp","","","","","","",84.,86.,3.1446540880503147
7,"Flatten","7",175.,0,0,0,0,0,50,4,4,800,"","","","","","","","","",89.,90.,0.
10,"Linear","10",159.,0,0,0,0,5000,500,"","",10,"","","","","","","","","",85.,71.,31.446540880503147
8,"Linear","8",208.,0,0,0,0,400000,800,"","",500,"","","","","","","","","",91.,84.,1923.076923076923
3,"Pooling","3",210.,0,0,11520,0,0,20,24,24,20,12,12,"Max",2,2,2,2,"","",287.,126.,0.
6,"Pooling","6",179.,0,0,3200,0,0,50,8,8,50,4,4,"Max",2,2,2,2,"","",134.,89.,0.
11,"Softmax","11",156.,10,10,0,10,0,10,"","",10,"","","","","","","","","",73.,66.,0.
