"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
9,"BatchNormalization","2a/bn2a_branch2a",793.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2419.,2416.,0.
32,"BatchNormalization","2c/bn2c_branch2b",809.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2416.,2414.,0.
29,"BatchNormalization","2c/bn2c_branch2a",811.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2422.,2417.,0.
22,"BatchNormalization","2b/bn2b_branch2b",815.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2413.,2414.,0.
19,"BatchNormalization","2b/bn2b_branch2a",845.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2411.,2417.,0.
12,"BatchNormalization","2a/bn2a_branch2b",846.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2413.,2413.,0.
2,"BatchNormalization","bn_conv1",2969.,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9361.,9394.,0.
64,"BatchNormalization","3c/bn3c_branch2b",513.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1265.,1265.,0.
44,"BatchNormalization","3a/bn3a_branch2b",515.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1265.,1263.,0.
54,"BatchNormalization","3b/bn3b_branch2b",517.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1264.,1265.,0.
74,"BatchNormalization","3d/bn3d_branch2b",517.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1236.,1229.,0.
51,"BatchNormalization","3b/bn3b_branch2a",526.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1265.,1266.,0.
71,"BatchNormalization","3d/bn3d_branch2a",529.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1267.,1264.,0.
41,"BatchNormalization","3a/bn3a_branch2a",530.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1264.,1266.,0.
61,"BatchNormalization","3c/bn3c_branch2a",541.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1264.,1264.,0.
86,"BatchNormalization","4a/bn4a_branch2b",355.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",640.,639.,0.
116,"BatchNormalization","4d/bn4d_branch2b",359.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,643.,0.
83,"BatchNormalization","4a/bn4a_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",639.,642.,0.
136,"BatchNormalization","4f/bn4f_branch2b",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",643.,639.,0.
133,"BatchNormalization","4f/bn4f_branch2a",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",642.,641.,0.
96,"BatchNormalization","4b/bn4b_branch2b",365.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",641.,640.,0.
106,"BatchNormalization","4c/bn4c_branch2b",366.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",642.,641.,0.
