"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
8,"BatchNormalization","2_1/2/conv2_1_linear_bn",1105.57,301056,301056,0,0,0,24,112,112,24,112,112,"","","","","","","",0.
24,"BatchNormalization","3_1/3/conv3_1_linear_bn",528.67,100352,100352,0,0,0,32,56,56,32,56,56,"","","","","","","",0.
16,"BatchNormalization","2_2/3/conv2_2_linear_bn",530.87,100352,100352,0,0,0,32,56,56,32,56,56,"","","","","","","",0.
41,"BatchNormalization","4_1/3/conv4_1_linear_bn",333.67,37632,37632,0,0,0,48,28,28,48,28,28,"","","","","","","",0.
50,"BatchNormalization","4_2/3/conv4_2_linear_bn",334.13,37632,37632,0,0,0,48,28,28,48,28,28,"","","","","","","",0.
33,"BatchNormalization","3_2/3/conv3_2_linear_bn",336.23,37632,37632,0,0,0,48,28,28,48,28,28,"","","","","","","",0.
5,"BatchNormalization","2_1/1/conv2_1_dwise_bn",2126.27,602112,602112,0,0,0,48,112,112,48,112,112,"","","","","","","",0.
2,"BatchNormalization","1/conv1_bn",2149.33,602112,602112,0,0,0,48,112,112,48,112,112,"","","","","","","",0.
76,"BatchNormalization","4_5/3/conv4_5_linear_bn",248.57,17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",0.
85,"BatchNormalization","4_6/3/conv4_6_linear_bn",252.83,17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",0.
59,"BatchNormalization","4_3/3/conv4_3_linear_bn",256.5,17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",0.
67,"BatchNormalization","4_4/3/conv4_4_linear_bn",259.5,17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",0.
111,"BatchNormalization","5_2/3/conv5_2_linear_bn",283.77,26656,26656,0,0,0,136,14,14,136,14,14,"","","","","","","",0.
102,"BatchNormalization","5_1/3/conv5_1_linear_bn",285.3,26656,26656,0,0,0,136,14,14,136,14,14,"","","","","","","",0.
94,"BatchNormalization","4_7/3/conv4_7_linear_bn",292.73,26656,26656,0,0,0,136,14,14,136,14,14,"","","","","","","",0.
13,"BatchNormalization","2_2/2/conv2_2_dwise_bn",1597.07,451584,451584,0,0,0,144,56,56,144,56,56,"","","","","","","",0.
10,"BatchNormalization","2_2/1/conv2_2_expand_bn",8425.73,1806336,1806336,0,0,0,144,112,112,144,112,112,"","","","","","","",0.
30,"BatchNormalization","3_2/2/conv3_2_dwise_bn",635.1,150528,150528,0,0,0,192,28,28,192,28,28,"","","","","","","",0.
21,"BatchNormalization","3_1/2/conv3_1_dwise_bn",2099.4,602112,602112,0,0,0,192,56,56,192,56,56,"","","","","","","",0.
18,"BatchNormalization","3_1/1/conv3_1_expand_bn",2133.17,602112,602112,0,0,0,192,56,56,192,56,56,"","","","","","","",0.
27,"BatchNormalization","3_2/1/conv3_2_expand_bn",2175.03,602112,602112,0,0,0,192,56,56,192,56,56,"","","","","","","",0.
120,"BatchNormalization","5_3/3/conv5_3_linear_bn",229.33,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",0.
128,"BatchNormalization","6_1/3/conv6_1_linear_bn",231.07,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",0.
137,"BatchNormalization","6_2/3/conv6_2_linear_bn",233.87,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",0.
56,"BatchNormalization","4_3/2/conv4_3_dwise_bn",374.27,56448,56448,0,0,0,288,14,14,288,14,14,"","","","","","","",0.
38,"BatchNormalization","4_1/2/conv4_1_dwise_bn",855.13,225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",0.
47,"BatchNormalization","4_2/2/conv4_2_dwise_bn",861.9,225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",0.
44,"BatchNormalization","4_2/1/conv4_2_expand_bn",899.33,225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",0.
35,"BatchNormalization","4_1/1/conv4_1_expand_bn",919.2,225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",0.
53,"BatchNormalization","4_3/1/conv4_3_expand_bn",925.,225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",0.
146,"BatchNormalization","6_3/3/conv6_3_linear_bn",290.83,21952,21952,0,0,0,448,7,7,448,7,7,"","","","","","","",0.
91,"BatchNormalization","4_7/2/conv4_7_dwise_bn",533.4,103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",0.
88,"BatchNormalization","4_7/1/conv4_7_expand_bn",534.83,103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",0.
79,"BatchNormalization","4_6/1/conv4_6_expand_bn",534.87,103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",0.
