"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
38,"BatchNormalization","Inception1/mixed_tower_2_conv_batchnorm",310.,39200,39200,0,0,0,32,35,35,32,35,35,"","","","","","","",512.,512.,0.
5,"BatchNormalization","conv_1_batchnorm",2468.,691488,691488,0,0,0,32,147,147,32,147,147,"","","","","","","",8682.,8678.,0.
2,"BatchNormalization","conv_batchnorm",2553.,710432,710432,0,0,0,32,149,149,32,149,149,"","","","","","","",8510.,8919.,0.
45,"BatchNormalization","Inception2/mixed_1_tower_conv_batchnorm",372.,58800,58800,0,0,0,48,35,35,48,35,35,"","","","","","","",743.,745.,0.
68,"BatchNormalization","Inception3/mixed_2_tower_conv_batchnorm",387.,58800,58800,0,0,0,48,35,35,48,35,35,"","","","","","","",742.,741.,0.
22,"BatchNormalization","Inception1/mixed_tower_conv_batchnorm",394.,58800,58800,0,0,0,48,35,35,48,35,35,"","","","","","","",742.,742.,0.
51,"BatchNormalization","Inception2/mixed_1_tower_1_conv_batchnorm",435.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",970.,972.,0.
48,"BatchNormalization","Inception2/mixed_1_tower_conv_1_batchnorm",437.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",975.,974.,0.
42,"BatchNormalization","Inception2/mixed_1_conv_batchnorm",440.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,980.,0.
91,"BatchNormalization","Inception4/mixed_3_tower_conv_batchnorm",445.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",972.,974.,0.
74,"BatchNormalization","Inception3/mixed_2_tower_1_conv_batchnorm",446.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,976.,0.
71,"BatchNormalization","Inception3/mixed_2_tower_conv_1_batchnorm",447.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",974.,972.,0.
84,"BatchNormalization","Inception3/mixed_2_tower_2_conv_batchnorm",449.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,973.,0.
25,"BatchNormalization","Inception1/mixed_tower_conv_1_batchnorm",450.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",972.,976.,0.
65,"BatchNormalization","Inception3/mixed_2_conv_batchnorm",450.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",974.,976.,0.
19,"BatchNormalization","Inception1/mixed_conv_batchnorm",451.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",1096.,970.,0.
28,"BatchNormalization","Inception1/mixed_tower_1_conv_batchnorm",452.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",972.,970.,0.
61,"BatchNormalization","Inception2/mixed_1_tower_2_conv_batchnorm",454.,78400,78400,0,0,0,64,35,35,64,35,35,"","","","","","","",971.,977.,0.
8,"BatchNormalization","conv_2_batchnorm",6046.,1382976,1382976,0,0,0,64,147,147,64,147,147,"","","","","","","",17744.,17752.,0.
12,"BatchNormalization","conv_3_batchnorm",1477.,426320,426320,0,0,0,80,73,73,80,73,73,"","","","","","","",5397.,5394.,0.
