"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
32,"BatchNormalization","3a/bnproj",264.,23328,23328,0,0,0,32,27,27,32,27,27,"","","","","","","",336.,333.,0.
79,"BatchNormalization","4a/bn3x3_reduce",222.,12544,12544,0,0,0,64,14,14,64,14,14,"","","","","","","",213.,214.,0.
13,"BatchNormalization","3a/bn1x1",340.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",599.,603.,0.
55,"BatchNormalization","3b/bnproj",350.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",599.,602.,0.
65,"BatchNormalization","3c/bndouble_3x3_reduce",350.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",602.,599.,0.
22,"BatchNormalization","3a/bndouble_3x3_reduce",352.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",604.,601.,0.
16,"BatchNormalization","3a/bn3x3_reduce",353.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",601.,600.,0.
19,"BatchNormalization","3a/bn3x3",353.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",600.,600.,0.
36,"BatchNormalization","3b/bn1x1",354.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",602.,598.,0.
45,"BatchNormalization","3b/bndouble_3x3_reduce",356.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",603.,599.,0.
39,"BatchNormalization","3b/bn3x3_reduce",359.,46656,46656,0,0,0,64,27,27,64,27,27,"","","","","","","",600.,600.,0.
6,"BatchNormalization","bn_2_red",797.,193600,193600,0,0,0,64,55,55,64,55,55,"","","","","","","",2285.,2281.,0.
2,"BatchNormalization","bn_1",3010.,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9303.,9312.,0.
85,"BatchNormalization","4a/bndouble_3x3_reduce",246.,18816,18816,0,0,0,96,14,14,96,14,14,"","","","","","","",283.,284.,0.
108,"BatchNormalization","4b/bndouble_3x3_reduce",248.,18816,18816,0,0,0,96,14,14,96,14,14,"","","","","","","",284.,284.,0.
71,"BatchNormalization","3c/bndouble_3x3_1",252.,18816,18816,0,0,0,96,14,14,96,14,14,"","","","","","","",284.,285.,0.
102,"BatchNormalization","4b/bn3x3_reduce",253.,18816,18816,0,0,0,96,14,14,96,14,14,"","","","","","","",285.,283.,0.
145,"BatchNormalization","4d/bn1x1",254.,18816,18816,0,0,0,96,14,14,96,14,14,"","","","","","","",282.,282.,0.
82,"BatchNormalization","4a/bn3x3",255.,18816,18816,0,0,0,96,14,14,96,14,14,"","","","","","","",287.,285.,0.
51,"BatchNormalization","3b/bndouble_3x3_1",427.,69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",873.,872.,0.
48,"BatchNormalization","3b/bndouble_3x3_0",428.,69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",871.,876.,0.
68,"BatchNormalization","3c/bndouble_3x3_0",431.,69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",871.,875.,0.
25,"BatchNormalization","3a/bndouble_3x3_0",432.,69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",874.,872.,0.
28,"BatchNormalization","3a/bndouble_3x3_1",433.,69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",871.,872.,0.
42,"BatchNormalization","3b/bn3x3",436.,69984,69984,0,0,0,96,27,27,96,27,27,"","","","","","","",872.,870.,0.
227,"BatchNormalization","5b/bnproj",198.,6272,6272,0,0,0,128,7,7,128,7,7,"","","","","","","",141.,140.,0.
204,"BatchNormalization","5a/bnproj",199.,6272,6272,0,0,0,128,7,7,128,7,7,"","","","","","","",141.,141.,0.
118,"BatchNormalization","4b/bnproj",274.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",354.,355.,0.
91,"BatchNormalization","4a/bndouble_3x3_1",275.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",354.,354.,0.
105,"BatchNormalization","4b/bn3x3",276.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",355.,355.,0.
141,"BatchNormalization","4c/bnproj",276.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",352.,353.,0.
111,"BatchNormalization","4b/bndouble_3x3_0",277.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",354.,355.,0.
164,"BatchNormalization","4d/bnproj",277.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",354.,354.,0.
148,"BatchNormalization","4d/bn3x3_reduce",279.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",353.,353.,0.
168,"BatchNormalization","4e/bn3x3_reduce",279.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",354.,353.,0.
95,"BatchNormalization","4a/bnproj",280.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",353.,353.,0.
125,"BatchNormalization","4c/bn3x3_reduce",280.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",353.,352.,0.
131,"BatchNormalization","4c/bndouble_3x3_reduce",280.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",353.,352.,0.
88,"BatchNormalization","4a/bndouble_3x3_0",282.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",355.,354.,0.
114,"BatchNormalization","4b/bndouble_3x3_1",282.,25088,25088,0,0,0,128,14,14,128,14,14,"","","","","","","",356.,355.,0.
59,"BatchNormalization","3c/bn3x3_reduce",498.,93312,93312,0,0,0,128,27,27,128,27,27,"","","","","","","",1145.,1148.,0.
194,"BatchNormalization","5a/bndouble_3x3_reduce",187.,7840,7840,0,0,0,160,7,7,160,7,7,"","","","","","","",159.,158.,0.
122,"BatchNormalization","4c/bn1x1",292.,31360,31360,0,0,0,160,14,14,160,14,14,"","","","","","","",425.,426.,0.
154,"BatchNormalization","4d/bndouble_3x3_reduce",301.,31360,31360,0,0,0,160,14,14,160,14,14,"","","","","","","",424.,424.,0.
62,"BatchNormalization","3c/bn3x3",302.,31360,31360,0,0,0,160,14,14,160,14,14,"","","","","","","",422.,424.,0.
137,"BatchNormalization","4c/bndouble_3x3_1",305.,31360,31360,0,0,0,160,14,14,160,14,14,"","","","","","","",423.,424.,0.
128,"BatchNormalization","4c/bn3x3",307.,31360,31360,0,0,0,160,14,14,160,14,14,"","","","","","","",425.,426.,0.
134,"BatchNormalization","4c/bndouble_3x3_0",309.,31360,31360,0,0,0,160,14,14,160,14,14,"","","","","","","",426.,424.,0.
217,"BatchNormalization","5b/bndouble_3x3_reduce",210.,9408,9408,0,0,0,192,7,7,192,7,7,"","","","","","","",178.,176.,0.
188,"BatchNormalization","5a/bn3x3_reduce",214.,9408,9408,0,0,0,192,7,7,192,7,7,"","","","","","","",176.,177.,0.
171,"BatchNormalization","4e/bn3x3",215.,9408,9408,0,0,0,192,7,7,192,7,7,"","","","","","","",178.,177.,0.
211,"BatchNormalization","5b/bn3x3_reduce",215.,9408,9408,0,0,0,192,7,7,192,7,7,"","","","","","","",177.,177.,0.
157,"BatchNormalization","4d/bndouble_3x3_0",327.,37632,37632,0,0,0,192,14,14,192,14,14,"","","","","","","",495.,495.,0.
151,"BatchNormalization","4d/bn3x3",328.,37632,37632,0,0,0,192,14,14,192,14,14,"","","","","","","",495.,493.,0.
174,"BatchNormalization","4e/bndouble_3x3_reduce",331.,37632,37632,0,0,0,192,14,14,192,14,14,"","","","","","","",496.,497.,0.
99,"BatchNormalization","4b/bn1x1",332.,37632,37632,0,0,0,192,14,14,192,14,14,"","","","","","","",496.,496.,0.
160,"BatchNormalization","4d/bndouble_3x3_1",332.,37632,37632,0,0,0,192,14,14,192,14,14,"","","","","","","",495.,496.,0.
9,"BatchNormalization","bn_2",2007.,580800,580800,0,0,0,192,55,55,192,55,55,"","","","","","","",6715.,6747.,0.
197,"BatchNormalization","5a/bndouble_3x3_0",212.,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",193.,194.,0.
220,"BatchNormalization","5b/bndouble_3x3_0",219.,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",195.,194.,0.
200,"BatchNormalization","5a/bndouble_3x3_1",225.,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",196.,193.,0.
223,"BatchNormalization","5b/bndouble_3x3_1",323.,10976,10976,0,0,0,224,7,7,224,7,7,"","","","","","","",194.,194.,0.
76,"BatchNormalization","4a/bn1x1",344.,43904,43904,0,0,0,224,14,14,224,14,14,"","","","","","","",571.,572.,0.
180,"BatchNormalization","4e/bndouble_3x3_1",232.,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",212.,212.,0.
177,"BatchNormalization","4e/bndouble_3x3_0",373.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",640.,640.,0.
191,"BatchNormalization","5a/bn3x3",242.,15680,15680,0,0,0,320,7,7,320,7,7,"","","","","","","",246.,248.,0.
214,"BatchNormalization","5b/bn3x3",346.,15680,15680,0,0,0,320,7,7,320,7,7,"","","","","","","",246.,246.,0.
185,"BatchNormalization","5a/bn1x1",257.,17248,17248,0,0,0,352,7,7,352,7,7,"","","","","","","",265.,265.,0.
208,"BatchNormalization","5b/bn1x1",258.,17248,17248,0,0,0,352,7,7,352,7,7,"","","","","","","",266.,265.,0.
34,"Catenate","3a/ch_concatchconcat",829.,0,0,0,0,0,64,27,27,256,27,27,"","","","","","","",601.,2211.,0.
57,"Catenate","3b/ch_concatchconcat",979.,0,0,0,0,0,64,27,27,320,27,27,"","","","","","","",603.,2735.,0.
166,"Catenate","4d/ch_concatchconcat",642.,0,0,0,0,0,96,14,14,608,14,14,"","","","","","","",283.,1443.,0.
74,"Catenate","3c/ch_concatchconcat",603.,0,0,0,0,0,160,14,14,576,14,14,"","","","","","","",426.,1369.,0.
143,"Catenate","4c/ch_concatchconcat",642.,0,0,0,0,0,160,14,14,608,14,14,"","","","","","","",423.,1439.,0.
183,"Catenate","4e/ch_concatchconcat",392.,0,0,0,0,0,192,7,7,1056,7,7,"","","","","","","",177.,658.,0.
120,"Catenate","4b/ch_concatchconcat",632.,0,0,0,0,0,192,14,14,576,14,14,"","","","","","","",495.,1370.,0.
97,"Catenate","4a/ch_concatchconcat",630.,0,0,0,0,0,224,14,14,576,14,14,"","","","","","","",572.,1370.,0.
206,"Catenate","5a/ch_concatchconcat",444.,0,0,0,0,0,352,7,7,1024,7,7,"","","","","","","",265.,640.,0.
229,"Catenate","5b/ch_concatchconcat",444.,0,0,0,0,0,352,7,7,1024,7,7,"","","","","","","",265.,640.,0.
5,"Convolution","conv_2_red",890.,0,0,0,0,12390400,64,55,55,64,55,55,"",1,1,1,1,1,1,2282.,2280.,13921.79775280899
31,"Convolution","3a/convproj",384.,0,0,0,0,4478976,192,27,27,32,27,27,"",1,1,1,1,1,1,1675.,334.,11664.
12,"Convolution","3a/conv1x1",455.,0,0,0,0,8957952,192,27,27,64,27,27,"",1,1,1,1,1,1,1675.,601.,19687.806593406593
21,"Convolution","3a/convdouble_3x3_reduce",459.,0,0,0,0,8957952,192,27,27,64,27,27,"",1,1,1,1,1,1,1680.,601.,19516.23529411765
15,"Convolution","3a/conv3x3_reduce",467.,0,0,0,0,8957952,192,27,27,64,27,27,"",1,1,1,1,1,1,1679.,602.,19181.91006423983
35,"Convolution","3b/conv1x1",514.,0,0,0,0,11943936,256,27,27,64,27,27,"",1,1,1,1,1,1,2203.,601.,23237.229571984437
38,"Convolution","3b/conv3x3_reduce",516.,0,0,0,0,11943936,256,27,27,64,27,27,"",1,1,1,1,1,1,2213.,601.,23147.162790697676
54,"Convolution","3b/convproj",521.,0,0,0,0,11943936,256,27,27,64,27,27,"",1,1,1,1,1,1,2206.,602.,22925.02111324376
44,"Convolution","3b/convdouble_3x3_reduce",525.,0,0,0,0,11943936,256,27,27,64,27,27,"",1,1,1,1,1,1,2200.,601.,22750.354285714286
64,"Convolution","3c/convdouble_3x3_reduce",534.,0,0,0,0,14929920,320,27,27,64,27,27,"",1,1,1,1,1,1,2741.,599.,27958.65168539326
58,"Convolution","3c/conv3x3_reduce",722.,0,0,0,0,29859840,320,27,27,128,27,27,"",1,1,1,1,1,1,2755.,1147.,41357.119113573404
78,"Convolution","4a/conv3x3_reduce",374.,0,0,0,0,7225344,576,14,14,64,14,14,"",1,1,1,1,1,1,1367.,214.,19319.101604278072
84,"Convolution","4a/convdouble_3x3_reduce",414.,0,0,0,0,10838016,576,14,14,96,14,14,"",1,1,1,1,1,1,1370.,284.,26178.782608695652
101,"Convolution","4b/conv3x3_reduce",416.,0,0,0,0,10838016,576,14,14,96,14,14,"",1,1,1,1,1,1,1372.,283.,26052.923076923078
107,"Convolution","4b/convdouble_3x3_reduce",417.,0,0,0,0,10838016,576,14,14,96,14,14,"",1,1,1,1,1,1,1371.,283.,25990.446043165466
117,"Convolution","4b/convproj",459.,0,0,0,0,14450688,576,14,14,128,14,14,"",1,1,1,1,1,1,1371.,354.,31482.980392156867
140,"Convolution","4c/convproj",465.,0,0,0,0,14450688,576,14,14,128,14,14,"",1,1,1,1,1,1,1368.,353.,31076.748387096774
130,"Convolution","4c/convdouble_3x3_reduce",477.,0,0,0,0,14450688,576,14,14,128,14,14,"",1,1,1,1,1,1,1369.,354.,30294.943396226416
124,"Convolution","4c/conv3x3_reduce",481.,0,0,0,0,14450688,576,14,14,128,14,14,"",1,1,1,1,1,1,1371.,353.,30043.010395010395
121,"Convolution","4c/conv1x1",514.,0,0,0,0,18063360,576,14,14,160,14,14,"",1,1,1,1,1,1,1371.,424.,35142.72373540856
75,"Convolution","4a/conv1x1",521.,0,0,0,0,25288704,576,14,14,224,14,14,"",1,1,1,1,1,1,1370.,570.,48538.77927063339
98,"Convolution","4b/conv1x1",570.,0,0,0,0,21676032,576,14,14,192,14,14,"",1,1,1,1,1,1,1367.,498.,38028.12631578947
94,"Convolution","4a/convproj",595.,0,0,0,0,14450688,576,14,14,128,14,14,"",1,1,1,1,1,1,1373.,354.,24286.870588235295
144,"Convolution","4d/conv1x1",413.,0,0,0,0,11440128,608,14,14,96,14,14,"",1,1,1,1,1,1,1444.,281.,27700.067796610172
163,"Convolution","4d/convproj",478.,0,0,0,0,15253504,608,14,14,128,14,14,"",1,1,1,1,1,1,1438.,353.,31911.09623430962
147,"Convolution","4d/conv3x3_reduce",480.,0,0,0,0,15253504,608,14,14,128,14,14,"",1,1,1,1,1,1,1443.,353.,31778.13333333333
167,"Convolution","4e/conv3x3_reduce",490.,0,0,0,0,15253504,608,14,14,128,14,14,"",1,1,1,1,1,1,1444.,353.,31129.600000000002
153,"Convolution","4d/convdouble_3x3_reduce",511.,0,0,0,0,19066880,608,14,14,160,14,14,"",1,1,1,1,1,1,1441.,422.,37312.87671232876
173,"Convolution","4e/convdouble_3x3_reduce",597.,0,0,0,0,22880256,608,14,14,192,14,14,"",1,1,1,1,1,1,1442.,499.,38325.38693467337
226,"Convolution","5b/convproj",313.,0,0,0,0,6422528,1024,7,7,128,7,7,"",1,1,1,1,1,1,641.,140.,20519.25878594249
210,"Convolution","5b/conv3x3_reduce",353.,0,0,0,0,9633792,1024,7,7,192,7,7,"",1,1,1,1,1,1,640.,176.,27291.195467422098
216,"Convolution","5b/convdouble_3x3_reduce",357.,0,0,0,0,9633792,1024,7,7,192,7,7,"",1,1,1,1,1,1,640.,177.,26985.41176470588
207,"Convolution","5b/conv1x1",461.,0,0,0,0,17661952,1024,7,7,352,7,7,"",1,1,1,1,1,1,641.,265.,38312.26030368764
203,"Convolution","5a/convproj",303.,0,0,0,0,6623232,1056,7,7,128,7,7,"",1,1,1,1,1,1,658.,140.,21858.851485148516
193,"Convolution","5a/convdouble_3x3_reduce",307.,0,0,0,0,8279040,1056,7,7,160,7,7,"",1,1,1,1,1,1,660.,158.,26967.55700325733
187,"Convolution","5a/conv3x3_reduce",334.,0,0,0,0,9934848,1056,7,7,192,7,7,"",1,1,1,1,1,1,657.,178.,29745.053892215572
184,"Convolution","5a/conv1x1",421.,0,0,0,0,18213888,1056,7,7,352,7,7,"",1,1,1,1,1,1,656.,265.,43263.3919239905
81,"Convolution","4a/conv3x3",522.,0,0,0,0,10838016,64,14,14,96,14,14,"",3,3,1,1,1,1,215.,284.,20762.48275862069
18,"Convolution","3a/conv3x3",831.,0,0,0,0,26873856,64,27,27,64,27,27,"",3,3,1,1,1,1,599.,599.,32339.17689530686
24,"Convolution","3a/convdouble_3x3_0",912.,0,0,0,0,40310784,64,27,27,96,27,27,"",3,3,1,1,1,1,601.,873.,44200.42105263158
47,"Convolution","3b/convdouble_3x3_0",925.,0,0,0,0,40310784,64,27,27,96,27,27,"",3,3,1,1,1,1,599.,871.,43579.225945945946
67,"Convolution","3c/convdouble_3x3_0",925.,0,0,0,0,40310784,64,27,27,96,27,27,"",3,3,1,1,1,1,602.,872.,43579.225945945946
41,"Convolution","3b/conv3x3",927.,0,0,0,0,40310784,64,27,27,96,27,27,"",3,3,1,1,1,1,602.,873.,43485.203883495145
8,"Convolution","conv_2",4266.,0,0,0,0,334540800,64,55,55,192,55,55,"",3,3,1,1,1,1,2281.,6708.,78420.25316455697
87,"Convolution","4a/convdouble_3x3_0",634.,0,0,0,0,21676032,96,14,14,128,14,14,"",3,3,1,1,1,1,284.,354.,34189.324921135645
110,"Convolution","4b/convdouble_3x3_0",699.,0,0,0,0,21676032,96,14,14,128,14,14,"",3,3,1,1,1,1,284.,355.,31010.06008583691
104,"Convolution","4b/conv3x3",701.,0,0,0,0,21676032,96,14,14,128,14,14,"",3,3,1,1,1,1,284.,355.,30921.586305278175
27,"Convolution","3a/convdouble_3x3_1",1150.,0,0,0,0,60466176,96,27,27,96,27,27,"",3,3,1,1,1,1,871.,874.,52579.28347826087
50,"Convolution","3b/convdouble_3x3_1",1157.,0,0,0,0,60466176,96,27,27,96,27,27,"",3,3,1,1,1,1,873.,872.,52261.171996542784
150,"Convolution","4d/conv3x3",703.,0,0,0,0,43352064,128,14,14,192,14,14,"",3,3,1,1,1,1,355.,497.,61667.231863442394
90,"Convolution","4a/convdouble_3x3_1",737.,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,355.,354.,39214.89280868385
113,"Convolution","4b/convdouble_3x3_1",878.,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,354.,355.,32917.284738041
127,"Convolution","4c/conv3x3",949.,0,0,0,0,36126720,128,14,14,160,14,14,"",3,3,1,1,1,1,353.,423.,38068.19810326659
133,"Convolution","4c/convdouble_3x3_0",950.,0,0,0,0,36126720,128,14,14,160,14,14,"",3,3,1,1,1,1,353.,421.,38028.12631578947
196,"Convolution","5a/convdouble_3x3_0",428.,0,0,0,0,15805440,160,7,7,224,7,7,"",3,3,1,1,1,1,158.,194.,36928.59813084112
136,"Convolution","4c/convdouble_3x3_1",742.,0,0,0,0,45158400,160,14,14,160,14,14,"",3,3,1,1,1,1,425.,424.,60860.37735849057
156,"Convolution","4d/convdouble_3x3_0",788.,0,0,0,0,54190080,160,14,14,192,14,14,"",3,3,1,1,1,1,425.,495.,68769.13705583756
190,"Convolution","5a/conv3x3",519.,0,0,0,0,27095040,192,7,7,320,7,7,"",3,3,1,1,1,1,177.,250.,52206.242774566475
213,"Convolution","5b/conv3x3",532.,0,0,0,0,27095040,192,7,7,320,7,7,"",3,3,1,1,1,1,176.,247.,50930.52631578947
219,"Convolution","5b/convdouble_3x3_0",570.,0,0,0,0,18966528,192,7,7,224,7,7,"",3,3,1,1,1,1,177.,194.,33274.61052631579
159,"Convolution","4d/convdouble_3x3_1",909.,0,0,0,0,65028096,192,14,14,192,14,14,"",3,3,1,1,1,1,493.,497.,71538.05940594058
176,"Convolution","4e/convdouble_3x3_0",1158.,0,0,0,0,86704128,192,14,14,256,14,14,"",3,3,1,1,1,1,496.,641.,74874.03108808289
199,"Convolution","5a/convdouble_3x3_1",507.,0,0,0,0,22127616,224,7,7,224,7,7,"",3,3,1,1,1,1,194.,194.,43644.213017751485
222,"Convolution","5b/convdouble_3x3_1",602.,0,0,0,0,22127616,224,7,7,224,7,7,"",3,3,1,1,1,1,193.,193.,36756.83720930233
70,"Convolution","3c/convdouble_3x3_1",576.,0,0,0,0,16257024,96,27,27,96,14,14,"",3,3,2,2,1,1,871.,283.,28224.
170,"Convolution","4e/conv3x3",418.,0,0,0,0,10838016,128,14,14,192,7,7,"",3,3,2,2,1,1,352.,176.,25928.26794258373
61,"Convolution","3c/conv3x3",706.,0,0,0,0,36126720,128,27,27,160,14,14,"",3,3,2,2,1,1,1145.,423.,51170.991501416436
179,"Convolution","4e/convdouble_3x3_1",786.,0,0,0,0,28901376,256,14,14,256,7,7,"",3,3,2,2,1,1,640.,214.,36770.19847328244
1,"Convolution","conv_1",4518.,0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,3099.,15127.,26120.83930942895
33,"Elementwise","3a/reluproj",257.,0,0,23328,0,23328,32,27,27,32,27,27,"Ramp","","","","","","",334.,335.,90.7704280155642
80,"Elementwise","4a/relu3x3_reduce",209.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",212.,213.,60.01913875598086
37,"Elementwise","3b/relu1x1",333.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",602.,601.,140.1081081081081
20,"Elementwise","3a/relu3x3",335.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",602.,599.,139.27164179104477
14,"Elementwise","3a/relu1x1",337.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",599.,603.,138.44510385756678
17,"Elementwise","3a/relu3x3_reduce",337.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",600.,600.,138.44510385756678
23,"Elementwise","3a/reludouble_3x3_reduce",337.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",598.,600.,138.44510385756678
66,"Elementwise","3c/reludouble_3x3_reduce",340.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",601.,601.,137.2235294117647
46,"Elementwise","3b/reludouble_3x3_reduce",341.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",600.,600.,136.82111436950146
56,"Elementwise","3b/reluproj",341.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",601.,601.,136.82111436950146
40,"Elementwise","3b/relu3x3_reduce",342.,0,0,46656,0,46656,64,27,27,64,27,27,"Ramp","","","","","","",600.,599.,136.42105263157893
7,"Elementwise","relu_2_red",784.,0,0,193600,0,193600,64,55,55,64,55,55,"Ramp","","","","","","",2289.,2281.,246.93877551020407
3,"Elementwise","relu_1",2944.,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9335.,9296.,272.69565217391306
86,"Elementwise","4a/reludouble_3x3_reduce",228.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",286.,285.,82.52631578947368
103,"Elementwise","4b/relu3x3_reduce",243.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",284.,284.,77.4320987654321
83,"Elementwise","4a/relu3x3",245.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",284.,284.,76.80000000000001
109,"Elementwise","4b/reludouble_3x3_reduce",247.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",285.,283.,76.17813765182186
72,"Elementwise","3c/reludouble_3x3_1",251.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",284.,284.,74.96414342629483
146,"Elementwise","4d/relu1x1",251.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",283.,283.,74.96414342629483
26,"Elementwise","3a/reludouble_3x3_0",417.,0,0,69984,0,69984,96,27,27,96,27,27,"Ramp","","","","","","",871.,875.,167.82733812949638
