"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
140,"Aggregation","pool7",7932.,409600,409600,0,0,0,4096,10,10,4096,"","","Mean","","","","","","",4763.,115.,0.
3,"BatchNormalization","2a/bn2a_branch2a",7353.,1638400,1638400,0,0,0,64,160,160,64,160,160,"","","","","","","",19684.,19766.,0.
26,"BatchNormalization","3a/bn3a_branch2a",2981.,819200,819200,0,0,0,128,80,80,128,80,80,"","","","","","","",9542.,9538.,0.
21,"BatchNormalization","2b2/bn2b2_branch2b1",38784.,3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40450.,40478.,0.
14,"BatchNormalization","2b1/bn2b1_branch2b1",39302.,3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40421.,40438.,0.
18,"BatchNormalization","2b2/bn2b2_branch2a",39358.,3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40443.,40454.,0.
7,"BatchNormalization","2a/bn2a_branch2b1",39896.,3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40415.,40453.,0.
11,"BatchNormalization","2b1/bn2b1_branch2a",39917.,3276800,3276800,0,0,0,128,160,160,128,160,160,"","","","","","","",40439.,40478.,0.
49,"BatchNormalization","4a/bn4a_branch2a",1400.,409600,409600,0,0,0,256,40,40,256,40,40,"","","","","","","",4763.,4774.,0.
30,"BatchNormalization","3a/bn3a_branch2b1",7275.,1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19777.,19752.,0.
34,"BatchNormalization","3b1/bn3b1_branch2a",7355.,1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19802.,19740.,0.
41,"BatchNormalization","3b2/bn3b2_branch2a",7379.,1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19792.,19736.,0.
37,"BatchNormalization","3b1/bn3b1_branch2b1",7385.,1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19799.,19730.,0.
44,"BatchNormalization","3b2/bn3b2_branch2b1",7410.,1638400,1638400,0,0,0,256,80,80,256,80,80,"","","","","","","",19807.,19777.,0.
120,"BatchNormalization","6a/bn6a_branch2b1",362.,51200,51200,0,0,0,512,10,10,512,10,10,"","","","","","","",648.,652.,0.
111,"BatchNormalization","5b2/bn5b2_branch2b1",809.,204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2421.,2416.,0.
104,"BatchNormalization","5b1/bn5b1_branch2b1",812.,204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2419.,2417.,0.
93,"BatchNormalization","5a/bn5a_branch2a",813.,204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2416.,2419.,0.
97,"BatchNormalization","5a/bn5a_branch2b1",813.,204800,204800,0,0,0,512,20,20,512,20,20,"","","","","","","",2417.,2420.,0.
53,"BatchNormalization","4a/bn4a_branch2b1",3002.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9518.,9536.,0.
60,"BatchNormalization","4b1/bn4b1_branch2b1",3008.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9518.,9539.,0.
57,"BatchNormalization","4b1/bn4b1_branch2a",3012.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9517.,9530.,0.
88,"BatchNormalization","4b5/bn4b5_branch2b1",3012.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9512.,9514.,0.
67,"BatchNormalization","4b2/bn4b2_branch2b1",3024.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9517.,9524.,0.
81,"BatchNormalization","4b4/bn4b4_branch2b1",3028.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9511.,9510.,0.
71,"BatchNormalization","4b3/bn4b3_branch2a",3029.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9516.,9510.,0.
78,"BatchNormalization","4b4/bn4b4_branch2a",3029.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9510.,9517.,0.
85,"BatchNormalization","4b5/bn4b5_branch2a",3032.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9507.,9524.,0.
64,"BatchNormalization","4b2/bn4b2_branch2a",3039.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9512.,9538.,0.
74,"BatchNormalization","4b3/bn4b3_branch2b1",3064.,819200,819200,0,0,0,512,40,40,512,40,40,"","","","","","","",9514.,9517.,0.
116,"BatchNormalization","6a/bn6a_branch2a",525.,102400,102400,0,0,0,1024,10,10,1024,10,10,"","","","","","","",1249.,1252.,0.
123,"BatchNormalization","6a/bn6a_branch2b2",526.,102400,102400,0,0,0,1024,10,10,1024,10,10,"","","","","","","",1254.,1253.,0.
131,"BatchNormalization","7a/bn7a_branch2b1",548.,102400,102400,0,0,0,1024,10,10,1024,10,10,"","","","","","","",1258.,1251.,0.
108,"BatchNormalization","5b2/bn5b2_branch2a",1415.,409600,409600,0,0,0,1024,20,20,1024,20,20,"","","","","","","",4768.,4767.,0.
101,"BatchNormalization","5b1/bn5b1_branch2a",1416.,409600,409600,0,0,0,1024,20,20,1024,20,20,"","","","","","","",4765.,4767.,0.
127,"BatchNormalization","7a/bn7a_branch2a",829.,204800,204800,0,0,0,2048,10,10,2048,10,10,"","","","","","","",2416.,2423.,0.
