"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
12,"BatchNormalization","2a/bn2a_branch2b",788.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2409.,2410.,0.
22,"BatchNormalization","2b/bn2b_branch2b",819.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2408.,2410.,0.
32,"BatchNormalization","2c/bn2c_branch2b",825.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2412.,2409.,0.
19,"BatchNormalization","2b/bn2b_branch2a",826.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2409.,2408.,0.
29,"BatchNormalization","2c/bn2c_branch2a",831.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2409.,2408.,0.
9,"BatchNormalization","2a/bn2a_branch2a",835.,200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2411.,2413.,0.
2,"BatchNormalization","bn_conv1",3178.,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9386.,9368.,0.
81,"BatchNormalization","3b4/bn3b4_branch2a",507.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1258.,1259.,0.
71,"BatchNormalization","3b3/bn3b3_branch2a",509.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1258.,1260.,0.
61,"BatchNormalization","3b2/bn3b2_branch2a",510.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1259.,1258.,0.
91,"BatchNormalization","3b5/bn3b5_branch2a",510.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1229.,1231.,0.
44,"BatchNormalization","3a/bn3a_branch2b",512.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1260.,1260.,0.
54,"BatchNormalization","3b1/bn3b1_branch2b",516.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1259.,1261.,0.
84,"BatchNormalization","3b4/bn3b4_branch2b",518.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1233.,1233.,0.
94,"BatchNormalization","3b5/bn3b5_branch2b",518.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1235.,1232.,0.
51,"BatchNormalization","3b1/bn3b1_branch2a",519.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1258.,1260.,0.
64,"BatchNormalization","3b2/bn3b2_branch2b",521.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1260.,1261.,0.
74,"BatchNormalization","3b3/bn3b3_branch2b",521.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1262.,1260.,0.
114,"BatchNormalization","3b7/bn3b7_branch2b",526.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1234.,1230.,0.
101,"BatchNormalization","3b6/bn3b6_branch2a",527.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1233.,1238.,0.
111,"BatchNormalization","3b7/bn3b7_branch2a",527.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1228.,1236.,0.
104,"BatchNormalization","3b6/bn3b6_branch2b",528.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1233.,1231.,0.
41,"BatchNormalization","3a/bn3a_branch2a",530.,100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1259.,1261.,0.
256,"BatchNormalization","4b13/bn4b13_branch2b",348.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",651.,650.,0.
393,"BatchNormalization","4b27/bn4b27_branch2a",348.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,651.,0.
423,"BatchNormalization","4b30/bn4b30_branch2a",348.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",647.,648.,0.
253,"BatchNormalization","4b13/bn4b13_branch2a",349.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",648.,651.,0.
243,"BatchNormalization","4b12/bn4b12_branch2a",351.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,648.,0.
403,"BatchNormalization","4b28/bn4b28_branch2a",352.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",647.,647.,0.
223,"BatchNormalization","4b10/bn4b10_branch2a",355.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,651.,0.
286,"BatchNormalization","4b16/bn4b16_branch2b",355.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",652.,649.,0.
343,"BatchNormalization","4b22/bn4b22_branch2a",355.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",674.,669.,0.
453,"BatchNormalization","4b33/bn4b33_branch2a",355.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",647.,647.,0.
236,"BatchNormalization","4b11/bn4b11_branch2b",356.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",652.,649.,0.
246,"BatchNormalization","4b12/bn4b12_branch2b",356.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",651.,648.,0.
346,"BatchNormalization","4b22/bn4b22_branch2b",356.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,672.,0.
353,"BatchNormalization","4b23/bn4b23_branch2a",356.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",674.,672.,0.
466,"BatchNormalization","4b34/bn4b34_branch2b",356.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",652.,646.,0.
226,"BatchNormalization","4b10/bn4b10_branch2b",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",652.,649.,0.
326,"BatchNormalization","4b20/bn4b20_branch2b",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",671.,670.,0.
336,"BatchNormalization","4b21/bn4b21_branch2b",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,671.,0.
363,"BatchNormalization","4b24/bn4b24_branch2a",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,670.,0.
413,"BatchNormalization","4b29/bn4b29_branch2a",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",646.,647.,0.
416,"BatchNormalization","4b29/bn4b29_branch2b",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",646.,648.,0.
433,"BatchNormalization","4b31/bn4b31_branch2a",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,650.,0.
443,"BatchNormalization","4b32/bn4b32_branch2a",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",647.,646.,0.
456,"BatchNormalization","4b33/bn4b33_branch2b",357.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",648.,647.,0.
213,"BatchNormalization","4b9/bn4b9_branch2a",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,653.,0.
216,"BatchNormalization","4b9/bn4b9_branch2b",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,653.,0.
233,"BatchNormalization","4b11/bn4b11_branch2a",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,650.,0.
316,"BatchNormalization","4b19/bn4b19_branch2b",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,672.,0.
333,"BatchNormalization","4b21/bn4b21_branch2a",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,671.,0.
436,"BatchNormalization","4b31/bn4b31_branch2b",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",647.,648.,0.
446,"BatchNormalization","4b32/bn4b32_branch2b",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",646.,645.,0.
463,"BatchNormalization","4b34/bn4b34_branch2a",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",651.,648.,0.
473,"BatchNormalization","4b35/bn4b35_branch2a",358.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",651.,647.,0.
176,"BatchNormalization","4b5/bn4b5_branch2b",359.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,650.,0.
356,"BatchNormalization","4b23/bn4b23_branch2b",359.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,673.,0.
366,"BatchNormalization","4b24/bn4b24_branch2b",360.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,671.,0.
153,"BatchNormalization","4b3/bn4b3_branch2a",361.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",652.,651.,0.
166,"BatchNormalization","4b4/bn4b4_branch2b",361.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",653.,651.,0.
396,"BatchNormalization","4b27/bn4b27_branch2b",361.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,650.,0.
163,"BatchNormalization","4b4/bn4b4_branch2a",362.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,652.,0.
273,"BatchNormalization","4b15/bn4b15_branch2a",362.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,648.,0.
303,"BatchNormalization","4b18/bn4b18_branch2a",362.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,650.,0.
406,"BatchNormalization","4b28/bn4b28_branch2b",362.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",653.,651.,0.
183,"BatchNormalization","4b6/bn4b6_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,650.,0.
266,"BatchNormalization","4b14/bn4b14_branch2b",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",651.,650.,0.
313,"BatchNormalization","4b19/bn4b19_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,674.,0.
323,"BatchNormalization","4b20/bn4b20_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",672.,672.,0.
373,"BatchNormalization","4b25/bn4b25_branch2a",363.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",674.,673.,0.
173,"BatchNormalization","4b5/bn4b5_branch2a",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",652.,650.,0.
186,"BatchNormalization","4b6/bn4b6_branch2b",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,650.,0.
203,"BatchNormalization","4b8/bn4b8_branch2a",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",654.,649.,0.
476,"BatchNormalization","4b35/bn4b35_branch2b",364.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,648.,0.
156,"BatchNormalization","4b3/bn4b3_branch2b",365.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",653.,652.,0.
283,"BatchNormalization","4b16/bn4b16_branch2a",365.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,647.,0.
293,"BatchNormalization","4b17/bn4b17_branch2a",365.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",754.,751.,0.
376,"BatchNormalization","4b25/bn4b25_branch2b",365.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,673.,0.
383,"BatchNormalization","4b26/bn4b26_branch2a",366.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,670.,0.
123,"BatchNormalization","4a/bn4a_branch2a",367.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",654.,658.,0.
126,"BatchNormalization","4a/bn4a_branch2b",367.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",653.,660.,0.
263,"BatchNormalization","4b14/bn4b14_branch2a",367.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,649.,0.
426,"BatchNormalization","4b30/bn4b30_branch2b",367.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",647.,649.,0.
146,"BatchNormalization","4b2/bn4b2_branch2b",370.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",751.,651.,0.
143,"BatchNormalization","4b2/bn4b2_branch2a",371.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",653.,654.,0.
386,"BatchNormalization","4b26/bn4b26_branch2b",372.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",674.,670.,0.
196,"BatchNormalization","4b7/bn4b7_branch2b",373.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",655.,651.,0.
276,"BatchNormalization","4b15/bn4b15_branch2b",373.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",651.,648.,0.
133,"BatchNormalization","4b1/bn4b1_branch2a",374.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",657.,655.,0.
206,"BatchNormalization","4b8/bn4b8_branch2b",374.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",649.,650.,0.
193,"BatchNormalization","4b7/bn4b7_branch2a",376.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",650.,653.,0.
136,"BatchNormalization","4b1/bn4b1_branch2b",381.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",657.,656.,0.
296,"BatchNormalization","4b17/bn4b17_branch2b",517.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",1015.,648.,0.
306,"BatchNormalization","4b18/bn4b18_branch2b",522.,50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",648.,648.,0.
35,"BatchNormalization","2c/bn2c_branch2c",2982.,802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9380.,9363.,0.
25,"BatchNormalization","2b/bn2b_branch2c",3156.,802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9383.,9364.,0.
15,"BatchNormalization","2a/bn2a_branch2c",3175.,802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9372.,9370.,0.
7,"BatchNormalization","2a/bn2a_branch1",3179.,802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9371.,9370.,0.
495,"BatchNormalization","5b/bn5b_branch2a",281.,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",355.,357.,0.
498,"BatchNormalization","5b/bn5b_branch2b",281.,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",357.,354.,0.
485,"BatchNormalization","5a/bn5a_branch2a",282.,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",354.,354.,0.
505,"BatchNormalization","5c/bn5c_branch2a",282.,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",374.,375.,0.
508,"BatchNormalization","5c/bn5c_branch2b",283.,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",375.,374.,0.
488,"BatchNormalization","5a/bn5a_branch2b",284.,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",355.,355.,0.
67,"BatchNormalization","3b2/bn3b2_branch2c",1411.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4706.,4705.,0.
97,"BatchNormalization","3b5/bn3b5_branch2c",1421.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4671.,4673.,0.
57,"BatchNormalization","3b1/bn3b1_branch2c",1424.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4710.,4705.,0.
87,"BatchNormalization","3b4/bn3b4_branch2c",1425.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4678.,4679.,0.
117,"BatchNormalization","3b7/bn3b7_branch2c",1440.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4671.,4673.,0.
77,"BatchNormalization","3b3/bn3b3_branch2c",1451.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4707.,4702.,0.
107,"BatchNormalization","3b6/bn3b6_branch2c",1487.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4675.,4681.,0.
39,"BatchNormalization","3a/bn3a_branch1",1502.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4713.,4707.,0.
47,"BatchNormalization","3a/bn3a_branch2c",1505.,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4707.,4706.,0.
429,"BatchNormalization","4b30/bn4b30_branch2c",798.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2366.,2364.,0.
389,"BatchNormalization","4b26/bn4b26_branch2c",801.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2396.,2399.,0.
319,"BatchNormalization","4b19/bn4b19_branch2c",802.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2397.,2395.,0.
239,"BatchNormalization","4b11/bn4b11_branch2c",803.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2376.,2377.,0.
329,"BatchNormalization","4b20/bn4b20_branch2c",804.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2397.,2399.,0.
399,"BatchNormalization","4b27/bn4b27_branch2c",805.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2360.,2362.,0.
449,"BatchNormalization","4b32/bn4b32_branch2c",805.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2362.,2363.,0.
229,"BatchNormalization","4b10/bn4b10_branch2c",806.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2371.,2371.,0.
339,"BatchNormalization","4b21/bn4b21_branch2c",806.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2395.,2396.,0.
369,"BatchNormalization","4b24/bn4b24_branch2c",806.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2395.,2401.,0.
479,"BatchNormalization","4b35/bn4b35_branch2c",806.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2366.,2363.,0.
219,"BatchNormalization","4b9/bn4b9_branch2c",808.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2375.,2371.,0.
249,"BatchNormalization","4b12/bn4b12_branch2c",808.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2374.,2369.,0.
349,"BatchNormalization","4b22/bn4b22_branch2c",808.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2397.,2394.,0.
469,"BatchNormalization","4b34/bn4b34_branch2c",808.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2362.,2367.,0.
289,"BatchNormalization","4b16/bn4b16_branch2c",809.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2372.,2373.,0.
459,"BatchNormalization","4b33/bn4b33_branch2c",809.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2368.,2364.,0.
359,"BatchNormalization","4b23/bn4b23_branch2c",810.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2397.,2398.,0.
409,"BatchNormalization","4b28/bn4b28_branch2c",810.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2367.,2369.,0.
121,"BatchNormalization","4a/bn4a_branch1",812.,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2376.,2378.,0.
