"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
22,"Aggregation","DynamicRouting/2/Net/capsule/v/2",156.,160,0,0,0,0,10,16,"",10,"","","Total","","","","","","",66.,66.,0.
38,"Aggregation","DigitCaps/v/2",158.,160,0,0,0,0,10,16,"",10,"","","Total","","","","","","",68.,65.,0.
43,"Aggregation","Norm/2",158.,160,0,0,0,0,10,16,"",10,"","","Total","","","","","","",65.,65.,0.
7,"Aggregation","PrimaryCaps/4/2",360.,9216,0,0,0,0,1152,8,"",1152,"","","Total","","","","","","",232.,87.,0.
20,"Aggregation","DynamicRouting/2/Net/capsule/s/3",3809.,184320,0,0,0,0,1152,10,16,10,16,"","Total","","","","","","",2185.,68.,0.
36,"Aggregation","DigitCaps/s/3",3815.,184320,0,0,0,0,1152,10,16,10,16,"","Total","","","","","","",2186.,68.,0.
28,"Aggregation","DynamicRouting/2/Net/dots/3",3839.,184320,0,0,0,0,1152,10,16,1152,10,"","Total","","","","","","",2185.,204.,0.
14,"Aggregation","PrimaryPredVects/4",31225.,1474560,0,0,0,0,1152,10,16,1152,10,16,"Total","","","","","","",2410.,2414.,0.
11,"ConstantArray","PrimaryPredVects/2",17577.,0,0,0,0,0,"KeyAbsent","1","",1152,10,16,"","","","","","","",0.,2422.,0.
1,"Convolution","ReLUConv1/1",570.,0,0,0,0,8294400,1,28,28,256,20,20,"",9,9,1,1,1,1,138.,2126.,14551.578947368422
3,"Convolution","PrimaryCaps/1",2397.,0,0,0,0,191102976,256,20,20,256,6,6,"",9,9,2,2,1,1,2128.,307.,79725.89737171464
42,"Elementwise","Norm/1",155.,0,0,0,0,160,10,16,"",10,16,"","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[2], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Power, NeuralNetworks`Private`ScalarSymbol[1], 2.}|>]","","","","","","",66.,67.,1.032258064516129
21,"Elementwise","DynamicRouting/2/Net/capsule/v/1",159.,0,0,0,0,160,10,16,"",10,16,"","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[2], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Power, NeuralNetworks`Private`ScalarSymbol[1], 2.}|>]","","","","","","",68.,69.,1.0062893081761006
