"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
2,"BatchNormalization","2",3015.,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9333.,9329.,0.
31,"BatchNormalization","7/5",1390.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4704.,4705.,0.
28,"BatchNormalization","7/2",1391.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4721.,4712.,0.
6,"BatchNormalization","5/2",1402.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4672.,4673.,0.
21,"BatchNormalization","6/5",1402.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4704.,4707.,0.
9,"BatchNormalization","5/5",1407.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4673.,4676.,0.
18,"BatchNormalization","6/2",1412.,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4681.,4708.,0.
41,"BatchNormalization","8/5",797.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2403.,2406.,0.
60,"BatchNormalization","10/2",799.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2402.,2409.,0.
70,"BatchNormalization","11/2",799.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2405.,2405.,0.
53,"BatchNormalization","9/5",808.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2406.,2406.,0.
63,"BatchNormalization","10/5",808.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2406.,2404.,0.
73,"BatchNormalization","11/5",808.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2404.,2403.,0.
50,"BatchNormalization","9/2",819.,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2404.,2402.,0.
24,"BatchNormalization","6/8",2943.,802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9358.,9352.,0.
