"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",1,3,2,50,"56","41","56-50-41","Elementwise","Elementwise","Elementwise-Convolution-Elementwise",3719.,3766.4667000000004,13988.,"{13988., 3903., 3830., 3806., 3788., 3785., 3840., 3771., 3766., 3808., 3773., 3755., 3777., 3789., 3814., 3743., 3748., 3748., 3782., 3747., 3785., 3742., 3791., 3745., 3759., 3729., 3740., 3777., 3750., 3719., 3799., 3758., 3773., 3769., 3735., 3730., 3780., 3768., 3780., 3751., 3756., 3732., 3738., 3728., 3795., 3786., 3902., 3737., 3743., 3751.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",4,6,2,50,"43","34","43-45-34","Convolution","Elementwise","Convolution-Normalization-Elementwise",35125.,35304.8333,43861.,"{43861., 35556., 35513., 35415., 35506., 35413., 35298., 35330., 35499., 35213., 35280., 35367., 35288., 35320., 35528., 35317., 35325., 35226., 35202., 35125., 35212., 35173., 35134., 35200., 35518., 35394., 35213., 35427., 35556., 35270., 35245., 35324., 35337., 35221., 35295., 35245., 35544., 35397., 35264., 35264., 35256., 35226., 35230., 35316., 35315., 35289., 35151., 35378., 35242., 35279.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",7,9,2,50,"36","27","36-38-27","Convolution","Elementwise","Convolution-Normalization-Elementwise",19517.,19630.5333,24362.,"{24362., 19818., 19605., 19649., 19576., 19545., 19588., 19634., 19553., 19651., 19663., 19564., 19655., 19624., 19608., 19589., 19524., 19558., 19591., 19576., 19562., 19560., 19562., 19575., 19768., 19748., 19909., 19751., 19813., 19717., 19757., 19742., 19708., 19608., 19520., 19596., 19872., 19774., 19725., 19602., 19555., 19781., 19727., 19646., 19578., 19540., 19645., 19545., 19517., 19602.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",10,12,2,50,"29","20","29-31-20","Convolution","Elementwise","Convolution-Normalization-Elementwise",11736.,11796.566700000001,12656.,"{12656., 11846., 11821., 11741., 11825., 11803., 11778., 11804., 11761., 11785., 11822., 11756., 11768., 11789., 11766., 11767., 11875., 11773., 11767., 11795., 11770., 11740., 11799., 11835., 11838., 11828., 11751., 11778., 11787., 11799., 11814., 11805., 11736., 11818., 11771., 11758., 11802., 11791., 11747., 11810., 11878., 11920., 11954., 11817., 11906., 11803., 11837., 11773., 11837., 11756.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",13,15,2,50,"22","12","22-24-12","Convolution","Elementwise","Convolution-Normalization-Elementwise",4984.,5043.0667,8476.,"{8476., 5112., 5105., 5111., 5075., 5075., 5040., 5074., 5033., 5033., 5030., 5023., 5032., 5010., 5037., 5065., 5017., 5089., 5046., 5124., 5000., 5023., 5098., 5039., 5051., 5051., 5065., 5018., 5040., 5024., 5104., 4984., 5030., 5025., 5104., 5029., 5008., 5039., 5007., 5049., 5044., 5029., 5039., 5009., 5070., 5048., 5083., 5034., 5017., 5020.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",16,18,2,50,"14","4","14-16-4","Convolution","Elementwise","Convolution-Normalization-Elementwise",1615.,1655.4333000000001,4833.,"{4833., 1647., 1675., 1719., 1659., 1669., 1669., 1655., 1638., 1679., 1663., 1639., 1666., 1655., 1650., 1700., 1643., 1651., 1637., 1652., 1686., 1717., 1637., 1619., 1657., 1636., 1676., 1645., 1645., 1646., 1653., 1660., 1625., 1657., 1644., 1615., 1745., 1661., 1678., 1658., 1651., 1697., 1655., 1659., 1622., 1665., 1635., 1618., 1681., 1624.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",19,21,2,50,"6","1","6-8-1","Convolution","Elementwise","Convolution-Normalization-Elementwise",1046.,1064.8,3267.,"{3267., 1102., 1059., 1109., 1052., 1084., 1049., 1078., 1064., 1104., 1048., 1084., 1069., 1060., 1078., 1049., 1050., 1063., 1119., 1053., 1047., 1051., 1099., 1048., 1048., 1084., 1065., 1075., 1054., 1089., 1055., 1077., 1049., 1076., 1046., 1064., 1130., 1099., 1046., 1047., 1112., 1055., 1054., 1050., 1086., 1051., 1096., 1062., 1053., 1047.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",22,24,2,50,"2","5","2-3-5","Convolution","Deconvolution","Convolution-Elementwise-Deconvolution",1738.,1795.7,3482.,"{3482., 1898., 1845., 1794., 1814., 1777., 1822., 1777., 1863., 1771., 1826., 1768., 1775., 1897., 1814., 1846., 1777., 1859., 1767., 1861., 1781., 1826., 1761., 1779., 1806., 1758., 1818., 1751., 1807., 1760., 1859., 1763., 1825., 1761., 1768., 1842., 1820., 1799., 1738., 1837., 1754., 1797., 1748., 1799., 1743., 1759., 1823., 1761., 1819., 1753.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",25,25,0,50,"7","7","7","Normalization","Normalization","Normalization",144.,147.5,179.,"{179., 149., 148., 148., 148., 148., 147., 148., 159., 151., 148., 148., 148., 161., 149., 158., 150., 148., 148., 148., 148., 148., 148., 147., 148., 148., 149., 147., 148., 147., 156., 148., 147., 147., 147., 147., 145., 145., 154., 146., 144., 144., 145., 145., 145., 145., 145., 145., 144., 145.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",26,26,0,50,"9","9","9","Dropout","Dropout","Dropout",19.,19.900000000000002,54.,"{54., 22., 21., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20., 44., 22., 20., 20., 20., 19., 20., 19., 20., 20., 19., 19., 19., 19., 20., 19., 20., 20., 20., 20., 20., 21., 20., 19., 20., 19., 20., 20., 19., 20., 19., 20., 20., 20., 20., 19.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",27,29,2,50,"10","13","10-11-13","Catenate","Deconvolution","Catenate-Elementwise-Deconvolution",7755.,7873.233300000001,8356.,"{8356., 7982., 7916., 7791., 7870., 7941., 7978., 7934., 7979., 8011., 7867., 7832., 7812., 7867., 7830., 7845., 7798., 7981., 7888., 7890., 7860., 7872., 8033., 8078., 7927., 7852., 7848., 7860., 7833., 7858., 7787., 7870., 7843., 7828., 7925., 7806., 7824., 7853., 7835., 7804., 7952., 7956., 7903., 7890., 7839., 7885., 7884., 7827., 7755., 7880.}"
"Pix2pix Street-Map-to-Photo Translation","c5.xlarge",30,30,0,50,"15","15","15","Normalization","Normalization","Normalization",438.,440.16670000000005,474.,"{469., 441., 442., 442., 441., 441., 442., 455., 442., 441., 441., 441., 441., 441., 440., 442., 474., 451., 440., 439., 438., 439., 439., 439., 439., 439., 439., 438., 438., 438., 438., 447., 440., 449., 439., 439., 438., 440., 439., 452., 449., 443., 455., 439., 439., 439., 438., 439., 438., 438.}"
