"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1_1",0,0,0,0,86704128,3,224,224,64,224,224,"",3,3,1,1,1,1,1838.,39722.,5573.677552069941,2690.7667
2,"Elementwise","relu1_1",0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39727.,39728.,188.14530114834778,1403.9667000000002
3,"Convolution","conv1_2",0,0,0,0,1849688064,64,224,224,64,224,224,"",3,3,1,1,1,1,39697.,39758.,36954.58941521987,34162.3333
4,"Elementwise","relu1_2",0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39767.,39751.,186.66883683078532,1371.3
5,"Pooling","pool1",0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39751.,9392.,0.,3810.6333
6,"Convolution","conv2_1",0,0,0,0,924844032,64,112,112,128,112,112,"",3,3,1,1,1,1,9354.,19442.,57608.323906814505,9589.300000000001
7,"Elementwise","relu2_1",0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19397.,19419.,219.1390746553842,721.1
8,"Convolution","conv2_2",0,0,0,0,1849688064,128,112,112,128,112,112,"",3,3,1,1,1,1,19414.,19440.,70469.67631819566,19044.6333
9,"Elementwise","relu2_2",0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19371.,19430.,222.26356589147287,785.3667
10,"Pooling","pool2",0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19420.,4712.,0.,1911.7333
11,"Convolution","conv3_1",0,0,0,0,924844032,128,56,56,256,56,56,"",3,3,1,1,1,1,4710.,9348.,103915.0597752809,5828.433300000001
12,"Elementwise","relu3_1",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9348.,9343.,263.04587155963304,284.3333
13,"Convolution","conv3_2",0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,9344.,9347.,120179.84952244819,11734.5
14,"Elementwise","relu3_2",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9339.,9341.,264.95577557755774,285.1333
15,"Convolution","conv3_3",0,0,0,0,1849688064,256,56,56,256,56,56,"",3,3,1,1,1,1,9350.,9366.,120312.73995056588,11695.800000000001
16,"Elementwise","relu3_3",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9366.,9339.,264.7810026385224,285.5333
17,"Pooling","pool3",0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",9360.,2415.,0.,1006.4667000000001
18,"Convolution","conv4_1",0,0,0,0,924844032,256,28,28,512,28,28,"",3,3,1,1,1,1,2413.,4710.,142174.3323597233,5066.7333
19,"Elementwise","relu4_1",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4713.,4713.,285.4964438122333,161.0667
20,"Convolution","conv4_2",0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4715.,4711.,152425.8808405439,10291.066700000001
21,"Elementwise","relu4_2",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4720.,4712.,290.2443962400578,161.4
22,"Convolution","conv4_3",0,0,0,0,1849688064,512,28,28,512,28,28,"",3,3,1,1,1,1,4709.,4708.,152262.76457029962,10281.9667
23,"Elementwise","relu4_3",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4713.,4708.,287.54154727793696,161.16670000000002
24,"Pooling","pool4",0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4712.,1262.,0.,510.8333
25,"Convolution","conv5_1",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1265.,1265.,157339.91697856414,2489.5333
26,"Elementwise","relu5_1",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1265.,1265.,199.506958250497,58.
27,"Convolution","conv5_2",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1227.,1226.,157554.3495741056,2482.9667
28,"Elementwise","relu5_2",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1226.,1222.,196.,58.533300000000004
29,"Convolution","conv5_3",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1227.,1225.,156966.06109979632,2493.8667
30,"Elementwise","relu5_3",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1228.,1229.,196.,73.10000000000001
31,"Pooling","pool5",0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1226.,353.,0.,302.7
32,"Flatten","flatten_0",0,0,0,0,0,512,7,7,25088,"","","","","","","","","",355.,355.,0.,33.
33,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",355.,117.,12473.955814518087,8032.3
34,"Elementwise","relu6",0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",118.,117.,23.405714285714286,24.433300000000003
35,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,116.,23.67630057803468,24.2667
36,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",117.,116.,11030.385272846812,1335.9667000000002
37,"Elementwise","relu7",0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",118.,117.,23.01123595505618,24.5
38,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",117.,116.,23.01123595505618,24.133300000000002
39,"Linear","fc8_101",0,0,0,0,413696,4096,"","",101,"","","","","","","","","",116.,63.,1951.3962264150944,40.033300000000004
40,"Softmax","prob",101,101,0,101,0,101,"","",101,"","","","","","","","","",64.,63.,0.,24.933300000000003
