"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1_1",0,0,0,0,86704128,3,224,224,64,224,224,"",3,3,1,1,1,1,3086.,39555.,5467.877152046415,2694.9667
2,"Elementwise","relu1_1",0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39466.,39441.,186.7774094108067,1419.7
3,"Convolution","conv1_2",0,0,0,0,1849688064,64,224,224,64,224,224,"",3,3,1,1,1,1,39488.,39468.,37040.432224603,34033.1333
4,"Elementwise","relu1_2",0,0,3211264,0,3211264,64,224,224,64,224,224,"Ramp","","","","","","",39430.,39459.,187.12569197599208,1426.6333
5,"Pooling","pool1",0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39497.,9310.,0.,3818.8
6,"Convolution","conv2_1",0,0,0,0,924844032,64,112,112,128,112,112,"",3,3,1,1,1,1,9301.,19285.,57755.82539186911,9568.2333
7,"Elementwise","relu2_1",0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19265.,19255.,219.2288367012561,608.0333
8,"Convolution","conv2_2",0,0,0,0,1849688064,128,112,112,128,112,112,"",3,3,1,1,1,1,19254.,19254.,70601.47578151837,19022.5333
9,"Elementwise","relu2_2",0,0,1605632,0,1605632,128,112,112,128,112,112,"Ramp","","","","","","",19262.,19262.,218.06763547467065,603.5
10,"Pooling","pool2",0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19293.,4657.,0.,1913.2333
11,"Convolution","conv3_1",0,0,0,0,924844032,128,56,56,256,56,56,"",3,3,1,1,1,1,4657.,9350.,103903.38523761375,5721.
12,"Elementwise","relu3_1",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9291.,9285.,268.23120614767794,316.1
