"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1",0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,3063.,10144.,26236.983548243665,2184.9333
2,"BatchNormalization","bn_conv1",802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9597.,9629.,0.,321.6667
3,"Elementwise","conv1_relu",0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9879.,10106.,277.5029381265123,299.6
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",10090.,10297.,0.,910.
5,"Pooling","pool1",0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",10269.,2613.,0.,1561.1000000000001
6,"Convolution","2a/res2a_branch1",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2622.,10115.,21901.203751065645,250.66670000000002
7,"BatchNormalization","2a/bn2a_branch1",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",10084.,10103.,0.,319.73330000000004
8,"Convolution","2a/res2a_branch2a",0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,2619.,2627.,15858.093827160494,72.4667
9,"BatchNormalization","2a/bn2a_branch2a",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2632.,2620.,0.,102.2667
10,"Elementwise","2a/res2a_branch2a_relu",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2623.,2626.,253.41414141414143,95.2333
11,"Convolution","2a/res2a_branch2b",0,0,0,0,115605504,64,56,56,64,56,56,"",3,3,1,1,1,1,2620.,2629.,47633.087762669966,1774.2333
12,"BatchNormalization","2a/bn2a_branch2b",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2619.,2623.,0.,102.9
13,"Elementwise","2a/res2a_branch2b_relu",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2455.,2365.,257.64313222079585,95.60000000000001
14,"Convolution","2a/res2a_branch2c",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2368.,9307.,21826.773152081565,252.8667
15,"BatchNormalization","2a/bn2a_branch2c",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9298.,9318.,0.,322.2
16,"Total","2a/res2a",802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9300.,9317.,0.,711.6667
17,"Elementwise","2a/res2a_relu",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9307.,9325.,273.9051518253156,296.2667
