"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1",0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,3106.,9352.,28051.806988352746,1928.1000000000001
2,"BatchNormalization","bn_conv1",802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9316.,9320.,0.,307.8333
3,"Elementwise","conv1_relu",0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9333.,9322.,272.32564450474894,290.5333
4,"Padding","pool1_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",9446.,9492.,0.,891.8000000000001
5,"Pooling","pool1",0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9955.,2382.,0.,1537.9333000000001
6,"Convolution","2a/res2a_branch1",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2377.,9333.,21706.896493451626,249.4333
7,"BatchNormalization","2a/bn2a_branch1",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9327.,9337.,0.,317.5
8,"Convolution","2a/res2a_branch2a",0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,2383.,2386.,11130.89774696707,83.4333
9,"BatchNormalization","2a/bn2a_branch2a",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2386.,2388.,0.,100.7
10,"Elementwise","2a/res2a_branch2a_relu",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2378.,2376.,264.08421052631576,92.86670000000001
11,"Convolution","2a/res2a_branch2b",0,0,0,0,115605504,64,56,56,64,56,56,"",3,3,1,1,1,1,2381.,2376.,33431.319838056676,1775.3000000000002
12,"BatchNormalization","2a/bn2a_branch2b",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2382.,2374.,0.,101.53330000000001
13,"Elementwise","2a/res2a_branch2b_relu",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2374.,2373.,259.979274611399,92.9667
14,"Convolution","2a/res2a_branch2c",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2377.,9319.,21126.736842105263,253.8
15,"BatchNormalization","2a/bn2a_branch2c",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9305.,9329.,0.,316.5667
16,"Total","2a/res2a",802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9317.,9320.,0.,532.5
17,"Elementwise","2a/res2a_relu",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9306.,9314.,274.7488021902806,278.93330000000003
18,"Convolution","2b/res2b_branch2a",0,0,0,0,51380224,256,56,56,64,56,56,"",1,1,1,1,1,1,9337.,2400.,36700.16,232.63330000000002
19,"BatchNormalization","2b/bn2b_branch2a",200704,200704,0,0,0,64,56,56,64,56,56,"","","","","","","",2403.,2398.,0.,100.9
