"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution","conv1_7x7_s2",0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,2760.,10139.,22508.859813084113,2175.9667
2,"Elementwise","conv1_relu_7x7",0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",10082.,10099.,276.6423156443832,282.5333
3,"Padding","pool1_3x3_s2_pad",0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",10091.,10305.,0.,907.9667000000001
4,"Pooling","pool1_3x3_s2",0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",10273.,2626.,0.,1555.5667
5,"LocalResponseNormalization","pool1_norm1",401408,0,0,0,0,64,56,56,64,56,56,"","","","","","","",2622.,2620.,0.,3472.6333
6,"Convolution","conv2_3x3_reduce",0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,2411.,2408.,10202.586179507545,149.63330000000002
7,"Elementwise","conv2_relu_3x3_reduce",0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2413.,2411.,248.08899876390603,93.5
8,"Convolution","conv2_3x3",0,0,0,0,346816512,64,56,56,192,56,56,"",3,3,1,1,1,1,2408.,7008.,66389.0719754977,2632.2667
9,"Elementwise","conv2_relu_3x3",0,0,602112,0,602112,192,56,56,192,56,56,"Ramp","","","","","","",7013.,7009.,275.3141289437586,304.40000000000003
10,"LocalResponseNormalization","conv2_norm2",1204224,0,0,0,0,192,56,56,192,56,56,"","","","","","","",7019.,7002.,0.,10408.2667
11,"Padding","pool2_3x3_s2_pad",0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",7007.,7258.,0.,653.6667
12,"Pooling","pool2_3x3_s2",0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",7273.,1835.,0.,1185.1000000000001
13,"Convolution","inception_3a/1x1",0,0,0,0,9633792,192,28,28,64,28,28,"",1,1,1,1,1,1,1837.,677.,19541.160243407707,96.1667
14,"Elementwise","inception_3a/relu_1x1",0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",680.,679.,143.36,50.566700000000004
15,"Convolution","inception_3a/3x3_reduce",0,0,0,0,14450688,192,28,28,96,28,28,"",1,1,1,1,1,1,1840.,971.,24576.,174.66670000000002
16,"Elementwise","inception_3a/relu_3x3_reduce",0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",970.,969.,177.09176470588233,62.
17,"Convolution","inception_3a/3x3",0,0,0,0,86704128,96,28,28,128,28,28,"",3,3,1,1,1,1,972.,1260.,41170.05128205128,1835.8000000000002
18,"Elementwise","inception_3a/relu_3x3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1268.,1262.,196.3835616438356,76.33330000000001
19,"Convolution","inception_3a/5x5_reduce",0,0,0,0,2408448,192,28,28,16,28,28,"",1,1,1,1,1,1,1837.,224.,6960.832369942196,59.4333
20,"Elementwise","inception_3a/relu_5x5_reduce",0,0,12544,0,12544,16,28,28,16,28,28,"Ramp","","","","","","",226.,228.,60.89320388349514,35.6
21,"Convolution","inception_3a/5x5",0,0,0,0,10035200,16,28,28,32,28,28,"",5,5,1,1,1,1,223.,377.,13996.094839609483,592.6333000000001
22,"Elementwise","inception_3a/relu_5x5",0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",378.,381.,95.03030303030303,40.033300000000004
23,"Pooling","inception_3a/pool",0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",1836.,1837.,0.,1215.
24,"Convolution","inception_3a/pool_proj",0,0,0,0,4816896,192,28,28,32,28,28,"",1,1,1,1,1,1,1838.,375.,11982.328358208955,68.2667
25,"Elementwise","inception_3a/relu_pool_proj",0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",378.,377.,91.8974358974359,35.3667
26,"Catenate","inception_3a/output",0,0,0,0,0,64,28,28,256,28,28,"","","","","","","",678.,2410.,0.,98.5
27,"Convolution","inception_3b/1x1",0,0,0,0,25690112,256,28,28,128,28,28,"",1,1,1,1,1,1,2412.,1261.,33234.29754204399,166.9333
28,"Elementwise","inception_3b/relu_1x1",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1262.,196.76862745098038,59.7
29,"Convolution","inception_3b/3x3_reduce",0,0,0,0,25690112,256,28,28,128,28,28,"",1,1,1,1,1,1,2409.,1259.,33148.53161290323,164.76670000000001
30,"Elementwise","inception_3b/relu_3x3_reduce",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1262.,202.32258064516128,54.533300000000004
31,"Convolution","inception_3b/3x3",0,0,0,0,173408256,128,28,28,192,28,28,"",3,3,1,1,1,1,1260.,1835.,81259.72633552016,1489.2333
32,"Elementwise","inception_3b/relu_3x3",0,0,150528,0,150528,192,28,28,192,28,28,"Ramp","","","","","","",1839.,1834.,236.30769230769232,78.0667
33,"Convolution","inception_3b/5x5_reduce",0,0,0,0,6422528,256,28,28,32,28,28,"",1,1,1,1,1,1,2408.,374.,13752.736616702356,79.1333
34,"Elementwise","inception_3b/relu_5x5_reduce",0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",379.,377.,93.9625468164794,34.2
35,"Convolution","inception_3b/5x5",0,0,0,0,60211200,32,28,28,96,28,28,"",5,5,1,1,1,1,376.,969.,44014.0350877193,748.7667
36,"Elementwise","inception_3b/relu_5x5",0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",969.,969.,173.02068965517242,48.2
37,"Pooling","inception_3b/pool",0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",2410.,2407.,0.,1596.4
38,"Convolution","inception_3b/pool_proj",0,0,0,0,12845056,256,28,28,64,28,28,"",1,1,1,1,1,1,2406.,676.,22574.790861159927,109.03330000000001
39,"Elementwise","inception_3b/relu_pool_proj",0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",677.,679.,140.9438202247191,40.7
40,"Catenate","inception_3b/output",0,0,0,0,0,128,28,28,480,28,28,"","","","","","","",1261.,4412.,0.,154.
41,"Padding","pool3_3x3_s2_pad",0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",4423.,4734.,0.,458.3
42,"Pooling","pool3_3x3_s2",0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",4740.,1188.,0.,800.2333
43,"Convolution","inception_4a/1x1",0,0,0,0,18063360,480,14,14,192,14,14,"",1,1,1,1,1,1,1165.,500.,34537.97323135755,153.9
44,"Elementwise","inception_4a/relu_1x1",0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",502.,501.,122.5798045602606,43.5
45,"Convolution","inception_4a/3x3_reduce",0,0,0,0,9031680,480,14,14,96,14,14,"",1,1,1,1,1,1,1156.,284.,23398.134715025906,124.10000000000001
46,"Elementwise","inception_4a/relu_3x3_reduce",0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",284.,286.,76.80000000000001,36.8667
47,"Convolution","inception_4a/3x3",0,0,0,0,35223552,96,14,14,208,14,14,"",3,3,1,1,1,1,354.,623.,56448.,585.5667000000001
48,"Elementwise","inception_4a/relu_3x3",0,0,40768,0,40768,208,14,14,208,14,14,"Ramp","","","","","","",626.,627.,133.22875816993465,46.400000000000006
49,"Convolution","inception_4a/5x5_reduce",0,0,0,0,1505280,480,14,14,16,14,14,"",1,1,1,1,1,1,1294.,153.,5102.64406779661,48.3333
50,"Elementwise","inception_4a/relu_5x5_reduce",0,0,3136,0,3136,16,14,14,16,14,14,"Ramp","","","","","","",158.,115.,17.519553072625698,29.2667
51,"Convolution","inception_4a/5x5",0,0,0,0,3763200,16,14,14,48,14,14,"",5,5,1,1,1,1,116.,188.,10721.367521367521,213.63330000000002
52,"Elementwise","inception_4a/relu_5x5",0,0,9408,0,9408,48,14,14,48,14,14,"Ramp","","","","","","",191.,189.,47.27638190954774,35.7667
53,"Pooling","inception_4a/pool",0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",1179.,1178.,0.,1594.1000000000001
