"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
1,"Convolution",1,0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,2001.,10155.,27991.924098671727,1928.5667
2,"BatchNormalization",2,802816,802816,0,0,0,64,112,112,64,112,112,"","","","","","","",9333.,9329.,0.,337.93330000000003
3,"Elementwise",3,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",9328.,9342.,272.41805225653206,307.7
4,"Pooling",4,0,0,1806336,0,0,64,112,112,64,56,56,"Max",3,3,2,2,"","",9326.,2371.,0.,1541.8333
5,"Convolution","5/1",0,0,0,0,25690112,64,56,56,128,56,56,"",1,1,1,1,1,1,2372.,4669.,19685.909578544062,135.70000000000002
6,"BatchNormalization","5/2",401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4672.,4673.,0.,175.3333
7,"Elementwise","5/3",0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",4671.,4672.,292.9985401459854,165.2333
8,"Convolution","5/4",0,0,0,0,462422016,128,56,56,128,56,56,"",3,3,1,1,1,1,4674.,4669.,79645.54185325526,4173.7667
9,"BatchNormalization","5/5",401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4673.,4676.,0.,173.26670000000001
10,"Elementwise","5/6",0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",4672.,4675.,288.367816091954,164.3667
11,"Convolution","5/7",0,0,0,0,102760448,128,56,56,256,56,56,"",1,1,1,1,1,1,4677.,9356.,39311.57153787299,348.2667
12,"BatchNormalization","5/8",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9344.,9331.,0.,335.8
13,"Convolution","5/9",0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,2375.,9343.,21579.262494750106,253.3
14,"BatchNormalization","5/10",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9345.,9326.,0.,337.0333
15,"Total","5/11",802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9328.,9327.,0.,477.1333
16,"Elementwise","5/12",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9330.,9337.,269.0402144772118,305.6667
17,"Convolution","6/1",0,0,0,0,102760448,256,56,56,128,56,56,"",1,1,1,1,1,1,9329.,4680.,54864.09396689802,357.1667
18,"BatchNormalization","6/2",401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4681.,4708.,0.,162.26670000000001
19,"Elementwise","6/3",0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",4714.,4708.,302.26506024096386,147.8333
20,"Convolution","6/4",0,0,0,0,462422016,128,56,56,128,56,56,"",3,3,1,1,1,1,4705.,4709.,80239.80843310776,4265.2
21,"BatchNormalization","6/5",401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4704.,4707.,0.,165.3333
22,"Elementwise","6/6",0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",4704.,4702.,290.4544138929088,163.63330000000002
23,"Convolution","6/7",0,0,0,0,102760448,128,56,56,256,56,56,"",1,1,1,1,1,1,4709.,9400.,39447.38886756238,349.1333
24,"BatchNormalization","6/8",802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",9358.,9352.,0.,335.73330000000004
25,"Total","6/9",802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",9360.,9361.,0.,475.20000000000005
26,"Elementwise","6/10",0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",9357.,9365.,273.9986348122867,306.1
